,competitionID,clubID,seasonID,competitionName,appearances,yellowCards,goalsConceded,cleanSheets,minutesPlayed,redCards,id,assists,goals,secondYellowCards
11,FRYC,12750,2021,Coupe Gambardella,4,1,,,360',,991649,,,
0,FR2,1095,2023,Ligue 2,16,1,,,1.098',,337798,1,,
1,FR1,1095,2022,Ligue 1,19,,,,1.317',,337798,2,1,
2,FR1,1095,2021,Ligue 1,17,2,,,1.357',,337798,1,,
3,PO1,979,2021,Liga Bwin,16,2,,,1.379',,337798,,,
4,POPO,979,2021,Taça de Portugal,3,,,,227',,337798,1,,
5,POCP,979,2021,Allianz Cup,1,,,,90',,337798,,,
6,PO1,979,2020,Liga NOS,22,2,,,1.845',,337798,3,,
7,POPO,979,2020,Taça de Portugal,1,,,,58',,337798,,,
8,PO1,979,2019,Liga NOS,23,5,,,1.976',,337798,3,,
9,POPO,979,2019,Taça de Portugal,1,,,,90',,337798,,,
