,id,name,position,dateOfBirth,age,nationality,currentClub,height,foot,joinedOn,signedFrom,marketValue,status,joined,contract
0,56809,Alexandre Oukidja,Goalkeeper,"Jul 19, 1988",34,Algeria,FC Metz,"1,84m",right,"Jul 1, 2018",RC Strasbourg Alsace,€500k,,,
1,205465,Marc-Aurèle Caillard,Goalkeeper,"May 12, 1994",29,France,FC Metz,"1,91m",right,"Jul 20, 2020",EA Guingamp,€500k,,,
2,666975,Ousmane Ba,Goalkeeper,"Jun 6, 2002",21,Senegal,SO Cholet,"1,85m",right,"Jul 1, 2021",FC Metz B,€400k,,,
3,928873,Alexis Mirbach,Goalkeeper,"Mar 4, 2005",18,France,FC Metz B,"1,92m",right,"Aug 25, 2020",,€50k,,,
4,211637,Kiki Kouyaté,Centre-Back,"Apr 15, 1997",26,Mali,Montpellier HSC,"1,92m",right,"Jan 26, 2022",ESTAC Troyes,€5.00m,,,
5,520530,Fali Candé,Centre-Back,"Jan 24, 1998",25,Guinea-Bissau,FC Metz,"1,84m",left,"Jul 21, 2022",Portimonense SC,€2.50m,,,
6,57216,Ismaël Traoré,Centre-Back,"Aug 18, 1986",36,Cote d'Ivoire,FC Metz,"1,84m",right,"Jul 1, 2021",Angers SCO,€300k,,,
7,739076,Abou Lo,Centre-Back,"Jan 2, 2000",23,Senegal,FC Metz,"1,87m",right,"Jul 1, 2015",FC Metz B,€250k,,,
8,950892,Oussmane Kebe,Centre-Back,"Apr 28, 2003",20,France,RFC Seraing,"1,83m",left,"Jul 1, 2019",,,,,
9,344886,Matthieu Udol,Left-Back,"Mar 20, 1996",27,France,FC Metz,"1,78m",left,"Aug 12, 2022",FC Metz B,€2.50m,Team captain,,
10,384859,Fabien Centonze,Right-Back,"Jan 16, 1996",27,France,Hellas Verona,"1,82m",right,"Jan 1, 2022",RC Lens,€4.00m,,,
11,481513,Koffi Kouao,Right-Back,"May 20, 1998",25,Cote d'Ivoire,FC Metz,"1,73m",right,"Jul 21, 2021",FC Vizela,€2.00m,,,
12,743500,William Mikelbrencis,Right-Back,"Feb 25, 2004",19,France,Hamburger SV,"1,76m",right,"Aug 22, 2019",FC Metz B,€1.00m,,,
13,434358,Sofiane Alakouch,Right-Back,"Jul 29, 1998",24,Morocco,Paris FC,"1,75m",right,"Jul 1, 2019",Nîmes Olympique,€600k,"Cruciate ligament tear - Return expected on Jun 10, 2024",,
14,649020,Boubacar Traoré,Defensive Midfield,"Aug 20, 2001",21,Mali,Wolverhampton Wanderers,"1,83m",right,"Jul 1, 2020",AS Bamako,€5.00m,Called up to national team -  - cross-competition,"Returned after loan spell with Wolverhampton Wanderers; date: Jun 30, 2023; fee: End of loan",
15,293944,Habib Maïga,Defensive Midfield,"Jan 1, 1996",27,Cote d'Ivoire,Ferencvárosi TC,"1,81m",right,"Jul 7, 2022",: Ablöse €1.00m,€2.50m,,,
16,342209,Kévin N'Doram,Defensive Midfield,"Jan 22, 1996",27,France,FC Metz,"1,84m",right,"Jul 23, 2020",AS Monaco,€1.50m,,,
17,628834,Danley Jean Jacques,Defensive Midfield,"May 20, 2000",23,Haiti,FC Metz,"1,82m",right,"Jan 25, 2023",FC Metz B,€1.50m,,,
18,591914,Warren Tchimbembé,Defensive Midfield,"Apr 21, 1998",25,Congo,FC Metz,"1,80m",left,"Jul 1, 2021",ESTAC Troyes,€500k,,"Returned after loan spell with EA Guingamp; date: Jun 30, 2023; fee: End of loan",
19,855308,Arthur Atta,Defensive Midfield,"Jan 14, 2003",20,France,FC Metz,"1,89m",right,"Aug 31, 2023",FC Metz B,€500k,,,
20,919621,Lilian Raillot,Defensive Midfield,"May 19, 2004",19,France,RFC Seraing,"1,93m",right,"Jul 1, 2023",,€50k,,,
21,738720,Mathieu Cachbach,Central Midfield,"May 23, 2001",22,Belgium,RFC Seraing,"1,80m",left,"Jul 1, 2021",FC Metz B,€500k,,,
22,919620,Joseph Nduquidi,Central Midfield,"Oct 25, 2004",18,France,FC Metz,"1,87m",,"Jul 1, 2020",FC Metz B,€250k,,"Internal transfer: FC Metz B; date: Aug 31, 2023",
23,918969,Lamine Camara,Central Midfield,"Jan 1, 2004",19,Senegal,FC Metz,"1,73m",right,"Jul 1, 2019",FC Metz B,€200k,,"Internal transfer: FC Metz B; date: Jul 1, 2023",
24,506009,Amine Bassi,Attacking Midfield,"Nov 27, 1997",25,Morocco,Houston Dynamo FC,"1,73m",right,"Jul 1, 2018",AS Nancy-Lorraine,€1.50m,,,
25,481116,Youssef Maziz,Attacking Midfield,"Jun 24, 1998",25,France,Oud-Heverlee Leuven,"1,75m",right,"Jul 1, 2023",FC Metz B,€1.50m,,,
26,568702,Papa Ndiaga Yade,Left Winger,"Jan 5, 2000",23,Mauritania,Quevilly - Rouen Métropole,"1,85m",left,"Jul 1, 2022",Génération Foot,€1.20m,,,
27,568696,Cheikh Sabaly,Left Winger,"Mar 4, 1999",24,Senegal,FC Metz,"1,68m",right,"Jul 11, 2017",Génération Foot,€700k,,,
28,1099726,Papa Amadou Diallo,Left Winger,"Jun 25, 2004",19,Senegal,FC Metz,"1,82m",right,"Jul 1, 2020",FC Metz B,€150k,,"Internal transfer: FC Metz B; date: Jul 1, 2023",
29,512690,Maïdine Douane,Left Winger,"Aug 23, 2002",20,Algeria,FC Metz,,right,"Aug 29, 2022",FC Metz B,€50k,,"Returned after loan spell with RFC Seraing; date: Feb 7, 2024; fee: End of loan",
30,366045,Ablie Jallow,Right Winger,"Nov 14, 1998",24,The Gambia,FC Metz,"1,66m",left,"Jul 2, 2020",Génération Foot,€1.50m,Dead leg - Return unknown,,
31,568701,Lamine Gueye,Right Winger,"Mar 13, 1998",25,Senegal,Paris FC,"1,78m",,"Jul 1, 2021",Génération Foot,€1.00m,Knee injury - Return unknown,,
32,511401,Anthony Musaba,Right Winger,"Dec 6, 2000",22,Netherlands,Sheffield Wednesday,"1,82m",both,"Jul 1, 2023",AS Monaco,€800k,,,
33,353211,Vagner,Right Winger,"Jan 10, 1996",27,Cape Verde,Radomiak Radom,"1,68m",right,"Jan 4, 2024",: Ablöse €3.00m,€650k,"Red card suspension - until Apr 15, 2024 - PKO BP Ekstraklasa - 2 matchdays","Returned after loan spell with RFC Seraing; date: Jun 30, 2023; fee: End of loan",
34,815359,Lenny Joseph,Right Winger,"Oct 12, 2000",22,France,Grenoble Foot 38,"1,83m",right,"Jul 1, 2017",Le Puy Foot 43 Auvergne,€400k,,,
35,707063,Malick Mbaye,Right Winger,"Apr 6, 2004",19,Senegal,FC Metz,"1,73m",right,"Jan 23, 2023",FC Metz B,€150k,,"Internal transfer: FC Metz B; date: Jul 1, 2023",
36,729814,Georges Mikautadze,Centre-Forward,"Oct 31, 2000",22,Georgia,FC Metz,"1,76m",right,"Jul 1, 2018",Ajax Amsterdam,€10.00m,,"On loan from Ajax Amsterdam until Jun 30, 2024",
37,124884,Marco Bizot,Goalkeeper,"Mar 10, 1991",32,Netherlands,Stade Brestois 29,"1,93m",right,"Aug 4, 2021",AZ Alkmaar,€3.50m,,,
38,668996,Joaquín Blázquez,Goalkeeper,"Jan 28, 2001",22,Argentina,Club Atlético Platense,"1,93m",right,"Jul 27, 2022",CA Talleres,€400k,,,
39,525155,Grégoire Coudert,Goalkeeper,"Apr 3, 1999",24,France,Stade Brestois 29,"1,88m",left,"Jul 5, 2021",: Ablöse free transfer,€150k,,,
40,485960,Lilian Brassier,Centre-Back,"Nov 2, 1999",23,France,Stade Brestois 29,"1,86m",left,"Jul 1, 2021",Stade Rennais FC,€5.00m,,,
41,250779,Brendan Chardonnet,Centre-Back,"Dec 22, 1994",28,France,Stade Brestois 29,"1,84m",right,"Jul 1, 2013",Stade Brest 29 B,€5.00m,Team captain,,
42,344864,Jean-Kévin Duverne,Centre-Back,"Jul 12, 1997",25,Haiti,FC Nantes,"1,86m",right,"Sep 2, 2019",RC Lens,€4.00m,,,
43,566823,Achraf Dari,Centre-Back,"May 6, 1999",24,Morocco,R Charleroi SC,"1,88m",right,"Jul 29, 2022",Wydad Casablanca,€2.00m,,,
44,170544,Christophe Hérelle,Centre-Back,"Aug 22, 1992",30,Martinique,FC Metz,"1,91m",right,"Aug 11, 2020",OGC Nice,€2.00m,,,
45,862972,Josué Escartin,Centre-Back,"Mar 21, 2003",20,France,AC Ajaccio,"1,94m",right,"Aug 9, 2022",Stade Brest 29 B,€150k,,,
46,805908,Bradley Locko,Left-Back,"May 6, 2002",21,France,Stade Brestois 29,"1,80m",left,"Jul 27, 2023",Stade Reims,€2.50m,,"Joined from Stade Reims; date: Jul 27, 2023; fee: €500k",
47,131827,Jere Uronen,Left-Back,"Jul 13, 1994",28,Finland,Charlotte FC,"1,77m",left,"Jul 20, 2021",KRC Genk,€1.00m,,"Returned after loan spell with FC Schalke 04; date: Jun 30, 2023; fee: End of loan",
48,174196,Kenny Lala,Right-Back,"Oct 3, 1991",31,France,Stade Brestois 29,"1,78m",right,"Jan 1, 2023",Olympiacos Piraeus,€1.50m,,,
49,379168,Noah Fadiga,Right-Back,"Dec 3, 1999",23,Senegal,KAA Gent,"1,87m",right,"Jul 1, 2022",Heracles Almelo,€1.20m,,,
50,377393,Pierre Lees-Melou,Defensive Midfield,"May 25, 1993",30,France,Stade Brestois 29,"1,85m",right,"Jul 23, 2022",Norwich City,€4.00m,,,
51,138055,Haris Belkebla,Central Midfield,"Jan 28, 1994",29,Algeria,Ohod Club,"1,77m",right,"Jul 1, 2018",Tours FC,€3.00m,,,
52,324795,Mahdi Camara,Central Midfield,"Jun 30, 1998",25,France,Stade Brestois 29,"1,78m",right,"Jul 1, 2023",AS Saint-Étienne,€3.00m,,"Joined from AS Saint-Étienne; date: Jul 1, 2023; fee: €3.00m",
53,474662,Hugo Magnetti,Central Midfield,"May 30, 1998",25,France,Stade Brestois 29,"1,80m",right,"Jul 1, 2018",Stade Brest 29 B,€2.00m,,,
54,684062,Hianga'a Mbock,Central Midfield,"Dec 28, 1999",23,France,SM Caen,"1,86m",right,"Jul 1, 2019",Stade Brest 29 B,€1.20m,,,
55,659518,Félix Lemaréchal,Central Midfield,"Aug 7, 2003",19,France,Cercle Brugge,"1,80m",right,"Jan 31, 2023",AS Monaco,€1.00m,,,
56,924800,Axel Camblan,Left Midfield,"Aug 30, 2003",19,France,Stade Brestois 29,"1,69m",right,"Jul 1, 2022",Stade Brest 29 B,€400k,,"Returned after loan spell with US Concarneau; date: Jun 30, 2023; fee: End of loan",
57,466602,Karamoko Dembélé,Attacking Midfield,"Feb 22, 2003",20,England,Blackpool FC,"1,67m",left,"Jul 5, 2022",Celtic FC,€500k,,,
58,737781,Jérémy Le Douaron,Left Winger,"Apr 21, 1998",25,France,Stade Brestois 29,"1,89m",left,"Jul 1, 2020",Stade Briochin,€4.50m,,,
59,424072,Mathias Pereira Lage,Left Winger,"Nov 30, 1996",26,France,Stade Brestois 29,"1,80m",right,"Jul 1, 2022",Angers SCO,€2.00m,,,
60,175014,Youcef Belaïli,Left Winger,"Mar 14, 1992",31,Algeria,MC Algiers,"1,82m",right,"Jan 31, 2022",Qatar SC,€1.50m,,,
61,229006,Franck Honorat,Right Winger,"Aug 11, 1996",26,France,Borussia Mönchengladbach,"1,80m",right,"Jul 1, 2020",: Ablöse €5.00m,€10.00m,,,
62,353399,Romain Del Castillo,Right Winger,"Mar 29, 1996",27,France,Stade Brestois 29,"1,72m",left,"Aug 31, 2021",Stade Rennais FC,€3.00m,,,
63,281319,Alberth Elis,Right Winger,"Feb 12, 1996",27,Honduras,FC Girondins Bordeaux,"1,85m",right,"Jan 30, 2023",FC Girondins Bordeaux,€2.50m,Head injury - Return unknown,,
64,238639,Steve Mounié,Centre-Forward,"Sep 29, 1994",28,Benin,Stade Brestois 29,"1,90m",right,"Sep 9, 2020",Huddersfield Town,€5.00m,,,
65,342226,Irvin Cardona,Centre-Forward,"Aug 8, 1997",25,France,AS Saint-Étienne,"1,85m",right,"Aug 12, 2019",AS Monaco,€2.50m,,,
66,174915,Islam Slimani,Centre-Forward,"Jun 18, 1988",35,Algeria,KV Mechelen,"1,88m",right,"Aug 25, 2022",Sporting CP,€1.50m,,,
67,855056,Taïryk Arconte,Centre-Forward,"Nov 12, 2003",19,Guadeloupe,Rodez AF,"1,81m",,"Sep 1, 2022",AC Ajaccio,€500k,,,
68,45121,Loïc Rémy,Centre-Forward,"Jan 2, 1987",36,France,Retired,"1,85m",right,"Feb 1, 2023",Without Club,€150k,,,
69,127188,Maxime Dupé,Goalkeeper,"Mar 4, 1993",30,France,OGC Nice,"1,88m",right,"Jul 1, 2020",FC Nantes,€2.50m,,,
70,328770,Kjetil Haug,Goalkeeper,"Jun 12, 1998",25,Norway,FK Bodø/Glimt,"1,87m",right,"Jul 1, 2022",Vålerenga Fotball Elite,€400k,,,
71,835136,Thomas Himeur,Goalkeeper,"Jan 17, 2001",22,France,FC Toulouse,"1,92m",right,"Jul 1, 2021",Toulouse FC B,€150k,,,
72,912902,Guillaume Restes,Goalkeeper,"Mar 11, 2005",18,France,FC Toulouse,"1,88m",left,"Jul 1, 2023",Toulouse FC B,,,"Internal transfer: Toulouse FC B; date: Jul 1, 2023",
73,690799,Anthony Rouault,Centre-Back,"May 29, 2001",22,France,VfB Stuttgart,"1,86m",right,"Jul 1, 2019",Toulouse FC B,€10.00m,Broken jaw - Return unknown,"Joining: VfB Stuttgart; date: Jul 1, 2024; fee: €3.00m",
74,283227,Rasmus Nicolaisen,Centre-Back,"Mar 16, 1997",26,Denmark,FC Toulouse,"1,91m",left,"Aug 17, 2021",FC Midtjylland,€6.00m,,,
75,484988,Logan Costa,Centre-Back,"Apr 1, 2001",22,Cape Verde,FC Toulouse,"1,90m",right,"Aug 20, 2021",Stade Reims,€1.20m,,,
76,694509,Moussa Diarra,Centre-Back,"Nov 10, 2000",22,Mali,FC Toulouse,"1,85m",left,"Jul 1, 2019",Toulouse FC B,€800k,,,
77,855014,Kévin Keben,Centre-Back,"Jan 26, 2004",19,Cameroon,FC Toulouse,"1,87m",right,"Jul 1, 2022",Toulouse FC U19,€400k,,,
78,1005240,Christian Mawissa,Centre-Back,"Apr 18, 2005",18,France,FC Toulouse,"1,80m",left,"Jul 1, 2023",Toulouse FC B,€250k,,"Internal transfer: Toulouse FC B; date: Jul 1, 2023",
79,220878,Issiaga Sylla,Left-Back,"Jan 1, 1994",29,Guinea,Montpellier HSC,"1,80m",left,"Sep 4, 2012",: Ablöse ?,€2.50m,,,
80,385105,Gabriel Suazo,Left-Back,"Aug 9, 1997",25,Chile,FC Toulouse,"1,78m",left,"Jan 16, 2023",CSD Colo-Colo,€2.50m,,,
81,611195,Oliver Zandén,Left-Back,"Aug 14, 2001",21,Sweden,Randers FC,"1,83m",,"Jul 19, 2022",IF Elfsborg,€1.00m,,,
82,923758,Ylies Aradj,Left-Back,"Jun 5, 2005",18,France,FC Toulouse,"1,79m",left,"Jul 1, 2023",Toulouse FC U19,€50k,,"Internal transfer: Toulouse FC U19; date: Jul 1, 2023",
83,221873,Mikkel Desler,Right-Back,"Feb 19, 1995",28,Denmark,FC Toulouse,"1,84m",right,"Jul 20, 2021",FK Haugesund,€2.50m,,,
84,794758,Warren Kamanzi,Right-Back,"Nov 11, 2000",22,Norway,FC Toulouse,"1,77m",right,"Jan 2, 2023",Tromsø IL,€1.20m,,,
85,241501,Stijn Spierings,Defensive Midfield,"Mar 12, 1996",27,Netherlands,FC Toulouse,"1,88m",right,"Sep 14, 2023",RC Lens,€6.00m,,"On loan from RC Lens until Jun 30, 2024",
86,203938,Branco van den Boomen,Central Midfield,"Jul 21, 1995",27,Netherlands,Ajax Amsterdam,"1,88m",right,"Aug 7, 2020",: Ablöse €350k,€12.00m,,,
87,159098,Brecht Dejaegere,Central Midfield,"May 29, 1991",32,Belgium,Charlotte FC,"1,73m",right,"Jul 1, 2021",KAA Gent,€1.80m,,,
88,280387,Vincent Sierro,Central Midfield,"Oct 8, 1995",27,Switzerland,FC Toulouse,"1,85m",right,"Jan 23, 2023",BSC Young Boys,€1.50m,Team captain,,
89,464530,Theocharis Tsingaras,Central Midfield,"Aug 20, 2000",22,Greece,PAOK Thessaloniki,"1,75m",right,"Sep 1, 2022",PAOK Thessaloniki,€1.20m,,,
90,666953,Steve Mvoué,Central Midfield,"Feb 2, 2002",21,Cameroon,Portimonense SC,"1,85m",right,"Jul 1, 2021",Toulouse FC B,€400k,,,
91,855015,Farès Chaïbi,Attacking Midfield,"Nov 28, 2002",20,Algeria,Eintracht Frankfurt,"1,83m",right,"Jul 1, 2022",Toulouse FC B,€10.00m,,,
92,470618,Denis Genreau,Attacking Midfield,"May 21, 1999",24,Australia,FC Toulouse,"1,75m",right,"Aug 2, 2021",Macarthur FC,€1.50m,,,
93,567309,Naatan Skyttä,Attacking Midfield,"May 7, 2002",21,Finland,FC Toulouse,"1,70m",left,"Feb 1, 2021",Ilves Tampere,€500k,,"Returned after loan spell with Odense Boldklub; date: Jun 30, 2023; fee: End of loan",
94,944427,Edhy Zuliani,Attacking Midfield,"Aug 11, 2004",18,Algeria,Toulouse FC B,,,"Aug 31, 2021",,€50k,,,
95,289802,Rafael Ratão,Left Winger,"Nov 30, 1995",27,Brazil,Esporte Clube Bahia,"1,83m",right,"Jan 5, 2022",Slovan Bratislava,€2.50m,,,
96,354664,Junior Flemmings,Left Winger,"Jan 16, 1996",27,Jamaica,FK Vozdovac,"1,80m",right,"Jul 1, 2022",Birmingham Legion FC,€350k,,,
97,393238,Zakaria Aboukhlal,Right Winger,"Feb 18, 2000",23,Morocco,FC Toulouse,"1,79m",both,"Jul 1, 2019",AZ Alkmaar,€9.00m,,,
98,629588,Nathan Ngoumou,Right Winger,"Mar 14, 2000",23,France,Borussia Mönchengladbach,"1,85m",right,"Sep 1, 2022",Toulouse FC B,€5.00m,,,
99,419648,Veljko Birmancevic,Right Winger,"Mar 5, 1998",25,Serbia,AC Sparta Prague,"1,79m",,"Jul 1, 2022",Malmö FF,€3.00m,,"Joining: AC Sparta Prague; date: Jul 1, 2024; fee: €2.30m",
100,538964,Thijs Dallinga,Centre-Forward,"Aug 3, 2000",22,Netherlands,FC Toulouse,"1,90m",right,"Aug 27, 2020",Excelsior Rotterdam,€12.00m,,,
101,238185,Rhys Healey,Centre-Forward,"Dec 6, 1994",28,England,Huddersfield Town,"1,80m",right,"Jul 20, 2021",Milton Keynes Dons,€2.50m,,,
102,308133,Ado Onaiwu,Centre-Forward,"Nov 8, 1995",27,Japan,AJ Auxerre,"1,80m",right,"Jan 24, 2023",Yokohama F. Marinos,€1.50m,,,
103,652996,Said Hamulic,Centre-Forward,"Nov 12, 2000",22,Bosnia-Herzegovina,Lokomotiv Moscow,"1,86m",right,"Aug 6, 2021",Stal Mielec,€1.50m,,,
104,357117,Alban Lafont,Goalkeeper,"Jan 23, 1999",24,France,FC Nantes,"1,96m",right,"Jul 1, 2021",: Ablöse €7.50m,€16.00m,,,
105,282028,Rémy Descamps,Goalkeeper,"Jun 25, 1996",27,France,FC Nantes,"1,96m",left,"Jul 1, 2021",R Charleroi SC,€700k,,,
106,28356,Denis Petric,Goalkeeper,"May 24, 1988",35,Slovenia,FC Nantes,"1,87m",right,"Aug 1, 2019",EA Guingamp,€150k,,,
107,671145,João Victor,Centre-Back,"Jul 17, 1998",24,Brazil,Clube de Regatas Vasco da Gama,"1,87m",right,"Jan 25, 2023",SL Benfica,€7.00m,,,
108,270051,Andrei Girotto,Centre-Back,"Feb 17, 1992",31,Brazil,Al-Taawoun FC,"1,86m",right,"Aug 12, 2017",Tombense Futebol Clube (MG),€4.00m,,,
109,182875,Jean-Charles Castelletto,Centre-Back,"Jan 26, 1995",28,Cameroon,FC Nantes,"1,86m",both,"Jul 1, 2020",Stade Brestois 29,€3.50m,,,
110,139279,Nicolas Pallois,Centre-Back,"Sep 19, 1987",35,France,FC Nantes,"1,89m",left,"Jul 27, 2017",: Ablöse €2.00m,€900k,,,
111,923832,Nathan Zeze,Centre-Back,"Jun 18, 2005",18,France,FC Nantes,"1,90m",left,"Jul 4, 2023",FC Nantes B,€400k,,"Internal transfer: FC Nantes B; date: Jul 4, 2023",
112,650582,Robin Voisine,Centre-Back,"Apr 7, 2002",21,France,FC Nantes B,"1,88m",left,"Jul 1, 2023",,€150k,,,
113,1009596,Junior Diaz,Centre-Back,"Jul 23, 2003",19,Cote d'Ivoire,FC Annecy,"1,93m",right,"Jul 1, 2021",FC Nantes B,€100k,,,
114,557613,Quentin Merlin,Left-Back,"May 16, 2002",21,France,Olympique Marseille,"1,74m",left,"Jan 17, 2023",FC Nantes B,€7.00m,,,
115,750903,Jaouen Hadjam,Left-Back,"Mar 26, 2003",20,Algeria,BSC Young Boys,"1,85m",left,"Aug 31, 2018",Paris FC,€2.00m,,,
116,394906,Charles Traoré,Left-Back,"Jan 1, 1992",31,Mali,SC Bastia,"1,80m",left,"Sep 22, 2022",ESTAC Troyes,€600k,,,
117,384859,Fabien Centonze,Right-Back,"Jan 16, 1996",27,France,Hellas Verona,"1,82m",right,"Jul 1, 2019",FC Metz,€4.00m,,,
118,111038,Dennis Appiah,Right-Back,"Jun 9, 1992",31,France,AS Saint-Étienne,"1,79m",right,"Jul 18, 2018",RSC Anderlecht,€1.50m,Dead leg - Return unknown,,
119,61891,Fábio,Right-Back,"Jul 9, 1990",32,Brazil,Grêmio Foot-Ball Porto Alegrense,"1,72m",right,"Oct 7, 2020",Middlesbrough FC,€1.20m,,,
120,102744,Sébastien Corchia,Right-Back,"Nov 1, 1990",32,France,Amiens SC,"1,76m",right,"Jul 1, 2020",Without Club,€1.00m,,,
121,944355,Mathieu Acapandié,Right-Back,"Dec 14, 2004",18,France,FC Nantes B,"1,82m",right,"Jul 1, 2022",,,,,
122,242273,Pedro Chirivella,Defensive Midfield,"May 23, 1997",26,Spain,FC Nantes,"1,78m",right,"Sep 6, 2017",Liverpool FC U23,€6.00m,Team captain,,
123,830265,Lohann Doucet,Defensive Midfield,"Sep 14, 2002",20,France,Paris FC,"1,80m",right,"Jul 1, 2022",FC Nantes B,€700k,,,
124,353403,Samuel Moutoussamy,Central Midfield,"Aug 12, 1996",26,DR Congo,FC Nantes,"1,76m",left,"Jul 1, 2022",: Ablöse -,€5.00m,,,
125,46001,Moussa Sissoko,Central Midfield,"Aug 16, 1989",33,France,FC Nantes,"1,87m",right,"Sep 2, 2019",Watford FC,€2.50m,,,
126,855158,Mohamed Achi,Central Midfield,"Jan 16, 2002",21,France,FC Nantes B,"1,81m",left,"Jan 17, 2023",FC Nantes B,€300k,,,
127,288225,Ludovic Blas,Attacking Midfield,"Dec 31, 1997",25,France,Stade Rennais FC,"1,80m",left,"Jul 1, 2022",EA Guingamp,€20.00m,,,
128,222859,Florent Mollet,Attacking Midfield,"Nov 19, 1991",31,France,FC Nantes,"1,75m",right,"Jul 1, 2020",FC Schalke 04,€2.00m,,,
129,538973,Samuel Yépié Yépié,Attacking Midfield,"Oct 2, 2002",20,France,Adanaspor,"1,71m",left,"Jul 1, 2021",FC Nantes B,€150k,,,
130,274862,Moses Simon,Left Winger,"Jul 12, 1995",27,Nigeria,FC Nantes,"1,68m",right,"Jul 1, 2023",Levante UD,€8.00m,Broken fibula - Return unknown,,
131,773795,Gor Manvelyan,Left Winger,"Apr 9, 2002",21,Armenia,FC Noah Yerevan,"1,80m",both,"Jul 16, 2019",FC Nantes B,€400k,,,
132,615618,Santiago Eneme,Left Winger,"Sep 29, 2000",22,Equatorial Guinea,MFK Vyskov,"1,83m",right,"Jul 1, 2019",,€150k,visa issues -  - cross-competition,,
133,1004618,Stredair Appuah,Left Winger,"Jun 27, 2004",19,France,FC Nantes,"1,85m",,"Jul 1, 2023",FC Nantes U19,€150k,,"Internal transfer: FC Nantes U19; date: Jul 1, 2023",
134,353365,Marcus Coco,Right Winger,"Jun 24, 1996",27,Guadeloupe,FC Nantes,"1,84m",right,"Jul 1, 2023",EA Guingamp,€1.20m,,,
135,560725,Abdoul Kader Bamba,Right Winger,"Apr 25, 1994",29,France,FC Nantes,"1,77m",right,"Jul 12, 2022",FC Nantes B,€900k,,"Returned after loan spell with AS Saint-Étienne; date: Jun 30, 2023; fee: End of loan",
136,122797,Andy Delort,Centre-Forward,"Oct 9, 1991",31,Algeria,Without Club,"1,81m",right,"Sep 1, 2022",OGC Nice,€7.00m,,"Joined from OGC Nice; date: Jul 1, 2023; fee: €5.00m",
137,16911,Kasper Schmeichel,Goalkeeper,"Nov 5, 1986",36,Denmark,RSC Anderlecht,"1,89m",right,"Aug 3, 2022",Leicester City,€2.00m,,,
138,465955,Marcin Bulka,Goalkeeper,"Oct 4, 1999",23,Poland,OGC Nice,"1,99m",right,"Jul 1, 2022",Paris Saint-Germain,€2.00m,,,
139,789419,Teddy Boulhendi,Goalkeeper,"Apr 9, 2001",22,Algeria,OGC Nice,"1,85m",,"Jul 1, 2020",OGC Nice B,€150k,,,
140,904710,Enzo Garrido,Goalkeeper,"Jul 26, 2003",19,France,Avoine Olympique Chinon Cinais,"1,82m",right,"Jul 1, 2021",,,,,
141,605184,Jean-Clair Todibo,Centre-Back,"Dec 30, 1999",23,France,OGC Nice,"1,90m",right,"Jul 1, 2020",FC Barcelona,€30.00m,,,
142,322655,Flavius Daniliuc,Centre-Back,"Apr 27, 2001",22,Austria,Red Bull Salzburg,"1,88m",right,"Aug 3, 2022",FC Bayern Munich U19 ,€8.00m,,,
143,493702,Mattia Viti,Centre-Back,"Jan 24, 2002",21,Italy,US Sassuolo,"1,90m",left,"Sep 1, 2022",FC Empoli,€7.00m,,,
144,372240,Mads Bech Sörensen,Centre-Back,"Jan 7, 1999",24,Denmark,FC Midtjylland,"1,93m",left,"Aug 23, 2016",Brentford FC,€2.50m,,,
145,16136,Dante,Centre-Back,"Oct 18, 1983",39,Brazil,OGC Nice,"1,88m",left,"Jul 1, 2023",VfL Wolfsburg,€600k,Team captain,,
146,904707,Yannis Nahounou,Centre-Back,"May 16, 2004",19,France,OGC Nice,"1,93m",right,"Jul 16, 2021",OGC Nice B,€150k,,"Internal transfer: OGC Nice B; date: Jul 1, 2023",
147,532775,Melvin Bard,Left-Back,"Nov 6, 2000",22,France,OGC Nice,"1,73m",left,"Jan 1, 2023",: Ablöse €3.00m,€7.00m,,,
148,860051,Ayoub Amraoui,Left-Back,"May 14, 2004",19,Morocco,Amiens SC,"1,84m",left,"Aug 31, 2022",OGC Nice B,€2.50m,,,
149,194460,Joe Bryan,Left-Back,"Sep 17, 1993",29,England,Millwall FC,"1,70m",left,"Aug 3, 2020",Fulham FC,€2.20m,,,
150,313094,Jordan Lotomba,Right-Back,"Sep 29, 1998",24,Switzerland,OGC Nice,"1,77m",right,"Jul 17, 2018",BSC Young Boys,€8.00m,,,
151,416108,Youcef Atal,Right-Back,"May 17, 1996",27,Algeria,Adana Demirspor,"1,76m",both,"Jul 1, 2022",KV Kortrijk,€7.00m,,,
152,891998,Antoine Mendy,Right-Back,"May 27, 2004",19,France,OGC Nice,"1,87m",right,"Jan 25, 2023",OGC Nice B,€1.00m,,,
153,674612,Youssouf Ndayishimiye,Defensive Midfield,"Oct 27, 1998",24,Burundi,OGC Nice,"1,83m",right,"Jul 24, 2021",Basaksehir FK,€12.00m,,,
154,170934,Mario Lemina,Defensive Midfield,"Sep 1, 1993",29,Gabon,Wolverhampton Wanderers,"1,84m",right,"Jul 27, 2021",Southampton FC,€10.00m,,,
155,370791,Pablo Rosario,Defensive Midfield,"Jan 7, 1997",26,Netherlands,OGC Nice,"1,85m",right,"Aug 1, 2022",PSV Eindhoven,€6.00m,,,
156,539065,Alexis Beka Beka,Defensive Midfield,"Mar 29, 2001",22,France,OGC Nice,"1,78m",right,"Jan 1, 2023",Lokomotiv Moscow,€4.50m,"depression - Return expected on May 31, 2024",,
