,id,name,position,dateOfBirth,age,nationality,currentClub,height,foot,joinedOn,signedFrom,marketValue,status,joined,contract
713,113707,Rémy Cabella,Attacking Midfield,"Mar 8, 1990",33,France,LOSC Lille,"1,72m",right,"Jan 14, 2022",Montpellier HSC,€5.00m,,,
714,935198,Mattéo Makhabe,Attacking Midfield,"Nov 28, 2003",19,France,Bourges Foot 18,"1,70m",both,"Sep 1, 2022",,€100k,,,
715,292818,Jonathan Bamba,Left Winger,"Mar 26, 1996",27,Cote d'Ivoire,Celta de Vigo,"1,75m",right,"Jul 2, 2020",: Ablöse free transfer,€20.00m,,,
716,654415,Alan Virginius,Left Winger,"Jan 3, 2003",20,France,Clermont Foot 63,"1,80m",right,"Aug 11, 2020",FC Sochaux-Montbéliard,€4.00m,,,
717,496857,Edon Zhegrova,Right Winger,"Mar 31, 1999",24,Kosovo,LOSC Lille,"1,81m",left,"Jul 13, 2022",FC Basel 1893,€8.00m,,,
718,315858,Gianluigi Donnarumma,Goalkeeper,"Feb 25, 1999",24,Italy,Paris Saint-Germain,"1,96m",right,"Jul 14, 2021",AC Milan,€45.00m,,,
719,79422,Keylor Navas,Goalkeeper,"Dec 15, 1986",36,Costa Rica,Paris Saint-Germain,"1,85m",right,"Sep 2, 2019",Real Madrid,€4.00m,,"Returned after loan spell with Nottingham Forest; date: Jun 30, 2023; fee: End of loan",
720,207302,Sergio Rico,Goalkeeper,"Sep 1, 1993",29,Spain,Paris Saint-Germain,"1,96m",right,"Sep 5, 2020",Sevilla FC,€3.00m,Fitness - Return unknown,,
721,654408,Lucas Lavallée,Goalkeeper,"Feb 18, 2003",20,France,USL Dunkerque,"1,95m",right,"Jul 1, 2022",Paris Saint-Germain U19,€300k,,,
722,93730,Alexandre Letellier,Goalkeeper,"Dec 11, 1990",32,France,Paris Saint-Germain,"1,93m",right,"Sep 25, 2020",US Orléans,€300k,,,
723,181767,Marquinhos,Centre-Back,"May 14, 1994",29,Brazil,Paris Saint-Germain,"1,83m",right,"Jul 19, 2013",: Ablöse €31.40m,€65.00m,Team captain; Achilles tendon contusion - Return unknown,,
724,282041,Presnel Kimpembe,Centre-Back,"Aug 13, 1995",27,France,Paris Saint-Germain,"1,83m",left,"Jul 1, 2015",Paris Saint-Germain B,€28.00m,Achilles tendon rupture - Return unknown,,
725,229005,Abdou Diallo,Centre-Back,"May 4, 1996",27,Senegal,Al-Arabi SC,"1,86m",left,"Jul 16, 2019",Borussia Dortmund,€10.00m,,"Returned after loan spell with RB Leipzig; date: Jun 30, 2023; fee: End of loan",
726,787912,El Chadaille Bitshiabu,Centre-Back,"May 16, 2005",18,France,RB Leipzig,"1,96m",left,"Jul 1, 2022",Paris Saint-Germain U19,€7.00m,,,
727,25557,Sergio Ramos,Centre-Back,"Mar 30, 1986",37,Spain,Sevilla FC,"1,84m",right,"Jul 8, 2021",Real Madrid,€4.50m,,,
728,743495,Nehemiah Fernandez,Centre-Back,"Dec 11, 2004",18,France,USL Dunkerque,"1,84m",right,"Jul 1, 2022",,€250k,Knee injury - Return unknown,,
729,616341,Nuno Mendes,Left-Back,"Jun 19, 2002",21,Portugal,Paris Saint-Germain,"1,83m",left,"Aug 31, 2018",Sporting CP,€65.00m,,,
730,126719,Juan Bernat,Left-Back,"Mar 1, 1993",30,Spain,SL Benfica,"1,70m",left,"Jul 6, 2021",Bayern Munich,€10.00m,,,
731,1102761,Serif Nhaga,Left-Back,"Sep 1, 2005",17,Portugal,Paris Saint-Germain U19,"1,76m",left,"Jul 26, 2022",,€150k,,,
732,398073,Achraf Hakimi,Right-Back,"Nov 4, 1998",24,Morocco,Paris Saint-Germain,"1,81m",right,"Jul 1, 2020",Inter Milan,€65.00m,,,
733,348026,Nordi Mukiele,Right-Back,"Nov 1, 1997",25,France,Paris Saint-Germain,"1,87m",right,"Jan 29, 2019",RB Leipzig,€18.00m,,,
734,538998,Timothée Pembélé,Right-Back,"Sep 9, 2002",20,France,Sunderland AFC,"1,83m",right,"Jul 1, 2021",Paris Saint-Germain U19,€5.00m,,,
735,815445,Hugo Lamy,Right-Back,"Jan 16, 2004",19,France,AC Bellinzona,"1,76m",right,"Jul 1, 2022",,€250k,,,
736,166237,Leandro Paredes,Defensive Midfield,"Jun 29, 1994",29,Argentina,AS Roma,"1,80m",right,"Jul 18, 2012",: Ablöse €40.00m,€12.00m,,"Returned after loan spell with Juventus FC; date: Jun 30, 2023; fee: End of loan",
737,141050,Danilo Pereira,Defensive Midfield,"Sep 9, 1991",31,Portugal,Paris Saint-Germain,"1,88m",right,"Aug 30, 2022",FC Porto,€10.00m,,,
738,487469,Vitinha,Central Midfield,"Feb 13, 2000",23,Portugal,Paris Saint-Germain,"1,72m",right,"Sep 1, 2022",FC Porto,€42.00m,,,
739,102558,Marco Verratti,Central Midfield,"Nov 5, 1992",30,Italy,Al-Arabi SC,"1,65m",right,"Jul 1, 2022",: Ablöse €12.00m,€40.00m,,,
740,350219,Fabián Ruiz,Central Midfield,"Apr 3, 1996",27,Spain,Paris Saint-Germain,"1,89m",left,"Aug 4, 2022",SSC Napoli,€32.00m,,,
741,372246,Carlos Soler,Central Midfield,"Jan 2, 1997",26,Spain,Paris Saint-Germain,"1,80m",right,"Jul 30, 2019",Valencia CF,€25.00m,,,
742,810092,Warren Zaïre-Emery,Central Midfield,"Mar 8, 2006",17,France,Paris Saint-Germain,"1,78m",right,"Jul 1, 2022",Paris Saint-Germain U19,€20.00m,,,
743,258027,Renato Sanches,Central Midfield,"Aug 18, 1997",25,Portugal,AS Roma,"1,76m",right,"Jul 1, 2022",LOSC Lille,€15.00m,,,
744,126665,Idrissa Gueye,Central Midfield,"Sep 26, 1989",33,Senegal,Everton FC,"1,74m",right,"Aug 3, 2017",Everton FC,€5.00m,,,
745,810093,Ayman Kari,Central Midfield,"Nov 19, 2004",18,France,FC Lorient,"1,76m",right,"Aug 10, 2021",Paris Saint-Germain U19,€1.00m,,,
746,810096,Ismaël Gharbi,Attacking Midfield,"Apr 10, 2004",19,Spain,FC Stade-Lausanne-Ouchy,"1,73m",right,"Jul 2, 2019",Paris Saint-Germain U19,€5.00m,,,
747,68290,Neymar,Left Winger,"Feb 5, 1992",31,Brazil,Al-Hilal SFC,"1,75m",right,"Jul 1, 2018",FC Barcelona,€60.00m,"Cruciate ligament tear - Return expected on Apr 30, 2024",,
748,28003,Lionel Messi,Right Winger,"Jun 24, 1987",36,Argentina,Inter Miami CF,"1,70m",left,"Jul 1, 2020",FC Barcelona,€35.00m,muscular problems - Return unknown,,
749,74230,Pablo Sarabia,Right Winger,"May 11, 1992",31,Spain,Wolverhampton Wanderers,"1,74m",left,"Jul 1, 2023",Sevilla FC,€14.00m,,,
750,342229,Kylian Mbappé,Centre-Forward,"Dec 20, 1998",24,France,Paris Saint-Germain,"1,78m",right,"Jul 1, 2020",AS Monaco,€180.00m,,,
751,463601,Guillaume Dietsch,Goalkeeper,"Apr 17, 2001",22,France,,"1,84m",right,"Nov 30, 2018",FC Metz U19,€700k,,"Returned after loan spell with RFC Seraing; date: Jun 30, 2023; fee: End of loan",€700k
752,56809,Alexandre Oukidja,Goalkeeper,"Jul 19, 1988",35,Algeria,,"1,84m",right,"Jul 1, 2018",RC Strasbourg Alsace,€500k,,,€500k
753,205465,Marc-Aurèle Caillard,Goalkeeper,"May 12, 1994",29,France,,"1,91m",right,"Jul 20, 2020",EA Guingamp,€300k,,,€300k
754,520530,Fali Candé,Centre-Back,"Jan 24, 1998",26,Guinea-Bissau,,"1,84m",left,"Jan 26, 2022",Portimonense SC,€2.50m,,,€2.50m
755,170544,Christophe Hérelle,Centre-Back,"Aug 22, 1992",31,Martinique,,"1,91m",right,"Sep 1, 2023",Stade Brestois 29,€1.80m,,"Joined from Stade Brestois 29; date: Sep 1, 2023; fee: ?",€1.80m
756,57216,Ismaël Traoré,Centre-Back,"Aug 18, 1986",37,Cote d'Ivoire,,"1,84m",right,"Jul 21, 2022",Angers SCO,€300k,,,€300k
757,739076,Abou Lo,Centre-Back,"Jan 2, 2000",24,Senegal,,"1,87m",right,"Jul 1, 2021",FC Metz B,€250k,,,€250k
758,1111777,Sadibou Sané,Centre-Back,"Jun 10, 2004",19,Senegal,,"1,82m",right,"Jul 22, 2023",Génération Foot,€200k,,"Joined from Génération Foot; date: Jul 22, 2023; fee: ?",€200k
759,344886,Matthieu Udol,Left-Back,"Mar 20, 1996",28,France,,"1,78m",left,"Jul 1, 2015",FC Metz B,€2.50m,Team captain,,€2.50m
760,400680,Kevin Van Den Kerkhof,Right-Back,"Mar 14, 1996",28,Algeria,,"1,90m",right,"Aug 31, 2023",SC Bastia,€3.00m,,"Joined from SC Bastia; date: Aug 31, 2023; fee: €2.50m",€3.00m
761,481513,Koffi Kouao,Right-Back,"May 20, 1998",25,Cote d'Ivoire,,"1,73m",right,"Aug 12, 2022",FC Vizela,€1.50m,,,€1.50m
762,156618,Maxime Colin,Right-Back,"Nov 15, 1991",32,France,,"1,80m",right,"Jul 27, 2023",Birmingham City,€1.00m,,"Joined from Birmingham City; date: Jul 27, 2023; fee: free transfer",€1.00m
763,628834,Danley Jean Jacques,Defensive Midfield,"May 20, 2000",23,Haiti,,"1,82m",right,"Jul 7, 2022",FC Metz B,€2.00m,,,€2.00m
764,342209,Kévin N'Doram,Defensive Midfield,"Jan 22, 1996",28,France,,"1,84m",right,"Jul 1, 2020",AS Monaco,€1.50m,,,€1.50m
765,855308,Arthur Atta,Defensive Midfield,"Jan 14, 2003",21,France,,"1,89m",right,"Jan 25, 2023",FC Metz B,€500k,,,€500k
766,591914,Warren Tchimbembé,Defensive Midfield,"Apr 21, 1998",25,Congo,,"1,80m",left,"Jul 23, 2020",ESTAC Troyes,€400k,,"Returned after loan spell with EA Guingamp; date: Jun 30, 2023; fee: End of loan",€400k
767,918969,Lamine Camara,Central Midfield,"Jan 1, 2004",20,Senegal,,"1,73m",right,"Jul 1, 2023",FC Metz B,€8.00m,,"Internal transfer: FC Metz B; date: Jul 1, 2023",€8.00m
768,919620,Joseph Nduquidi,Central Midfield,"Oct 25, 2004",19,France,,"1,87m",,"Aug 31, 2023",FC Metz B,€700k,,"Internal transfer: FC Metz B; date: Aug 31, 2023",€700k
769,568696,Cheikh Sabaly,Left Winger,"Mar 4, 1999",25,Senegal,,"1,68m",right,"Jul 1, 2018",Génération Foot,€2.00m,,,€2.00m
770,442320,Didier Lamkel Zé,Left Winger,"Sep 17, 1996",27,Cameroon,,"1,89m",right,"Feb 1, 2024",Hatayspor,€1.10m,,"On loan from Hatayspor until Jun 30, 2024",€1.10m
771,512690,Maïdine Douane,Left Winger,"Aug 23, 2002",21,Algeria,,,right,"Jul 1, 2022",FC Metz B,€300k,,"Returned after loan spell with RFC Seraing; date: Feb 7, 2024; fee: End of loan",€300k
772,1099726,Papa Amadou Diallo,Left Winger,"Jun 25, 2004",19,Senegal,,"1,82m",right,"Jul 1, 2023",FC Metz B,€250k,,"Internal transfer: FC Metz B; date: Jul 1, 2023",€250k
773,366045,Ablie Jallow,Right Winger,"Nov 14, 1998",25,The Gambia,,"1,66m",left,"Jul 11, 2017",Génération Foot,€2.00m,Dead leg - Return unknown,,€2.00m
774,375391,Joel Asoro,Right Winger,"Apr 27, 1999",24,Sweden,,"1,76m",right,"Aug 24, 2023",Djurgårdens IF,€1.50m,,"Joined from Djurgårdens IF; date: Aug 24, 2023; fee: €1.20m",€1.50m
775,707063,Malick Mbaye,Right Winger,"Apr 6, 2004",20,Senegal,,"1,73m",right,"Jul 1, 2023",FC Metz B,€500k,,"Internal transfer: FC Metz B; date: Jul 1, 2023",€500k
776,729814,Georges Mikautadze,Centre-Forward,"Oct 31, 2000",23,Georgia,,"1,76m",right,"Jan 4, 2024",Ajax Amsterdam,€9.00m,,"On loan from Ajax Amsterdam until Jun 30, 2024",€9.00m
777,306382,Benjamin Tetteh,Centre-Forward,"Jul 10, 1997",26,Ghana,,"1,93m",right,"Aug 10, 2023",Hull City,€1.20m,,"Joined from Hull City; date: Aug 10, 2023; fee: €1.80m",€1.20m
778,1111776,Ibou Sané,Centre-Forward,"Mar 28, 2005",19,Senegal,,"1,79m",right,"Jul 22, 2023",Génération Foot,€200k,,"Joined from Génération Foot; date: Jul 22, 2023; fee: ?",€200k
779,124884,Marco Bizot,Goalkeeper,"Mar 10, 1991",33,Netherlands,,"1,93m",right,"Aug 4, 2021",AZ Alkmaar,€4.00m,,,€4.00m
780,525155,Grégoire Coudert,Goalkeeper,"Apr 3, 1999",25,France,,"1,88m",left,"Jul 5, 2021",: Ablöse free transfer,€400k,,,€400k
781,454149,Yan Marillat,Goalkeeper,"Aug 12, 1994",29,France,,"1,83m",right,"Sep 27, 2023",Without Club,€200k,,"Joined from Without Club; date: Sep 27, 2023; fee: -",€200k
782,485960,Lilian Brassier,Centre-Back,"Nov 2, 1999",24,France,,"1,86m",left,"Jul 1, 2021",Stade Rennais FC,€10.00m,,,€10.00m
783,250779,Brendan Chardonnet,Centre-Back,"Dec 22, 1994",29,France,,"1,84m",right,"Jul 1, 2013",Stade Brest 29 B,€8.00m,Team captain,,€8.00m
784,794349,Julien Le Cardinal,Centre-Back,"Aug 3, 1997",26,France,,"1,84m",right,"Sep 1, 2023",RC Lens,€1.50m,,"On loan from RC Lens until Jun 30, 2024",€1.50m
785,805908,Bradley Locko,Left-Back,"May 6, 2002",21,France,,"1,80m",left,"Jul 27, 2023",Stade Reims,€10.00m,,"Joined from Stade Reims; date: Jul 27, 2023; fee: €500k",€10.00m
786,241229,Jordan Amavi,Left-Back,"Mar 9, 1994",30,France,,"1,76m",left,"Aug 31, 2023",Olympique Marseille,€1.50m,,"On loan from Olympique Marseille until Jun 30, 2024",€1.50m
787,774772,Antonin Cartillier,Left-Back,"Jun 23, 2004",19,France,,"1,76m",left,"Feb 1, 2024",AS Monaco U21,€200k,,"On loan from AS Monaco U21 until Jun 30, 2024",€200k
788,174196,Kenny Lala,Right-Back,"Oct 3, 1991",32,France,,"1,78m",right,"Jan 1, 2023",Olympiacos Piraeus,€3.00m,,,€3.00m
789,1144999,Luck Zogbé,Right-Back,"Mar 24, 2005",19,Cote d'Ivoire,,"1,78m",left,"Oct 26, 2023",Without Club,€100k,,"Joined from Without Club; date: Oct 26, 2023; fee: -",€100k
790,377393,Pierre Lees-Melou,Defensive Midfield,"May 25, 1993",30,France,,"1,85m",right,"Jul 23, 2022",Norwich City,€10.00m,,,€10.00m
791,127142,Jonas Martin,Defensive Midfield,"Apr 9, 1990",33,France,,"1,84m",right,"Jul 19, 2023",LOSC Lille,€1.20m,,"Joined from LOSC Lille; date: Jul 19, 2023; fee: free transfer",€1.20m
792,324795,Mahdi Camara,Central Midfield,"Jun 30, 1998",25,France,,"1,78m",right,"Jul 1, 2023",AS Saint-Étienne,€9.00m,,"Joined from AS Saint-Étienne; date: Jul 1, 2023; fee: €3.00m",€9.00m
793,474662,Hugo Magnetti,Central Midfield,"May 30, 1998",25,France,,"1,80m",right,"Jul 1, 2018",Stade Brest 29 B,€6.00m,,,€6.00m
794,924800,Axel Camblan,Left Midfield,"Aug 30, 2003",20,France,,"1,69m",right,"Jul 1, 2022",Stade Brest 29 B,€600k,,"Returned after loan spell with US Concarneau; date: Jun 30, 2023; fee: End of loan",€600k
795,671594,Kamory Doumbia,Attacking Midfield,"Feb 18, 2003",21,Mali,,"1,70m",right,"Sep 1, 2023",Stade Reims,€3.00m,,"On loan from Stade Reims until Jun 30, 2024",€3.00m
796,737781,Jérémy Le Douaron,Left Winger,"Apr 21, 1998",25,France,,"1,89m",left,"Jul 1, 2020",Stade Briochin,€5.00m,,,€5.00m
797,543051,Billal Brahimi,Left Winger,"Mar 14, 2000",24,Algeria,,"1,83m",left,"Sep 1, 2023",OGC Nice,€4.00m,,"On loan from OGC Nice until Jun 30, 2024",€4.00m
798,424072,Mathias Pereira Lage,Left Winger,"Nov 30, 1996",27,France,,"1,80m",right,"Jul 1, 2022",Angers SCO,€2.00m,,,€2.00m
799,395674,Adrien Lebeau,Left Winger,"Jul 8, 1999",24,France,,"1,75m",left,"Aug 4, 2023",SV Waldhof Mannheim,€300k,,"Joined from SV Waldhof Mannheim; date: Aug 4, 2023; fee: free transfer",€300k
800,353399,Romain Del Castillo,Right Winger,"Mar 29, 1996",28,France,,"1,72m",left,"Aug 31, 2021",Stade Rennais FC,€9.00m,,,€9.00m
801,640109,Martín Satriano,Centre-Forward,"Feb 20, 2001",23,Uruguay,,"1,87m",right,"Jul 14, 2023",Inter Milan,€6.00m,,"On loan from Inter Milan until Jun 30, 2024",€6.00m
802,238639,Steve Mounié,Centre-Forward,"Sep 29, 1994",29,Benin,,"1,90m",right,"Sep 9, 2020",Huddersfield Town,€5.00m,,,€5.00m
803,912902,Guillaume Restes,Goalkeeper,"Mar 11, 2005",19,France,,"1,88m",left,"Jul 1, 2023",Toulouse FC B,€12.00m,,"Internal transfer: Toulouse FC B; date: Jul 1, 2023",€12.00m
804,524937,Álex Domínguez,Goalkeeper,"Jul 30, 1998",25,Spain,,"1,87m",left,"Jul 26, 2023",UD Las Palmas,€300k,,"Joined from UD Las Palmas; date: Jul 26, 2023; fee: ?",€300k
805,835136,Thomas Himeur,Goalkeeper,"Jan 17, 2001",23,France,,"1,92m",right,"Jul 1, 2021",Toulouse FC B,€150k,,,€150k
806,854988,Justin Lacombe,Goalkeeper,"Apr 9, 2003",20,France,,"1,92m",right,"Jul 1, 2023",Toulouse FC B,€100k,,"Internal transfer: Toulouse FC B; date: Jul 1, 2023",€100k
807,484988,Logan Costa,Centre-Back,"Apr 1, 2001",23,Cape Verde,,"1,90m",right,"Aug 20, 2021",Stade Reims,€8.00m,,,€8.00m
808,1005240,Christian Mawissa,Centre-Back,"Apr 18, 2005",18,France,,"1,80m",left,"Jul 1, 2023",Toulouse FC B,€7.00m,,"Internal transfer: Toulouse FC B; date: Jul 1, 2023",€7.00m
809,283227,Rasmus Nicolaisen,Centre-Back,"Mar 16, 1997",27,Denmark,,"1,91m",left,"Aug 17, 2021",FC Midtjylland,€6.00m,,,€6.00m
810,694509,Moussa Diarra,Centre-Back,"Nov 10, 2000",23,Mali,,"1,85m",left,"Jul 1, 2019",Toulouse FC B,€1.50m,,,€1.50m
811,855014,Kévin Keben,Centre-Back,"Jan 26, 2004",20,Cameroon,,"1,87m",right,"Jul 1, 2022",Toulouse FC U19,€400k,,,€400k
812,385105,Gabriel Suazo,Left-Back,"Aug 9, 1997",26,Chile,,"1,78m",left,"Jan 16, 2023",CSD Colo-Colo,€3.00m,,,€3.00m
813,923758,Ylies Aradj,Left-Back,"Jun 5, 2005",18,France,,"1,79m",left,"Jul 1, 2023",Toulouse FC U19,€50k,,"Internal transfer: Toulouse FC U19; date: Jul 1, 2023",€50k
814,221873,Mikkel Desler,Right-Back,"Feb 19, 1995",29,Denmark,,"1,84m",right,"Jul 20, 2021",FK Haugesund,€3.00m,,,€3.00m
815,794758,Warren Kamanzi,Right-Back,"Nov 11, 2000",23,Norway,,"1,77m",right,"Jan 2, 2023",Tromsø IL,€1.50m,,,€1.50m
816,241501,Stijn Spierings,Defensive Midfield,"Mar 12, 1996",28,Netherlands,,"1,88m",right,"Sep 14, 2023",RC Lens,€5.00m,,"On loan from RC Lens until Jun 30, 2024",€5.00m
817,467632,Cristian Cásseres Jr.,Central Midfield,"Jan 20, 2000",24,Venezuela,,"1,76m",right,"Jul 7, 2023",New York Red Bulls,€3.50m,,"Joined from New York Red Bulls; date: Jul 7, 2023; fee: €1.00m",€3.50m
818,280387,Vincent Sierro,Central Midfield,"Oct 8, 1995",28,Switzerland,,"1,85m",right,"Jan 23, 2023",BSC Young Boys,€3.00m,Team captain,,€3.00m
819,463613,Yann Gboho,Attacking Midfield,"Jan 14, 2001",23,France,,"1,78m",right,"Jan 8, 2024",Cercle Brugge ,€3.50m,,"Joined as a winter arrival from: Cercle Brugge ; date: Jan 8, 2024; fee: €2.50m",€3.50m
820,275249,Niklas Schmidt,Attacking Midfield,"Mar 1, 1998",26,Germany,,"1,84m",both,"Aug 4, 2023",SV Werder Bremen,€3.00m,,"Joined from SV Werder Bremen; date: Aug 4, 2023; fee: €2.50m",€3.00m
821,470618,Denis Genreau,Attacking Midfield,"May 21, 1999",24,Australia,,"1,75m",right,"Aug 2, 2021",Macarthur FC,€2.00m,,,€2.00m
822,505308,César Gelabert,Attacking Midfield,"Oct 31, 2000",23,Spain,,"1,82m",right,"Jul 1, 2023",CD Mirandés,€1.50m,,"Joined from CD Mirandés; date: Jul 1, 2023; fee: free transfer",€1.50m
823,567309,Naatan Skyttä,Attacking Midfield,"May 7, 2002",21,Finland,,"1,70m",left,"Feb 1, 2021",Ilves Tampere,€400k,,"Returned after loan spell with Odense Boldklub; date: Jun 30, 2023; fee: End of loan",€400k
824,575693,Ibrahim Cissoko,Left Winger,"Mar 26, 2003",21,Netherlands,,"1,88m",right,"Jul 1, 2023",NEC Nijmegen,€2.00m,,"Joined from NEC Nijmegen; date: Jul 1, 2023; fee: €3.00m",€2.00m
825,393238,Zakaria Aboukhlal,Right Winger,"Feb 18, 2000",24,Morocco,,"1,79m",both,"Jul 1, 2022",AZ Alkmaar,€10.00m,,,€10.00m
826,476836,Aron Dønnum,Right Winger,"Apr 20, 1998",25,Norway,,"1,78m",left,"Sep 1, 2023",Standard Liège,€3.50m,,"Joined from Standard Liège; date: Sep 1, 2023; fee: €4.50m",€3.50m
827,916920,Shavy Babicka,Right Winger,"Jun 1, 2000",23,Gabon,,"1,79m",right,"Jan 18, 2024",Aris Limassol,€2.00m,,"Joined as a winter arrival from: Aris Limassol; date: Jan 18, 2024; fee: €2.75m",€2.00m
828,538964,Thijs Dallinga,Centre-Forward,"Aug 3, 2000",23,Netherlands,,"1,90m",right,"Jul 1, 2022",Excelsior Rotterdam,€15.00m,,,€15.00m
829,807689,Frank Magri,Centre-Forward,"Sep 4, 1999",24,Cameroon,,"1,78m",right,"Jul 21, 2023",SC Bastia,€3.00m,,"Joined from SC Bastia; date: Jul 21, 2023; fee: €2.00m",€3.00m
830,357117,Alban Lafont,Goalkeeper,"Jan 23, 1999",25,France,,"1,96m",right,"Jul 1, 2021",: Ablöse €7.50m,€10.00m,,,€10.00m
831,282028,Rémy Descamps,Goalkeeper,"Jun 25, 1996",27,France,,"1,96m",left,"Jul 1, 2021",R Charleroi SC,€1.50m,,,€1.50m
832,28356,Denis Petric,Goalkeeper,"May 24, 1988",35,Slovenia,,"1,87m",right,"Aug 1, 2019",EA Guingamp,€150k,,,€150k
833,923832,Nathan Zeze,Centre-Back,"Jun 18, 2005",18,France,,"1,90m",left,"Jul 4, 2023",FC Nantes B,€5.00m,,"Internal transfer: FC Nantes B; date: Jul 4, 2023",€5.00m
834,298583,Eray Cömert,Centre-Back,"Feb 4, 1998",26,Switzerland,,"1,83m",right,"Aug 26, 2023",Valencia CF,€4.00m,,"On loan from Valencia CF until Jun 30, 2024",€4.00m
835,344864,Jean-Kévin Duverne,Centre-Back,"Jul 12, 1997",26,Haiti,,"1,86m",right,"Aug 30, 2023",Stade Brestois 29,€3.50m,,"Joined from Stade Brestois 29; date: Aug 30, 2023; fee: free transfer",€3.50m
836,182875,Jean-Charles Castelletto,Centre-Back,"Jan 26, 1995",29,Cameroon,,"1,86m",both,"Jul 1, 2020",Stade Brestois 29,€3.50m,,,€3.50m
837,955253,Bastien Meupiyou,Centre-Back,"Mar 19, 2006",18,France,,"1,91m",left,"Aug 1, 2023",FC Nantes B,€1.00m,Meniscus damage - Return unknown,"Internal transfer: FC Nantes B; date: Aug 1, 2023",€1.00m
838,139279,Nicolas Pallois,Centre-Back,"Sep 19, 1987",36,France,,"1,89m",left,"Jul 27, 2017",: Ablöse €2.00m,€800k,,,€800k
839,485965,Nicolas Cozza,Left-Back,"Jan 8, 1999",25,France,,"1,78m",left,"Feb 1, 2024",VfL Wolfsburg,€3.50m,,"On loan from VfL Wolfsburg until Jun 30, 2024",€3.50m
840,344072,Kelvin Amian,Right-Back,"Feb 8, 1998",26,France,,"1,80m",right,"Jan 25, 2024",Spezia Calcio,€2.50m,,"Joined as a winter arrival from: Spezia Calcio; date: Jan 25, 2024; fee: €3.00m",€2.50m
841,242273,Pedro Chirivella,Defensive Midfield,"May 23, 1997",26,Spain,,"1,78m",right,"Jul 1, 2020",Liverpool FC U23,€7.00m,Team captain,,€7.00m
842,393621,Douglas Augusto,Central Midfield,"Jan 13, 1997",27,Brazil,,"1,73m",left,"Aug 12, 2023",PAOK Thessaloniki,€6.00m,,"Joined from PAOK Thessaloniki; date: Aug 12, 2023; fee: €5.50m",€6.00m
843,353403,Samuel Moutoussamy,Central Midfield,"Aug 12, 1996",27,DR Congo,,"1,76m",left,"Sep 6, 2017",: Ablöse -,€4.00m,,,€4.00m
844,46001,Moussa Sissoko,Central Midfield,"Aug 16, 1989",34,France,,"1,87m",right,"Jul 1, 2022",Watford FC,€1.20m,,,€1.20m
845,222859,Florent Mollet,Attacking Midfield,"Nov 19, 1991",32,France,,"1,75m",right,"Jan 17, 2023",FC Schalke 04,€2.00m,,,€2.00m
846,274862,Moses Simon,Left Winger,"Jul 12, 1995",28,Nigeria,,"1,68m",right,"Jul 1, 2020",Levante UD,€12.00m,Broken fibula - Return unknown,,€12.00m
847,1004618,Stredair Appuah,Left Winger,"Jun 27, 2004",19,France,,"1,85m",,"Jul 1, 2023",FC Nantes U19,€600k,,"Internal transfer: FC Nantes U19; date: Jul 1, 2023",€600k
848,353365,Marcus Coco,Right Winger,"Jun 24, 1996",27,Guadeloupe,,"1,84m",right,"Jul 16, 2019",EA Guingamp,€1.50m,,,€1.50m
849,560725,Abdoul Kader Bamba,Right Winger,"Apr 25, 1994",29,France,,"1,77m",right,"Jul 1, 2019",FC Nantes B,€900k,,"Returned after loan spell with AS Saint-Étienne; date: Jun 30, 2023; fee: End of loan",€900k
850,462348,Mostafa Mohamed,Centre-Forward,"Nov 28, 1997",26,Egypt,,"1,85m",right,"Jul 1, 2023",Galatasaray,€10.00m,,"Joined from Galatasaray; date: Jul 1, 2023; fee: €5.75m",€10.00m
851,659543,Matthis Abline,Centre-Forward,"Mar 28, 2003",21,France,,"1,82m",right,"Aug 25, 2023",Stade Rennais FC,€4.00m,,"On loan from Stade Rennais FC until Jun 30, 2024",€4.00m
852,852024,Bénie Traoré,Centre-Forward,"Nov 30, 2002",21,Cote d'Ivoire,,"1,72m",right,"Jan 4, 2024",Sheffield United,€4.00m,,"On loan from Sheffield United until Jun 30, 2024",€4.00m
853,531949,Ignatius Ganago,Centre-Forward,"Feb 16, 1999",25,Cameroon,,"1,76m",right,"Sep 1, 2022",RC Lens,€3.50m,Cruciate ligament tear - Return unknown,,€3.50m
854,384060,Tino Kadewere,Centre-Forward,"Jan 5, 1996",28,Zimbabwe,,"1,83m",right,"Jan 4, 2024",Olympique Lyon,€2.50m,,"On loan from Olympique Lyon until Jun 30, 2024",€2.50m
855,465955,Marcin Bulka,Goalkeeper,"Oct 4, 1999",24,Poland,,"1,99m",right,"Jul 1, 2022",Paris Saint-Germain,€18.00m,,,€18.00m
856,127188,Maxime Dupé,Goalkeeper,"Mar 4, 1993",31,France,,"1,88m",right,"Jan 28, 2024",RSC Anderlecht,€2.00m,,"Joined as a winter arrival from: RSC Anderlecht; date: Jan 28, 2024; fee: free transfer",€2.00m
857,789419,Teddy Boulhendi,Goalkeeper,"Apr 9, 2001",22,Algeria,,"1,85m",,"Jul 1, 2020",OGC Nice B,€150k,,,€150k
858,605184,Jean-Clair Todibo,Centre-Back,"Dec 30, 1999",24,France,,"1,90m",right,"Jul 1, 2021",FC Barcelona,€35.00m,,,€35.00m
