"Location";"TimeStamp";"Year";"Month";"MonthDay";"DailyAmount";"Weekday"
"CampusA";"20100101";2010;"1";1;1170;"Tue"
"CampusA";"20100102";2010;"1";2;1660;"Wed"
"CampusA";"20100103";2010;"1";3;870;"Thu"
"CampusA";"20100104";2010;"1";4;1320;"Fri"
"CampusA";"20100105";2010;"1";5;5;"Sat"
"CampusA";"20100106";2010;"1";6;0;"Sun"
"CampusA";"20100107";2010;"1";7;1010;"Mon"
"CampusA";"20100108";2010;"1";8;3180;"Tue"
"CampusA";"20100109";2010;"1";9;1480;"Wed"
"CampusA";"20100110";2010;"1";10;1540;"Thu"
"CampusA";"20100111";2010;"1";11;1060;"Fri"
"CampusA";"20100112";2010;"1";12;30;"Sat"
"CampusA";"20100113";2010;"1";13;250;"Sun"
"CampusA";"20100114";2010;"1";14;1130;"Mon"
"CampusA";"20100115";2010;"1";15;890;"Tue"
"CampusA";"20100116";2010;"1";16;2030;"Wed"
"CampusA";"20100117";2010;"1";17;1160;"Thu"
"CampusA";"20100118";2010;"1";18;920;"Fri"
"CampusA";"20100119";2010;"1";19;190;"Sat"
"CampusA";"20100120";2010;"1";20;17;"Sun"
"CampusA";"20100121";2010;"1";21;310;"Mon"
"CampusA";"20100122";2010;"1";22;710;"Tue"
"CampusA";"20100123";2010;"1";23;1090;"Wed"
"CampusA";"20100124";2010;"1";24;960;"Thu"
"CampusA";"20100125";2010;"1";25;1200;"Fri"
"CampusA";"20100126";2010;"1";26;80;"Sat"
"CampusA";"20100127";2010;"1";27;49;"Sun"
"CampusA";"20100128";2010;"1";28;350;"Mon"
"CampusA";"20100129";2010;"1";29;900;"Tue"
"CampusA";"20100130";2010;"1";30;650;"Wed"
"CampusA";"20100201";2010;"2";1;1300;"Thu"
"CampusA";"20100202";2010;"2";2;2100;"Fri"
"CampusA";"20100203";2010;"2";3;1730;"Sat"
"CampusA";"20100204";2010;"2";4;2110;"Sun"
"CampusA";"20100205";2010;"2";5;1;"Mon"
"CampusA";"20100206";2010;"2";6;0;"Tue"
"CampusA";"20100207";2010;"2";7;1690;"Wed"
"CampusA";"20100208";2010;"2";8;2870;"Thu"
"CampusA";"20100209";2010;"2";9;1990;"Fri"
"CampusA";"20100210";2010;"2";10;2700;"Sat"
"CampusA";"20100211";2010;"2";11;1920;"Sun"
"CampusA";"20100212";2010;"2";12;50;"Mon"
"CampusA";"20100213";2010;"2";13;250;"Tue"
"CampusA";"20100214";2010;"2";14;1880;"Wed"
"CampusA";"20100215";2010;"2";15;1260;"Thu"
"CampusA";"20100216";2010;"2";16;1880;"Fri"
"CampusA";"20100217";2010;"2";17;2000;"Sat"
"CampusA";"20100218";2010;"2";18;1070;"Sun"
"CampusA";"20100219";2010;"2";19;580;"Mon"
"CampusA";"20100220";2010;"2";20;4;"Tue"
"CampusA";"20100221";2010;"2";21;520;"Wed"
"CampusA";"20100222";2010;"2";22;1280;"Thu"
"CampusA";"20100223";2010;"2";23;2090;"Fri"
"CampusA";"20100224";2010;"2";24;1240;"Sat"
"CampusA";"20100225";2010;"2";25;990;"Sun"
"CampusA";"20100226";2010;"2";26;400;"Mon"
"CampusA";"20100227";2010;"2";27;45;"Tue"
"CampusA";"20100228";2010;"2";28;560;"Wed"
"CampusA";"20100229";2010;"2";29;1190;"Thu"
"CampusA";"20100230";2010;"2";30;750;"Fri"
"CampusA";"20100301";2010;"3";1;1070;"Sat"
"CampusA";"20100302";2010;"3";2;1610;"Sun"
"CampusA";"20100303";2010;"3";3;1550;"Mon"
"CampusA";"20100304";2010;"3";4;950;"Tue"
"CampusA";"20100305";2010;"3";5;5;"Wed"
"CampusA";"20100306";2010;"3";6;0;"Thu"
"CampusA";"20100307";2010;"3";7;1070;"Fri"
"CampusA";"20100308";2010;"3";8;1710;"Sat"
"CampusA";"20100309";2010;"3";9;1210;"Sun"
"CampusA";"20100310";2010;"3";10;1160;"Mon"
"CampusA";"20100311";2010;"3";11;1130;"Tue"
"CampusA";"20100312";2010;"3";12;100;"Wed"
"CampusA";"20100313";2010;"3";13;210;"Thu"
"CampusA";"20100314";2010;"3";14;1030;"Fri"
"CampusA";"20100315";2010;"3";15;1030;"Sat"
"CampusA";"20100316";2010;"3";16;1250;"Sun"
"CampusA";"20100317";2010;"3";17;1380;"Mon"
"CampusA";"20100318";2010;"3";18;980;"Tue"
"CampusA";"20100319";2010;"3";19;280;"Wed"
"CampusA";"20100320";2010;"3";20;4;"Thu"
"CampusA";"20100321";2010;"3";21;300;"Fri"
"CampusA";"20100322";2010;"3";22;670;"Sat"
"CampusA";"20100323";2010;"3";23;1370;"Sun"
"CampusA";"20100324";2010;"3";24;1380;"Mon"
"CampusA";"20100325";2010;"3";25;1100;"Tue"
"CampusA";"20100326";2010;"3";26;200;"Wed"
"CampusA";"20100327";2010;"3";27;18;"Thu"
"CampusA";"20100328";2010;"3";28;340;"Fri"
"CampusA";"20100329";2010;"3";29;660;"Sat"
"CampusA";"20100330";2010;"3";30;650;"Sun"
"CampusA";"20100401";2010;"4";1;1030;"Mon"
"CampusA";"20100402";2010;"4";2;1740;"Tue"
"CampusA";"20100403";2010;"4";3;1170;"Wed"
"CampusA";"20100404";2010;"4";4;1130;"Thu"
"CampusA";"20100405";2010;"4";5;7;"Fri"
"CampusA";"20100406";2010;"4";6;0;"Sat"
"CampusA";"20100407";2010;"4";7;1730;"Sun"
"CampusA";"20100408";2010;"4";8;2080;"Mon"
"CampusA";"20100409";2010;"4";9;1050;"Tue"
"CampusA";"20100410";2010;"4";10;2040;"Wed"
"CampusA";"20100411";2010;"4";11;1070;"Thu"
"CampusA";"20100412";2010;"4";12;110;"Fri"
"CampusA";"20100413";2010;"4";13;250;"Sat"
"CampusA";"20100414";2010;"4";14;1060;"Sun"
"CampusA";"20100415";2010;"4";15;920;"Mon"
"CampusA";"20100416";2010;"4";16;950;"Tue"
"CampusA";"20100417";2010;"4";17;1120;"Wed"
"CampusA";"20100418";2010;"4";18;660;"Thu"
"CampusA";"20100419";2010;"4";19;260;"Fri"
"CampusA";"20100420";2010;"4";20;14;"Sat"
"CampusA";"20100421";2010;"4";21;370;"Sun"
"CampusA";"20100422";2010;"4";22;930;"Mon"
"CampusA";"20100423";2010;"4";23;1110;"Tue"
"CampusA";"20100424";2010;"4";24;1180;"Wed"
"CampusA";"20100425";2010;"4";25;700;"Thu"
"CampusA";"20100426";2010;"4";26;200;"Fri"
"CampusA";"20100427";2010;"4";27;41;"Sat"
"CampusA";"20100428";2010;"4";28;220;"Sun"
"CampusA";"20100429";2010;"4";29;770;"Mon"
"CampusA";"20100430";2010;"4";30;720;"Tue"
"CampusA";"20100501";2010;"5";1;1080;"Wed"
"CampusA";"20100502";2010;"5";2;1950;"Thu"
"CampusA";"20100503";2010;"5";3;810;"Fri"
"CampusA";"20100504";2010;"5";4;950;"Sat"
"CampusA";"20100505";2010;"5";5;10;"Sun"
"CampusA";"20100506";2010;"5";6;0;"Mon"
"CampusA";"20100507";2010;"5";7;1080;"Tue"
"CampusA";"20100508";2010;"5";8;1920;"Wed"
"CampusA";"20100509";2010;"5";9;1220;"Thu"
"CampusA";"20100510";2010;"5";10;1110;"Fri"
"CampusA";"20100511";2010;"5";11;1160;"Sat"
"CampusA";"20100512";2010;"5";12;100;"Sun"
"CampusA";"20100513";2010;"5";13;210;"Mon"
"CampusA";"20100514";2010;"5";14;1190;"Tue"
"CampusA";"20100515";2010;"5";15;1020;"Wed"
"CampusA";"20100516";2010;"5";16;1150;"Thu"
"CampusA";"20100517";2010;"5";17;1740;"Fri"
"CampusA";"20100518";2010;"5";18;940;"Sat"
"CampusA";"20100519";2010;"5";19;440;"Sun"
"CampusA";"20100520";2010;"5";20;53;"Mon"
"CampusA";"20100521";2010;"5";21;300;"Tue"
"CampusA";"20100522";2010;"5";22;870;"Wed"
"CampusA";"20100523";2010;"5";23;1010;"Thu"
"CampusA";"20100524";2010;"5";24;550;"Fri"
"CampusA";"20100525";2010;"5";25;910;"Sat"
"CampusA";"20100526";2010;"5";26;80;"Sun"
"CampusA";"20100527";2010;"5";27;25;"Mon"
"CampusA";"20100528";2010;"5";28;340;"Tue"
"CampusA";"20100529";2010;"5";29;840;"Wed"
"CampusA";"20100530";2010;"5";30;510;"Thu"
"CampusA";"20100601";2010;"6";1;980;"Fri"
"CampusA";"20100602";2010;"6";2;1430;"Sat"
"CampusA";"20100603";2010;"6";3;1030;"Sun"
"CampusA";"20100604";2010;"6";4;980;"Mon"
"CampusA";"20100605";2010;"6";5;4;"Tue"
"CampusA";"20100606";2010;"6";6;0;"Wed"
"CampusA";"20100607";2010;"6";7;1510;"Thu"
"CampusA";"20100608";2010;"6";8;2530;"Fri"
"CampusA";"20100609";2010;"6";9;1260;"Sat"
"CampusA";"20100610";2010;"6";10;1530;"Sun"
"CampusA";"20100611";2010;"6";11;1180;"Mon"
"CampusA";"20100612";2010;"6";12;40;"Tue"
"CampusA";"20100613";2010;"6";13;370;"Wed"
"CampusA";"20100614";2010;"6";14;1170;"Thu"
"CampusA";"20100615";2010;"6";15;1090;"Fri"
"CampusA";"20100616";2010;"6";16;1430;"Sat"
"CampusA";"20100617";2010;"6";17;1290;"Sun"
"CampusA";"20100618";2010;"6";18;910;"Mon"
"CampusA";"20100619";2010;"6";19;250;"Tue"
"CampusA";"20100620";2010;"6";20;9;"Wed"
"CampusA";"20100621";2010;"6";21;310;"Thu"
"CampusA";"20100622";2010;"6";22;680;"Fri"
"CampusA";"20100623";2010;"6";23;950;"Sat"
"CampusA";"20100624";2010;"6";24;1210;"Sun"
"CampusA";"20100625";2010;"6";25;1280;"Mon"
"CampusA";"20100626";2010;"6";26;80;"Tue"
"CampusA";"20100627";2010;"6";27;35;"Wed"
"CampusA";"20100628";2010;"6";28;300;"Thu"
"CampusA";"20100629";2010;"6";29;730;"Fri"
"CampusA";"20100630";2010;"6";30;470;"Sat"
"CampusA";"20100701";2010;"7";1;1630;"Sun"
"CampusA";"20100702";2010;"7";2;2820;"Mon"
"CampusA";"20100703";2010;"7";3;1430;"Tue"
"CampusA";"20100704";2010;"7";4;1750;"Wed"
"CampusA";"20100705";2010;"7";5;2;"Thu"
"CampusA";"20100706";2010;"7";6;0;"Fri"
"CampusA";"20100707";2010;"7";7;1900;"Sat"
"CampusA";"20100708";2010;"7";8;2190;"Sun"
"CampusA";"20100709";2010;"7";9;2150;"Mon"
"CampusA";"20100710";2010;"7";10;2120;"Tue"
"CampusA";"20100711";2010;"7";11;2070;"Wed"
"CampusA";"20100712";2010;"7";12;120;"Thu"
"CampusA";"20100713";2010;"7";13;290;"Fri"
"CampusA";"20100714";2010;"7";14;1520;"Sat"
"CampusA";"20100715";2010;"7";15;1580;"Sun"
"CampusA";"20100716";2010;"7";16;1910;"Mon"
"CampusA";"20100717";2010;"7";17;1910;"Tue"
"CampusA";"20100718";2010;"7";18;1400;"Wed"
"CampusA";"20100719";2010;"7";19;400;"Thu"
"CampusA";"20100720";2010;"7";20;29;"Fri"
"CampusA";"20100721";2010;"7";21;400;"Sat"
"CampusA";"20100722";2010;"7";22;1260;"Sun"
"CampusA";"20100723";2010;"7";23;1260;"Mon"
"CampusA";"20100724";2010;"7";24;1870;"Tue"
"CampusA";"20100725";2010;"7";25;2240;"Wed"
"CampusA";"20100726";2010;"7";26;480;"Thu"
"CampusA";"20100727";2010;"7";27;40;"Fri"
"CampusA";"20100728";2010;"7";28;590;"Sat"
"CampusA";"20100729";2010;"7";29;850;"Sun"
"CampusA";"20100730";2010;"7";30;1010;"Mon"
"CampusA";"20100801";2010;"8";1;1560;"Tue"
"CampusA";"20100802";2010;"8";2;1780;"Wed"
"CampusA";"20100803";2010;"8";3;1740;"Thu"
"CampusA";"20100804";2010;"8";4;1990;"Fri"
"CampusA";"20100805";2010;"8";5;6;"Sat"
"CampusA";"20100806";2010;"8";6;0;"Sun"
"CampusA";"20100807";2010;"8";7;1760;"Mon"
"CampusA";"20100808";2010;"8";8;2890;"Tue"
"CampusA";"20100809";2010;"8";9;1840;"Wed"
"CampusA";"20100810";2010;"8";10;1770;"Thu"
"CampusA";"20100811";2010;"8";11;1760;"Fri"
"CampusA";"20100812";2010;"8";12;60;"Sat"
"CampusA";"20100813";2010;"8";13;280;"Sun"
"CampusA";"20100814";2010;"8";14;2140;"Mon"
"CampusA";"20100815";2010;"8";15;1490;"Tue"
"CampusA";"20100816";2010;"8";16;1680;"Wed"
"CampusA";"20100817";2010;"8";17;1850;"Thu"
"CampusA";"20100818";2010;"8";18;1380;"Fri"
"CampusA";"20100819";2010;"8";19;680;"Sat"
"CampusA";"20100820";2010;"8";20;19;"Sun"
"CampusA";"20100821";2010;"8";21;600;"Mon"
"CampusA";"20100822";2010;"8";22;1190;"Tue"
"CampusA";"20100823";2010;"8";23;1590;"Wed"
"CampusA";"20100824";2010;"8";24;1490;"Thu"
"CampusA";"20100825";2010;"8";25;1110;"Fri"
"CampusA";"20100826";2010;"8";26;160;"Sat"
"CampusA";"20100827";2010;"8";27;31;"Sun"
"CampusA";"20100828";2010;"8";28;220;"Mon"
"CampusA";"20100829";2010;"8";29;1000;"Tue"
"CampusA";"20100830";2010;"8";30;980;"Wed"
"CampusA";"20100901";2010;"9";1;1170;"Thu"
"CampusA";"20100902";2010;"9";2;1050;"Fri"
"CampusA";"20100903";2010;"9";3;1030;"Sat"
"CampusA";"20100904";2010;"9";4;1290;"Sun"
"CampusA";"20100905";2010;"9";5;9;"Mon"
"CampusA";"20100906";2010;"9";6;0;"Tue"
"CampusA";"20100907";2010;"9";7;1290;"Wed"
"CampusA";"20100908";2010;"9";8;2160;"Thu"
"CampusA";"20100909";2010;"9";9;1300;"Fri"
"CampusA";"20100910";2010;"9";10;1160;"Sat"
"CampusA";"20100911";2010;"9";11;1050;"Sun"
"CampusA";"20100912";2010;"9";12;40;"Mon"
"CampusA";"20100913";2010;"9";13;180;"Tue"
"CampusA";"20100914";2010;"9";14;990;"Wed"
"CampusA";"20100915";2010;"9";15;1030;"Thu"
"CampusA";"20100916";2010;"9";16;1200;"Fri"
"CampusA";"20100917";2010;"9";17;1770;"Sat"
"CampusA";"20100918";2010;"9";18;890;"Sun"
"CampusA";"20100919";2010;"9";19;180;"Mon"
"CampusA";"20100920";2010;"9";20;27;"Tue"
"CampusA";"20100921";2010;"9";21;370;"Wed"
"CampusA";"20100922";2010;"9";22;760;"Thu"
"CampusA";"20100923";2010;"9";23;1110;"Fri"
"CampusA";"20100924";2010;"9";24;610;"Sat"
"CampusA";"20100925";2010;"9";25;500;"Sun"
"CampusA";"20100926";2010;"9";26;280;"Mon"
"CampusA";"20100927";2010;"9";27;25;"Tue"
"CampusA";"20100928";2010;"9";28;210;"Wed"
"CampusA";"20100929";2010;"9";29;610;"Thu"
"CampusA";"20100930";2010;"9";30;590;"Fri"
"CampusA";"20101001";2010;"10";1;1060;"Sat"
"CampusA";"20101002";2010;"10";2;1280;"Sun"
"CampusA";"20101003";2010;"10";3;1450;"Mon"
"CampusA";"20101004";2010;"10";4;1330;"Tue"
"CampusA";"20101005";2010;"10";5;4;"Wed"
"CampusA";"20101006";2010;"10";6;0;"Thu"
"CampusA";"20101007";2010;"10";7;1000;"Fri"
"CampusA";"20101008";2010;"10";8;2120;"Sat"
"CampusA";"20101009";2010;"10";9;890;"Sun"
"CampusA";"20101010";2010;"10";10;1390;"Mon"
"CampusA";"20101011";2010;"10";11;1250;"Tue"
"CampusA";"20101012";2010;"10";12;100;"Wed"
"CampusA";"20101013";2010;"10";13;160;"Thu"
"CampusA";"20101014";2010;"10";14;920;"Fri"
"CampusA";"20101015";2010;"10";15;780;"Sat"
"CampusA";"20101016";2010;"10";16;960;"Sun"
"CampusA";"20101017";2010;"10";17;1320;"Mon"
"CampusA";"20101018";2010;"10";18;960;"Tue"
"CampusA";"20101019";2010;"10";19;160;"Wed"
"CampusA";"20101020";2010;"10";20;51;"Thu"
"CampusA";"20101021";2010;"10";21;340;"Fri"
"CampusA";"20101022";2010;"10";22;830;"Sat"
"CampusA";"20101023";2010;"10";23;1220;"Sun"
"CampusA";"20101024";2010;"10";24;1010;"Mon"
"CampusA";"20101025";2010;"10";25;500;"Tue"
"CampusA";"20101026";2010;"10";26;200;"Wed"
"CampusA";"20101027";2010;"10";27;48;"Thu"
"CampusA";"20101028";2010;"10";28;320;"Fri"
"CampusA";"20101029";2010;"10";29;1010;"Sat"
"CampusA";"20101030";2010;"10";30;980;"Sun"
"CampusA";"20101101";2010;"11";1;1140;"Mon"
"CampusA";"20101102";2010;"11";2;1130;"Tue"
"CampusA";"20101103";2010;"11";3;680;"Wed"
"CampusA";"20101104";2010;"11";4;1300;"Thu"
"CampusA";"20101105";2010;"11";5;7;"Fri"
"CampusA";"20101106";2010;"11";6;0;"Sat"
"CampusA";"20101107";2010;"11";7;810;"Sun"
"CampusA";"20101108";2010;"11";8;1700;"Mon"
"CampusA";"20101109";2010;"11";9;1680;"Tue"
"CampusA";"20101110";2010;"11";10;1260;"Wed"
"CampusA";"20101111";2010;"11";11;1160;"Thu"
"CampusA";"20101112";2010;"11";12;320;"Fri"
"CampusA";"20101113";2010;"11";13;240;"Sat"
"CampusA";"20101114";2010;"11";14;1430;"Sun"
"CampusA";"20101115";2010;"11";15;1070;"Mon"
"CampusA";"20101116";2010;"11";16;1040;"Tue"
"CampusA";"20101117";2010;"11";17;1080;"Wed"
"CampusA";"20101118";2010;"11";18;920;"Thu"
"CampusA";"20101119";2010;"11";19;270;"Fri"
"CampusA";"20101120";2010;"11";20;54;"Sat"
"CampusA";"20101121";2010;"11";21;270;"Sun"
"CampusA";"20101122";2010;"11";22;610;"Mon"
"CampusA";"20101123";2010;"11";23;1220;"Tue"
"CampusA";"20101124";2010;"11";24;1170;"Wed"
"CampusA";"20101125";2010;"11";25;1170;"Thu"
"CampusA";"20101126";2010;"11";26;400;"Fri"
"CampusA";"20101127";2010;"11";27;47;"Sat"
"CampusA";"20101128";2010;"11";28;250;"Sun"
"CampusA";"20101129";2010;"11";29;570;"Mon"
"CampusA";"20101130";2010;"11";30;1060;"Tue"
"CampusA";"20101201";2010;"12";1;1390;"Wed"
"CampusA";"20101202";2010;"12";2;1460;"Thu"
"CampusA";"20101203";2010;"12";3;1340;"Fri"
"CampusA";"20101204";2010;"12";4;1690;"Sat"
"CampusA";"20101205";2010;"12";5;7;"Sun"
"CampusA";"20101206";2010;"12";6;0;"Mon"
"CampusA";"20101207";2010;"12";7;2310;"Tue"
"CampusA";"20101208";2010;"12";8;2420;"Wed"
"CampusA";"20101209";2010;"12";9;2120;"Thu"
"CampusA";"20101210";2010;"12";10;2730;"Fri"
"CampusA";"20101211";2010;"12";11;1730;"Sat"
"CampusA";"20101212";2010;"12";12;130;"Sun"
"CampusA";"20101213";2010;"12";13;330;"Mon"
"CampusA";"20101214";2010;"12";14;1600;"Tue"
"CampusA";"20101215";2010;"12";15;1910;"Wed"
"CampusA";"20101216";2010;"12";16;1890;"Thu"
"CampusA";"20101217";2010;"12";17;1870;"Fri"
"CampusA";"20101218";2010;"12";18;1370;"Sat"
"CampusA";"20101219";2010;"12";19;500;"Sun"
"CampusA";"20101220";2010;"12";20;25;"Mon"
"CampusA";"20101221";2010;"12";21;530;"Tue"
"CampusA";"20101222";2010;"12";22;1060;"Wed"
"CampusA";"20101223";2010;"12";23;1750;"Thu"
"CampusA";"20101224";2010;"12";24;1220;"Fri"
"CampusA";"20101225";2010;"12";25;1200;"Sat"
"CampusA";"20101226";2010;"12";26;280;"Sun"
"CampusA";"20101227";2010;"12";27;44;"Mon"
"CampusA";"20101228";2010;"12";28;480;"Tue"
"CampusA";"20101229";2010;"12";29;1390;"Wed"
"CampusA";"20101230";2010;"12";30;930;"Thu"
"CampusA";"20110101";2011;"1";1;1170;"Fri"
"CampusA";"20110102";2011;"1";2;1490;"Sat"
"CampusA";"20110103";2011;"1";3;1070;"Sun"
"CampusA";"20110104";2011;"1";4;1610;"Mon"
"CampusA";"20110105";2011;"1";5;3;"Tue"
"CampusA";"20110106";2011;"1";6;0;"Wed"
"CampusA";"20110107";2011;"1";7;1110;"Thu"
"CampusA";"20110108";2011;"1";8;1760;"Fri"
"CampusA";"20110109";2011;"1";9;1840;"Sat"
"CampusA";"20110110";2011;"1";10;1620;"Sun"
"CampusA";"20110111";2011;"1";11;1610;"Mon"
"CampusA";"20110112";2011;"1";12;120;"Tue"
"CampusA";"20110113";2011;"1";13;210;"Wed"
"CampusA";"20110114";2011;"1";14;1320;"Thu"
"CampusA";"20110115";2011;"1";15;1720;"Fri"
"CampusA";"20110116";2011;"1";16;2610;"Sat"
"CampusA";"20110117";2011;"1";17;1810;"Sun"
"CampusA";"20110118";2011;"1";18;780;"Mon"
"CampusA";"20110119";2011;"1";19;220;"Tue"
"CampusA";"20110120";2011;"1";20;9;"Wed"
"CampusA";"20110121";2011;"1";21;410;"Thu"
"CampusA";"20110122";2011;"1";22;1270;"Fri"
"CampusA";"20110123";2011;"1";23;1200;"Sat"
"CampusA";"20110124";2011;"1";24;1480;"Sun"
"CampusA";"20110125";2011;"1";25;910;"Mon"
"CampusA";"20110126";2011;"1";26;160;"Tue"
"CampusA";"20110127";2011;"1";27;26;"Wed"
"CampusA";"20110128";2011;"1";28;330;"Thu"
"CampusA";"20110129";2011;"1";29;690;"Fri"
"CampusA";"20110130";2011;"1";30;650;"Sat"
"CampusA";"20110201";2011;"2";1;2000;"Sun"
"CampusA";"20110202";2011;"2";2;1840;"Mon"
"CampusA";"20110203";2011;"2";3;2050;"Tue"
"CampusA";"20110204";2011;"2";4;2640;"Wed"
"CampusA";"20110205";2011;"2";5;5;"Thu"
"CampusA";"20110206";2011;"2";6;0;"Fri"
"CampusA";"20110207";2011;"2";7;3040;"Sat"
"CampusA";"20110208";2011;"2";8;3370;"Sun"
"CampusA";"20110209";2011;"2";9;2480;"Mon"
"CampusA";"20110210";2011;"2";10;3460;"Tue"
"CampusA";"20110211";2011;"2";11;2530;"Wed"
"CampusA";"20110212";2011;"2";12;220;"Thu"
"CampusA";"20110213";2011;"2";13;390;"Fri"
"CampusA";"20110214";2011;"2";14;1970;"Sat"
"CampusA";"20110215";2011;"2";15;2070;"Sun"
"CampusA";"20110216";2011;"2";16;1700;"Mon"
"CampusA";"20110217";2011;"2";17;2800;"Tue"
"CampusA";"20110218";2011;"2";18;1630;"Wed"
"CampusA";"20110219";2011;"2";19;880;"Thu"
"CampusA";"20110220";2011;"2";20;3;"Fri"
"CampusA";"20110221";2011;"2";21;630;"Sat"
"CampusA";"20110222";2011;"2";22;1560;"Sun"
"CampusA";"20110223";2011;"2";23;1850;"Mon"
"CampusA";"20110224";2011;"2";24;1630;"Tue"
"CampusA";"20110225";2011;"2";25;2370;"Wed"
"CampusA";"20110226";2011;"2";26;680;"Thu"
"CampusA";"20110227";2011;"2";27;14;"Fri"
"CampusA";"20110228";2011;"2";28;540;"Sat"
"CampusA";"20110229";2011;"2";29;2290;"Sun"
"CampusA";"20110230";2011;"2";30;1200;"Mon"
"CampusA";"20110301";2011;"3";1;1190;"Tue"
"CampusA";"20110302";2011;"3";2;2190;"Wed"
"CampusA";"20110303";2011;"3";3;1580;"Thu"
"CampusA";"20110304";2011;"3";4;1590;"Fri"
"CampusA";"20110305";2011;"3";5;8;"Sat"
"CampusA";"20110306";2011;"3";6;0;"Sun"
"CampusA";"20110307";2011;"3";7;1380;"Mon"
"CampusA";"20110308";2011;"3";8;1830;"Tue"
"CampusA";"20110309";2011;"3";9;2070;"Wed"
"CampusA";"20110310";2011;"3";10;1830;"Thu"
"CampusA";"20110311";2011;"3";11;1330;"Fri"
"CampusA";"20110312";2011;"3";12;180;"Sat"
"CampusA";"20110313";2011;"3";13;230;"Sun"
"CampusA";"20110314";2011;"3";14;1820;"Mon"
"CampusA";"20110315";2011;"3";15;1120;"Tue"
"CampusA";"20110316";2011;"3";16;1330;"Wed"
"CampusA";"20110317";2011;"3";17;1260;"Thu"
"CampusA";"20110318";2011;"3";18;1220;"Fri"
"CampusA";"20110319";2011;"3";19;380;"Sat"
"CampusA";"20110320";2011;"3";20;2;"Sun"
"CampusA";"20110321";2011;"3";21;560;"Mon"
"CampusA";"20110322";2011;"3";22;1000;"Tue"
"CampusA";"20110323";2011;"3";23;1590;"Wed"
"CampusA";"20110324";2011;"3";24;910;"Thu"
"CampusA";"20110325";2011;"3";25;1010;"Fri"
"CampusA";"20110326";2011;"3";26;280;"Sat"
"CampusA";"20110327";2011;"3";27;39;"Sun"
"CampusA";"20110328";2011;"3";28;440;"Mon"
"CampusA";"20110329";2011;"3";29;1290;"Tue"
"CampusA";"20110330";2011;"3";30;790;"Wed"
"CampusA";"20110401";2011;"4";1;1260;"Thu"
"CampusA";"20110402";2011;"4";2;1510;"Fri"
"CampusA";"20110403";2011;"4";3;1650;"Sat"
"CampusA";"20110404";2011;"4";4;1730;"Sun"
"CampusA";"20110405";2011;"4";5;9;"Mon"
"CampusA";"20110406";2011;"4";6;0;"Tue"
"CampusA";"20110407";2011;"4";7;1540;"Wed"
"CampusA";"20110408";2011;"4";8;2280;"Thu"
"CampusA";"20110409";2011;"4";9;1780;"Fri"
"CampusA";"20110410";2011;"4";10;1820;"Sat"
"CampusA";"20110411";2011;"4";11;1920;"Sun"
"CampusA";"20110412";2011;"4";12;120;"Mon"
"CampusA";"20110413";2011;"4";13;170;"Tue"
"CampusA";"20110414";2011;"4";14;1420;"Wed"
"CampusA";"20110415";2011;"4";15;1290;"Thu"
"CampusA";"20110416";2011;"4";16;1400;"Fri"
"CampusA";"20110417";2011;"4";17;1640;"Sat"
"CampusA";"20110418";2011;"4";18;1210;"Sun"
"CampusA";"20110419";2011;"4";19;390;"Mon"
"CampusA";"20110420";2011;"4";20;51;"Tue"
"CampusA";"20110421";2011;"4";21;440;"Wed"
"CampusA";"20110422";2011;"4";22;1170;"Thu"
"CampusA";"20110423";2011;"4";23;1250;"Fri"
"CampusA";"20110424";2011;"4";24;990;"Sat"
"CampusA";"20110425";2011;"4";25;2200;"Sun"
"CampusA";"20110426";2011;"4";26;160;"Mon"
"CampusA";"20110427";2011;"4";27;7;"Tue"
"CampusA";"20110428";2011;"4";28;480;"Wed"
"CampusA";"20110429";2011;"4";29;740;"Thu"
"CampusA";"20110430";2011;"4";30;860;"Fri"
"CampusA";"20110501";2011;"5";1;1120;"Sat"
"CampusA";"20110502";2011;"5";2;1970;"Sun"
"CampusA";"20110503";2011;"5";3;1870;"Mon"
"CampusA";"20110504";2011;"5";4;1930;"Tue"
"CampusA";"20110505";2011;"5";5;3;"Wed"
"CampusA";"20110506";2011;"5";6;0;"Thu"
"CampusA";"20110507";2011;"5";7;1660;"Fri"
"CampusA";"20110508";2011;"5";8;2340;"Sat"
"CampusA";"20110509";2011;"5";9;1900;"Sun"
"CampusA";"20110510";2011;"5";10;1940;"Mon"
"CampusA";"20110511";2011;"5";11;1980;"Tue"
"CampusA";"20110512";2011;"5";12;40;"Wed"
"CampusA";"20110513";2011;"5";13;220;"Thu"
"CampusA";"20110514";2011;"5";14;1640;"Fri"
"CampusA";"20110515";2011;"5";15;1150;"Sat"
"CampusA";"20110516";2011;"5";16;1550;"Sun"
"CampusA";"20110517";2011;"5";17;2110;"Mon"
"CampusA";"20110518";2011;"5";18;1380;"Tue"
"CampusA";"20110519";2011;"5";19;120;"Wed"
"CampusA";"20110520";2011;"5";20;18;"Thu"
"CampusA";"20110521";2011;"5";21;430;"Fri"
"CampusA";"20110522";2011;"5";22;930;"Sat"
"CampusA";"20110523";2011;"5";23;1250;"Sun"
"CampusA";"20110524";2011;"5";24;1050;"Mon"
"CampusA";"20110525";2011;"5";25;1240;"Tue"
"CampusA";"20110526";2011;"5";26;280;"Wed"
"CampusA";"20110527";2011;"5";27;43;"Thu"
