"Location";"TimeStamp";"Year";"Month";"MonthDay";"DailyAmount";"Weekday"
"CampusA";"20121114";2012;"11";14;2180;"Sat"
"CampusA";"20121115";2012;"11";15;1510;"Sun"
"CampusA";"20121116";2012;"11";16;2030;"Mon"
"CampusA";"20121117";2012;"11";17;2540;"Tue"
"CampusA";"20121118";2012;"11";18;1470;"Wed"
"CampusA";"20121119";2012;"11";19;410;"Thu"
"CampusA";"20121120";2012;"11";20;36;"Fri"
"CampusA";"20121121";2012;"11";21;620;"Sat"
"CampusA";"20121122";2012;"11";22;1430;"Sun"
"CampusA";"20121123";2012;"11";23;1840;"Mon"
"CampusA";"20121124";2012;"11";24;1430;"Tue"
"CampusA";"20121125";2012;"11";25;1380;"Wed"
"CampusA";"20121126";2012;"11";26;240;"Thu"
"CampusA";"20121127";2012;"11";27;14;"Fri"
"CampusA";"20121128";2012;"11";28;380;"Sat"
"CampusA";"20121129";2012;"11";29;970;"Sun"
"CampusA";"20121130";2012;"11";30;1100;"Mon"
"CampusA";"20121201";2012;"12";1;2390;"Tue"
"CampusA";"20121202";2012;"12";2;2870;"Wed"
"CampusA";"20121203";2012;"12";3;2200;"Thu"
"CampusA";"20121204";2012;"12";4;2680;"Fri"
"CampusA";"20121205";2012;"12";5;14;"Sat"
"CampusA";"20121206";2012;"12";6;0;"Sun"
"CampusA";"20121207";2012;"12";7;2640;"Mon"
"CampusA";"20121208";2012;"12";8;3440;"Tue"
"CampusA";"20121209";2012;"12";9;3040;"Wed"
"CampusA";"20121210";2012;"12";10;3030;"Thu"
"CampusA";"20121211";2012;"12";11;2500;"Fri"
"CampusA";"20121212";2012;"12";12;240;"Sat"
"CampusA";"20121213";2012;"12";13;590;"Sun"
"CampusA";"20121214";2012;"12";14;2570;"Mon"
"CampusA";"20121215";2012;"12";15;2150;"Tue"
"CampusA";"20121216";2012;"12";16;2500;"Wed"
"CampusA";"20121217";2012;"12";17;3140;"Thu"
"CampusA";"20121218";2012;"12";18;2580;"Fri"
"CampusA";"20121219";2012;"12";19;630;"Sat"
"CampusA";"20121220";2012;"12";20;101;"Sun"
"CampusA";"20121221";2012;"12";21;740;"Mon"
"CampusA";"20121222";2012;"12";22;1800;"Tue"
"CampusA";"20121223";2012;"12";23;2180;"Wed"
"CampusA";"20121224";2012;"12";24;2530;"Thu"
"CampusA";"20121225";2012;"12";25;2030;"Fri"
"CampusA";"20121226";2012;"12";26;640;"Sat"
"CampusA";"20121227";2012;"12";27;68;"Sun"
"CampusA";"20121228";2012;"12";28;680;"Mon"
"CampusA";"20121229";2012;"12";29;2230;"Tue"
"CampusA";"20121230";2012;"12";30;1740;"Wed"
"CampusA";"20130101";2013;"1";1;1950;"Thu"
"CampusA";"20130102";2013;"1";2;2350;"Fri"
"CampusA";"20130103";2013;"1";3;2020;"Sat"
"CampusA";"20130104";2013;"1";4;2030;"Sun"
"CampusA";"20130105";2013;"1";5;5;"Mon"
"CampusA";"20130106";2013;"1";6;0;"Tue"
"CampusA";"20130107";2013;"1";7;2260;"Wed"
"CampusA";"20130108";2013;"1";8;3860;"Thu"
"CampusA";"20130109";2013;"1";9;2840;"Fri"
"CampusA";"20130110";2013;"1";10;3730;"Sat"
"CampusA";"20130111";2013;"1";11;2800;"Sun"
"CampusA";"20130112";2013;"1";12;70;"Mon"
"CampusA";"20130113";2013;"1";13;450;"Tue"
"CampusA";"20130114";2013;"1";14;1980;"Wed"
"CampusA";"20130115";2013;"1";15;1600;"Thu"
"CampusA";"20130116";2013;"1";16;2800;"Fri"
"CampusA";"20130117";2013;"1";17;2110;"Sat"
"CampusA";"20130118";2013;"1";18;1920;"Sun"
"CampusA";"20130119";2013;"1";19;420;"Mon"
"CampusA";"20130120";2013;"1";20;26;"Tue"
"CampusA";"20130121";2013;"1";21;670;"Wed"
"CampusA";"20130122";2013;"1";22;1750;"Thu"
"CampusA";"20130123";2013;"1";23;2220;"Fri"
"CampusA";"20130124";2013;"1";24;1940;"Sat"
"CampusA";"20130125";2013;"1";25;1720;"Sun"
"CampusA";"20130126";2013;"1";26;360;"Mon"
"CampusA";"20130127";2013;"1";27;24;"Tue"
"CampusA";"20130128";2013;"1";28;500;"Wed"
"CampusA";"20130129";2013;"1";29;1770;"Thu"
"CampusA";"20130130";2013;"1";30;1500;"Fri"
"CampusA";"20130201";2013;"2";1;2800;"Sat"
"CampusA";"20130202";2013;"2";2;3130;"Sun"
"CampusA";"20130203";2013;"2";3;2280;"Mon"
"CampusA";"20130204";2013;"2";4;3810;"Tue"
"CampusA";"20130205";2013;"2";5;16;"Wed"
"CampusA";"20130206";2013;"2";6;0;"Thu"
"CampusA";"20130207";2013;"2";7;3240;"Fri"
"CampusA";"20130208";2013;"2";8;4890;"Sat"
"CampusA";"20130209";2013;"2";9;3750;"Sun"
"CampusA";"20130210";2013;"2";10;4360;"Mon"
"CampusA";"20130211";2013;"2";11;3090;"Tue"
"CampusA";"20130212";2013;"2";12;250;"Wed"
"CampusA";"20130213";2013;"2";13;610;"Thu"
"CampusA";"20130214";2013;"2";14;3390;"Fri"
"CampusA";"20130215";2013;"2";15;2870;"Sat"
"CampusA";"20130216";2013;"2";16;2940;"Sun"
"CampusA";"20130217";2013;"2";17;3490;"Mon"
"CampusA";"20130218";2013;"2";18;2720;"Tue"
"CampusA";"20130219";2013;"2";19;1130;"Wed"
"CampusA";"20130220";2013;"2";20;70;"Thu"
"CampusA";"20130221";2013;"2";21;970;"Fri"
"CampusA";"20130222";2013;"2";22;2000;"Sat"
"CampusA";"20130223";2013;"2";23;3570;"Sun"
"CampusA";"20130224";2013;"2";24;2100;"Mon"
"CampusA";"20130225";2013;"2";25;2750;"Tue"
"CampusA";"20130226";2013;"2";26;520;"Wed"
"CampusA";"20130227";2013;"2";27;85;"Thu"
"CampusA";"20130228";2013;"2";28;1120;"Fri"
"CampusA";"20130229";2013;"2";29;2080;"Sat"
"CampusA";"20130230";2013;"2";30;2850;"Sun"
"CampusA";"20130301";2013;"3";1;1910;"Mon"
"CampusA";"20130302";2013;"3";2;3600;"Tue"
"CampusA";"20130303";2013;"3";3;1980;"Wed"
"CampusA";"20130304";2013;"3";4;2190;"Thu"
"CampusA";"20130305";2013;"3";5;9;"Fri"
"CampusA";"20130306";2013;"3";6;0;"Sat"
"CampusA";"20130307";2013;"3";7;2020;"Sun"
"CampusA";"20130308";2013;"3";8;2810;"Mon"
"CampusA";"20130309";2013;"3";9;2090;"Tue"
"CampusA";"20130310";2013;"3";10;2870;"Wed"
"CampusA";"20130311";2013;"3";11;1920;"Thu"
"CampusA";"20130312";2013;"3";12;210;"Fri"
"CampusA";"20130313";2013;"3";13;430;"Sat"
"CampusA";"20130314";2013;"3";14;2320;"Sun"
"CampusA";"20130315";2013;"3";15;1750;"Mon"
"CampusA";"20130316";2013;"3";16;2370;"Tue"
"CampusA";"20130317";2013;"3";17;2650;"Wed"
"CampusA";"20130318";2013;"3";18;1600;"Thu"
"CampusA";"20130319";2013;"3";19;430;"Fri"
"CampusA";"20130320";2013;"3";20;29;"Sat"
"CampusA";"20130321";2013;"3";21;580;"Sun"
"CampusA";"20130322";2013;"3";22;1280;"Mon"
"CampusA";"20130323";2013;"3";23;1760;"Tue"
"CampusA";"20130324";2013;"3";24;1930;"Wed"
"CampusA";"20130325";2013;"3";25;1360;"Thu"
"CampusA";"20130326";2013;"3";26;480;"Fri"
"CampusA";"20130327";2013;"3";27;50;"Sat"
"CampusA";"20130328";2013;"3";28;370;"Sun"
"CampusA";"20130329";2013;"3";29;1540;"Mon"
"CampusA";"20130330";2013;"3";30;1760;"Tue"
"CampusA";"20130401";2013;"4";1;1980;"Wed"
"CampusA";"20130402";2013;"4";2;3050;"Thu"
"CampusA";"20130403";2013;"4";3;2740;"Fri"
"CampusA";"20130404";2013;"4";4;2510;"Sat"
"CampusA";"20130405";2013;"4";5;8;"Sun"
"CampusA";"20130406";2013;"4";6;0;"Mon"
"CampusA";"20130407";2013;"4";7;1690;"Tue"
"CampusA";"20130408";2013;"4";8;2720;"Wed"
"CampusA";"20130409";2013;"4";9;2320;"Thu"
"CampusA";"20130410";2013;"4";10;2330;"Fri"
"CampusA";"20130411";2013;"4";11;2360;"Sat"
"CampusA";"20130412";2013;"4";12;280;"Sun"
"CampusA";"20130413";2013;"4";13;330;"Mon"
"CampusA";"20130414";2013;"4";14;2130;"Tue"
"CampusA";"20130415";2013;"4";15;1380;"Wed"
"CampusA";"20130416";2013;"4";16;2890;"Thu"
"CampusA";"20130417";2013;"4";17;2590;"Fri"
"CampusA";"20130418";2013;"4";18;1840;"Sat"
"CampusA";"20130419";2013;"4";19;260;"Sun"
"CampusA";"20130420";2013;"4";20;1;"Mon"
"CampusA";"20130421";2013;"4";21;520;"Tue"
"CampusA";"20130422";2013;"4";22;1980;"Wed"
"CampusA";"20130423";2013;"4";23;1660;"Thu"
"CampusA";"20130424";2013;"4";24;2190;"Fri"
"CampusA";"20130425";2013;"4";25;1620;"Sat"
"CampusA";"20130426";2013;"4";26;600;"Sun"
"CampusA";"20130427";2013;"4";27;14;"Mon"
"CampusA";"20130428";2013;"4";28;590;"Tue"
"CampusA";"20130429";2013;"4";29;1430;"Wed"
"CampusA";"20130430";2013;"4";30;1720;"Thu"
"CampusA";"20130501";2013;"5";1;2070;"Fri"
"CampusA";"20130502";2013;"5";2;2480;"Sat"
"CampusA";"20130503";2013;"5";3;1770;"Sun"
"CampusA";"20130504";2013;"5";4;2120;"Mon"
"CampusA";"20130505";2013;"5";5;9;"Tue"
"CampusA";"20130506";2013;"5";6;0;"Wed"
"CampusA";"20130507";2013;"5";7;2470;"Thu"
"CampusA";"20130508";2013;"5";8;3550;"Fri"
"CampusA";"20130509";2013;"5";9;3390;"Sat"
"CampusA";"20130510";2013;"5";10;2000;"Sun"
"CampusA";"20130511";2013;"5";11;2370;"Mon"
"CampusA";"20130512";2013;"5";12;70;"Tue"
"CampusA";"20130513";2013;"5";13;360;"Wed"
"CampusA";"20130514";2013;"5";14;2450;"Thu"
"CampusA";"20130515";2013;"5";15;1460;"Fri"
"CampusA";"20130516";2013;"5";16;2450;"Sat"
"CampusA";"20130517";2013;"5";17;2320;"Sun"
"CampusA";"20130518";2013;"5";18;1780;"Mon"
"CampusA";"20130519";2013;"5";19;620;"Tue"
"CampusA";"20130520";2013;"5";20;47;"Wed"
"CampusA";"20130521";2013;"5";21;650;"Thu"
"CampusA";"20130522";2013;"5";22;1350;"Fri"
"CampusA";"20130523";2013;"5";23;1920;"Sat"
"CampusA";"20130524";2013;"5";24;1650;"Sun"
"CampusA";"20130525";2013;"5";25;1650;"Mon"
"CampusA";"20130526";2013;"5";26;360;"Tue"
"CampusA";"20130527";2013;"5";27;34;"Wed"
"CampusA";"20130528";2013;"5";28;420;"Thu"
"CampusA";"20130529";2013;"5";29;2060;"Fri"
"CampusA";"20130530";2013;"5";30;1000;"Sat"
"CampusA";"20130601";2013;"6";1;1670;"Sun"
"CampusA";"20130602";2013;"6";2;2230;"Mon"
"CampusA";"20130603";2013;"6";3;1600;"Tue"
"CampusA";"20130604";2013;"6";4;2740;"Wed"
"CampusA";"20130605";2013;"6";5;9;"Thu"
"CampusA";"20130606";2013;"6";6;0;"Fri"
"CampusA";"20130607";2013;"6";7;2770;"Sat"
"CampusA";"20130608";2013;"6";8;3300;"Sun"
"CampusA";"20130609";2013;"6";9;2600;"Mon"
"CampusA";"20130610";2013;"6";10;2390;"Tue"
"CampusA";"20130611";2013;"6";11;2350;"Wed"
"CampusA";"20130612";2013;"6";12;140;"Thu"
"CampusA";"20130613";2013;"6";13;460;"Fri"
"CampusA";"20130614";2013;"6";14;2560;"Sat"
"CampusA";"20130615";2013;"6";15;1790;"Sun"
"CampusA";"20130616";2013;"6";16;2490;"Mon"
"CampusA";"20130617";2013;"6";17;2390;"Tue"
"CampusA";"20130618";2013;"6";18;1490;"Wed"
"CampusA";"20130619";2013;"6";19;440;"Thu"
"CampusA";"20130620";2013;"6";20;14;"Fri"
"CampusA";"20130621";2013;"6";21;620;"Sat"
"CampusA";"20130622";2013;"6";22;1750;"Sun"
"CampusA";"20130623";2013;"6";23;2400;"Mon"
"CampusA";"20130624";2013;"6";24;1590;"Tue"
"CampusA";"20130625";2013;"6";25;1400;"Wed"
"CampusA";"20130626";2013;"6";26;480;"Thu"
"CampusA";"20130627";2013;"6";27;38;"Fri"
"CampusA";"20130628";2013;"6";28;780;"Sat"
"CampusA";"20130629";2013;"6";29;1710;"Sun"
"CampusA";"20130630";2013;"6";30;1310;"Mon"
"CampusA";"20130701";2013;"7";1;3150;"Tue"
"CampusA";"20130702";2013;"7";2;4020;"Wed"
"CampusA";"20130703";2013;"7";3;3080;"Thu"
"CampusA";"20130704";2013;"7";4;3270;"Fri"
"CampusA";"20130705";2013;"7";5;14;"Sat"
"CampusA";"20130706";2013;"7";6;0;"Sun"
"CampusA";"20130707";2013;"7";7;3450;"Mon"
"CampusA";"20130708";2013;"7";8;6060;"Tue"
"CampusA";"20130709";2013;"7";9;4030;"Wed"
"CampusA";"20130710";2013;"7";10;3300;"Thu"
"CampusA";"20130711";2013;"7";11;3440;"Fri"
"CampusA";"20130712";2013;"7";12;110;"Sat"
"CampusA";"20130713";2013;"7";13;540;"Sun"
"CampusA";"20130714";2013;"7";14;3580;"Mon"
"CampusA";"20130715";2013;"7";15;2750;"Tue"
"CampusA";"20130716";2013;"7";16;3050;"Wed"
"CampusA";"20130717";2013;"7";17;3900;"Thu"
"CampusA";"20130718";2013;"7";18;2700;"Fri"
"CampusA";"20130719";2013;"7";19;670;"Sat"
"CampusA";"20130720";2013;"7";20;57;"Sun"
"CampusA";"20130721";2013;"7";21;1170;"Mon"
"CampusA";"20130722";2013;"7";22;2180;"Tue"
"CampusA";"20130723";2013;"7";23;2820;"Wed"
"CampusA";"20130724";2013;"7";24;3610;"Thu"
"CampusA";"20130725";2013;"7";25;2760;"Fri"
"CampusA";"20130726";2013;"7";26;640;"Sat"
"CampusA";"20130727";2013;"7";27;39;"Sun"
"CampusA";"20130728";2013;"7";28;670;"Mon"
"CampusA";"20130729";2013;"7";29;2570;"Tue"
"CampusA";"20130730";2013;"7";30;1920;"Wed"
"CampusA";"20130801";2013;"8";1;3000;"Thu"
"CampusA";"20130802";2013;"8";2;3950;"Fri"
"CampusA";"20130803";2013;"8";3;2590;"Sat"
"CampusA";"20130804";2013;"8";4;3270;"Sun"
"CampusA";"20130805";2013;"8";5;10;"Mon"
"CampusA";"20130806";2013;"8";6;0;"Tue"
"CampusA";"20130807";2013;"8";7;3250;"Wed"
"CampusA";"20130808";2013;"8";8;4590;"Thu"
"CampusA";"20130809";2013;"8";9;4290;"Fri"
"CampusA";"20130810";2013;"8";10;4330;"Sat"
"CampusA";"20130811";2013;"8";11;3790;"Sun"
"CampusA";"20130812";2013;"8";12;390;"Mon"
"CampusA";"20130813";2013;"8";13;740;"Tue"
"CampusA";"20130814";2013;"8";14;3240;"Wed"
"CampusA";"20130815";2013;"8";15;3280;"Thu"
"CampusA";"20130816";2013;"8";16;3000;"Fri"
"CampusA";"20130817";2013;"8";17;3790;"Sat"
"CampusA";"20130818";2013;"8";18;2550;"Sun"
"CampusA";"20130819";2013;"8";19;510;"Mon"
"CampusA";"20130820";2013;"8";20;64;"Tue"
"CampusA";"20130821";2013;"8";21;950;"Wed"
"CampusA";"20130822";2013;"8";22;2180;"Thu"
"CampusA";"20130823";2013;"8";23;2470;"Fri"
"CampusA";"20130824";2013;"8";24;2410;"Sat"
"CampusA";"20130825";2013;"8";25;3150;"Sun"
"CampusA";"20130826";2013;"8";26;640;"Mon"
"CampusA";"20130827";2013;"8";27;20;"Tue"
"CampusA";"20130828";2013;"8";28;1120;"Wed"
"CampusA";"20130829";2013;"8";29;2050;"Thu"
"CampusA";"20130830";2013;"8";30;2110;"Fri"
"CampusA";"20130901";2013;"9";1;1630;"Sat"
"CampusA";"20130902";2013;"9";2;2660;"Sun"
"CampusA";"20130903";2013;"9";3;2230;"Mon"
"CampusA";"20130904";2013;"9";4;2210;"Tue"
"CampusA";"20130905";2013;"9";5;7;"Wed"
"CampusA";"20130906";2013;"9";6;0;"Thu"
"CampusA";"20130907";2013;"9";7;2640;"Fri"
"CampusA";"20130908";2013;"9";8;2470;"Sat"
"CampusA";"20130909";2013;"9";9;2830;"Sun"
"CampusA";"20130910";2013;"9";10;2760;"Mon"
"CampusA";"20130911";2013;"9";11;2600;"Tue"
"CampusA";"20130912";2013;"9";12;210;"Wed"
"CampusA";"20130913";2013;"9";13;460;"Thu"
"CampusA";"20130914";2013;"9";14;2200;"Fri"
"CampusA";"20130915";2013;"9";15;2100;"Sat"
"CampusA";"20130916";2013;"9";16;1820;"Sun"
"CampusA";"20130917";2013;"9";17;3100;"Mon"
"CampusA";"20130918";2013;"9";18;1720;"Tue"
"CampusA";"20130919";2013;"9";19;600;"Wed"
"CampusA";"20130920";2013;"9";20;35;"Thu"
"CampusA";"20130921";2013;"9";21;770;"Fri"
"CampusA";"20130922";2013;"9";22;1770;"Sat"
"CampusA";"20130923";2013;"9";23;1640;"Sun"
"CampusA";"20130924";2013;"9";24;1320;"Mon"
"CampusA";"20130925";2013;"9";25;1760;"Tue"
"CampusA";"20130926";2013;"9";26;600;"Wed"
"CampusA";"20130927";2013;"9";27;7;"Thu"
"CampusA";"20130928";2013;"9";28;590;"Fri"
"CampusA";"20130929";2013;"9";29;2130;"Sat"
"CampusA";"20130930";2013;"9";30;1530;"Sun"
"CampusA";"20131001";2013;"10";1;1800;"Mon"
"CampusA";"20131002";2013;"10";2;2950;"Tue"
"CampusA";"20131003";2013;"10";3;1830;"Wed"
"CampusA";"20131004";2013;"10";4;2370;"Thu"
"CampusA";"20131005";2013;"10";5;7;"Fri"
"CampusA";"20131006";2013;"10";6;0;"Sat"
"CampusA";"20131007";2013;"10";7;2180;"Sun"
"CampusA";"20131008";2013;"10";8;2870;"Mon"
"CampusA";"20131009";2013;"10";9;2650;"Tue"
"CampusA";"20131010";2013;"10";10;2950;"Wed"
"CampusA";"20131011";2013;"10";11;3240;"Thu"
"CampusA";"20131012";2013;"10";12;140;"Fri"
"CampusA";"20131013";2013;"10";13;360;"Sat"
"CampusA";"20131014";2013;"10";14;2060;"Sun"
"CampusA";"20131015";2013;"10";15;1970;"Mon"
"CampusA";"20131016";2013;"10";16;1620;"Tue"
"CampusA";"20131017";2013;"10";17;2020;"Wed"
"CampusA";"20131018";2013;"10";18;1700;"Thu"
"CampusA";"20131019";2013;"10";19;550;"Fri"
"CampusA";"20131020";2013;"10";20;53;"Sat"
"CampusA";"20131021";2013;"10";21;770;"Sun"
"CampusA";"20131022";2013;"10";22;1440;"Mon"
"CampusA";"20131023";2013;"10";23;1790;"Tue"
"CampusA";"20131024";2013;"10";24;2020;"Wed"
"CampusA";"20131025";2013;"10";25;1630;"Thu"
"CampusA";"20131026";2013;"10";26;360;"Fri"
"CampusA";"20131027";2013;"10";27;10;"Sat"
"CampusA";"20131028";2013;"10";28;440;"Sun"
"CampusA";"20131029";2013;"10";29;1670;"Mon"
"CampusA";"20131030";2013;"10";30;1650;"Tue"
"CampusA";"20131101";2013;"11";1;1870;"Wed"
"CampusA";"20131102";2013;"11";2;2500;"Thu"
"CampusA";"20131103";2013;"11";3;1740;"Fri"
"CampusA";"20131104";2013;"11";4;2260;"Sat"
"CampusA";"20131105";2013;"11";5;2;"Sun"
"CampusA";"20131106";2013;"11";6;0;"Mon"
"CampusA";"20131107";2013;"11";7;2440;"Tue"
"CampusA";"20131108";2013;"11";8;3290;"Wed"
"CampusA";"20131109";2013;"11";9;2580;"Thu"
"CampusA";"20131110";2013;"11";10;3440;"Fri"
"CampusA";"20131111";2013;"11";11;2690;"Sat"
"CampusA";"20131112";2013;"11";12;140;"Sun"
"CampusA";"20131113";2013;"11";13;350;"Mon"
"CampusA";"20131114";2013;"11";14;2420;"Tue"
"CampusA";"20131115";2013;"11";15;2070;"Wed"
"CampusA";"20131116";2013;"11";16;2090;"Thu"
"CampusA";"20131117";2013;"11";17;2190;"Fri"
"CampusA";"20131118";2013;"11";18;1690;"Sat"
"CampusA";"20131119";2013;"11";19;620;"Sun"
"CampusA";"20131120";2013;"11";20;28;"Mon"
"CampusA";"20131121";2013;"11";21;520;"Tue"
"CampusA";"20131122";2013;"11";22;1250;"Wed"
"CampusA";"20131123";2013;"11";23;2070;"Thu"
"CampusA";"20131124";2013;"11";24;2390;"Fri"
"CampusA";"20131125";2013;"11";25;1930;"Sat"
"CampusA";"20131126";2013;"11";26;240;"Sun"
"CampusA";"20131127";2013;"11";27;34;"Mon"
"CampusA";"20131128";2013;"11";28;750;"Tue"
"CampusA";"20131129";2013;"11";29;1790;"Wed"
"CampusA";"20131130";2013;"11";30;1440;"Thu"
"CampusA";"20131201";2013;"12";1;2910;"Fri"
"CampusA";"20131202";2013;"12";2;2920;"Sat"
"CampusA";"20131203";2013;"12";3;2390;"Sun"
"CampusA";"20131204";2013;"12";4;3310;"Mon"
"CampusA";"20131205";2013;"12";5;18;"Tue"
"CampusA";"20131206";2013;"12";6;0;"Wed"
"CampusA";"20131207";2013;"12";7;3570;"Thu"
"CampusA";"20131208";2013;"12";8;4680;"Fri"
"CampusA";"20131209";2013;"12";9;3870;"Sat"
"CampusA";"20131210";2013;"12";10;4620;"Sun"
"CampusA";"20131211";2013;"12";11;3510;"Mon"
"CampusA";"20131212";2013;"12";12;310;"Tue"
"CampusA";"20131213";2013;"12";13;620;"Wed"
"CampusA";"20131214";2013;"12";14;3750;"Thu"
"CampusA";"20131215";2013;"12";15;3320;"Fri"
"CampusA";"20131216";2013;"12";16;4340;"Sat"
"CampusA";"20131217";2013;"12";17;3720;"Sun"
"CampusA";"20131218";2013;"12";18;2440;"Mon"
"CampusA";"20131219";2013;"12";19;800;"Tue"
"CampusA";"20131220";2013;"12";20;64;"Wed"
"CampusA";"20131221";2013;"12";21;1020;"Thu"
"CampusA";"20131222";2013;"12";22;2410;"Fri"
"CampusA";"20131223";2013;"12";23;2940;"Sat"
"CampusA";"20131224";2013;"12";24;1760;"Sun"
"CampusA";"20131225";2013;"12";25;2970;"Mon"
"CampusA";"20131226";2013;"12";26;760;"Tue"
"CampusA";"20131227";2013;"12";27;82;"Wed"
"CampusA";"20131228";2013;"12";28;880;"Thu"
"CampusA";"20131229";2013;"12";29;2110;"Fri"
"CampusA";"20131230";2013;"12";30;1840;"Sat"
"CampusA";"20140101";2014;"1";1;2220;"Sun"
"CampusA";"20140102";2014;"1";2;4470;"Mon"
"CampusA";"20140103";2014;"1";3;2760;"Tue"
"CampusA";"20140104";2014;"1";4;2300;"Wed"
"CampusA";"20140105";2014;"1";5;12;"Thu"
"CampusA";"20140106";2014;"1";6;0;"Fri"
"CampusA";"20140107";2014;"1";7;2580;"Sat"
"CampusA";"20140108";2014;"1";8;3450;"Sun"
"CampusA";"20140109";2014;"1";9;2830;"Mon"
"CampusA";"20140110";2014;"1";10;3020;"Tue"
"CampusA";"20140111";2014;"1";11;2650;"Wed"
"CampusA";"20140112";2014;"1";12;230;"Thu"
"CampusA";"20140113";2014;"1";13;500;"Fri"
"CampusA";"20140114";2014;"1";14;2800;"Sat"
"CampusA";"20140115";2014;"1";15;2080;"Sun"
"CampusA";"20140116";2014;"1";16;2840;"Mon"
"CampusA";"20140117";2014;"1";17;3250;"Tue"
"CampusA";"20140118";2014;"1";18;2100;"Wed"
"CampusA";"20140119";2014;"1";19;470;"Thu"
"CampusA";"20140120";2014;"1";20;78;"Fri"
"CampusA";"20140121";2014;"1";21;840;"Sat"
"CampusA";"20140122";2014;"1";22;1840;"Sun"
"CampusA";"20140123";2014;"1";23;1950;"Mon"
"CampusA";"20140124";2014;"1";24;1550;"Tue"
"CampusA";"20140125";2014;"1";25;2010;"Wed"
"CampusA";"20140126";2014;"1";26;560;"Thu"
"CampusA";"20140127";2014;"1";27;58;"Fri"
"CampusA";"20140128";2014;"1";28;720;"Sat"
"CampusA";"20140129";2014;"1";29;1900;"Sun"
"CampusA";"20140130";2014;"1";30;1120;"Mon"
"CampusA";"20140201";2014;"2";1;3160;"Tue"
"CampusA";"20140202";2014;"2";2;5580;"Wed"
"CampusA";"20140203";2014;"2";3;2910;"Thu"
"CampusA";"20140204";2014;"2";4;4150;"Fri"
"CampusA";"20140205";2014;"2";5;26;"Sat"
"CampusA";"20140206";2014;"2";6;0;"Sun"
"CampusA";"20140207";2014;"2";7;4110;"Mon"
"CampusA";"20140208";2014;"2";8;5640;"Tue"
"CampusA";"20140209";2014;"2";9;4070;"Wed"
"CampusA";"20140210";2014;"2";10;4950;"Thu"
"CampusA";"20140211";2014;"2";11;4100;"Fri"
"CampusA";"20140212";2014;"2";12;200;"Sat"
"CampusA";"20140213";2014;"2";13;830;"Sun"
"CampusA";"20140214";2014;"2";14;3530;"Mon"
"CampusA";"20140215";2014;"2";15;3290;"Tue"
"CampusA";"20140216";2014;"2";16;4670;"Wed"
"CampusA";"20140217";2014;"2";17;3610;"Thu"
"CampusA";"20140218";2014;"2";18;2700;"Fri"
"CampusA";"20140219";2014;"2";19;730;"Sat"
"CampusA";"20140220";2014;"2";20;59;"Sun"
"CampusA";"20140221";2014;"2";21;1080;"Mon"
"CampusA";"20140222";2014;"2";22;2470;"Tue"
"CampusA";"20140223";2014;"2";23;2830;"Wed"
"CampusA";"20140224";2014;"2";24;3070;"Thu"
"CampusA";"20140225";2014;"2";25;3990;"Fri"
"CampusA";"20140226";2014;"2";26;840;"Sat"
"CampusA";"20140227";2014;"2";27;112;"Sun"
"CampusA";"20140228";2014;"2";28;1150;"Mon"
"CampusA";"20140229";2014;"2";29;2930;"Tue"
"CampusA";"20140230";2014;"2";30;2090;"Wed"
"CampusA";"20140301";2014;"3";1;2130;"Thu"
"CampusA";"20140302";2014;"3";2;3750;"Fri"
"CampusA";"20140303";2014;"3";3;2580;"Sat"
"CampusA";"20140304";2014;"3";4;2610;"Sun"
"CampusA";"20140305";2014;"3";5;13;"Mon"
"CampusA";"20140306";2014;"3";6;0;"Tue"
"CampusA";"20140307";2014;"3";7;2620;"Wed"
"CampusA";"20140308";2014;"3";8;3070;"Thu"
"CampusA";"20140309";2014;"3";9;2770;"Fri"
"CampusA";"20140310";2014;"3";10;2770;"Sat"
"CampusA";"20140311";2014;"3";11;2960;"Sun"
"CampusA";"20140312";2014;"3";12;370;"Mon"
"CampusA";"20140313";2014;"3";13;500;"Tue"
"CampusA";"20140314";2014;"3";14;2530;"Wed"
"CampusA";"20140315";2014;"3";15;2040;"Thu"
"CampusA";"20140316";2014;"3";16;2260;"Fri"
"CampusA";"20140317";2014;"3";17;2630;"Sat"
"CampusA";"20140318";2014;"3";18;1800;"Sun"
"CampusA";"20140319";2014;"3";19;470;"Mon"
"CampusA";"20140320";2014;"3";20;89;"Tue"
"CampusA";"20140321";2014;"3";21;840;"Wed"
"CampusA";"20140322";2014;"3";22;1450;"Thu"
"CampusA";"20140323";2014;"3";23;2200;"Fri"
"CampusA";"20140324";2014;"3";24;2140;"Sat"
"CampusA";"20140325";2014;"3";25;2810;"Sun"
"CampusA";"20140326";2014;"3";26;560;"Mon"
"CampusA";"20140327";2014;"3";27;45;"Tue"
"CampusA";"20140328";2014;"3";28;530;"Wed"
"CampusA";"20140329";2014;"3";29;1950;"Thu"
"CampusA";"20140330";2014;"3";30;1320;"Fri"
"CampusA";"20140401";2014;"4";1;2360;"Sat"
"CampusA";"20140402";2014;"4";2;2360;"Sun"
"CampusA";"20140403";2014;"4";3;2010;"Mon"
"CampusA";"20140404";2014;"4";4;2590;"Tue"
"CampusA";"20140405";2014;"4";5;13;"Wed"
"CampusA";"20140406";2014;"4";6;0;"Thu"
"CampusA";"20140407";2014;"4";7;3270;"Fri"
