,id,from,to,date,upcoming,season,marketValue,fee
5,505219,1010,985,"Jan 29, 2021",False,20/21,€3.50m,End of loan
6,505219,985,1010,"Sep 18, 2020",False,20/21,€2.70m,loan transfer
7,505219,9251,985,"Jul 1, 2020",False,20/21,€2.70m,
8,505219,5242,9251,"Jul 1, 2019",False,19/20,,
9,505219,50672,5242,"Jul 1, 2017",False,17/18,,
0,126422,29,161,"Sep 25, 2022",False,22/23,€10.00m,free transfer
1,126422,6195,29,"Sep 5, 2020",False,20/21,€28.00m,€24.60m
2,126422,410,6195,"Jul 21, 2015",False,15/16,€11.50m,€11.50m
3,126422,16795,410,"Jul 1, 2014",False,14/15,€7.50m,€3.00m
4,126422,410,16795,"Jun 30, 2014",False,13/14,€8.00m,End of loan
5,126422,16795,410,"Jul 16, 2012",False,12/13,€3.00m,loan transfer
6,126422,18075,16795,"Jul 15, 2012",False,12/13,€3.00m,€3.00m
7,126422,978,18075,"Jun 30, 2012",False,11/12,€1.50m,End of loan
8,126422,18075,978,"Feb 2, 2011",False,10/11,€600k,loan transfer
9,126422,4907,18075,"Feb 1, 2011",False,10/11,€600k,?
10,126422,978,4907,"Dec 31, 2010",False,10/11,€600k,End of loan
11,126422,4907,14724,"Feb 1, 2008",False,07/08,,loan transfer
0,182894,515,9202,"Nov 7, 2023",False,23/24,€4.00m,
1,182894,29,515,"Sep 1, 2023",False,23/24,€4.80m,
2,182894,449,29,"Jun 30, 2023",False,22/23,€4.80m,End of loan
3,182894,29,449,"Aug 26, 2022",False,22/23,€9.00m,loan transfer
4,182894,2410,29,"Jun 30, 2022",False,21/22,€9.00m,End of loan
5,182894,29,2410,"Feb 21, 2022",False,21/22,€10.00m,loan transfer
6,182894,39,29,"Aug 2, 2019",False,19/20,€28.00m,€25.00m
7,182894,826,39,"Jul 13, 2016",False,16/17,€2.50m,€5.00m
8,182894,8152,826,"Jul 1, 2013",False,13/14,,
9,182894,10824,8152,"Jul 1, 2012",False,12/13,,
0,221025,1082,29,"Jun 30, 2023",False,22/23,€16.00m,End of loan
1,221025,29,1082,"Sep 1, 2022",False,22/23,€18.00m,loan transfer
2,221025,131,29,"Jul 1, 2019",False,19/20,€28.00m,€25.00m
3,221025,29,131,"Jun 30, 2019",False,18/19,€28.00m,End of loan
4,221025,131,29,"Aug 9, 2018",False,18/19,€15.00m,"Loan fee:<br /><i class=""normaler-text"">€2.25m</i>"
5,221025,1049,131,"Jul 21, 2016",False,16/17,€30.00m,€37.00m
6,221025,294,1049,"Jul 1, 2015",False,15/16,€20.00m,€20.00m
7,221025,1049,294,"Jun 30, 2015",False,14/15,€15.00m,End of loan
8,221025,294,1049,"Jul 17, 2014",False,14/15,€5.00m,loan transfer
