,competitionID,clubID,seasonID,competitionName,appearances,yellowCards,goalsConceded,cleanSheets,minutesPlayed,redCards,id,goals,assists,secondYellowCards
0,GB1,29,2023,Premier League,30,4,42,8,2.700',,130164,,,
1,FAC,29,2023,FA Cup,,,,,,,130164,,,
2,CGB,29,2023,EFL Cup,4,,3,1,360',,130164,,,
3,GB1,29,2022,Premier League,37,5,57,8,3.330',,130164,,,
4,FAC,29,2022,FA Cup,1,,3,,90',,130164,,,
5,GB1,29,2021,Premier League,35,2,58,7,3.150',,130164,,,
6,FAC,29,2021,FA Cup,2,,5,,180',,130164,,,
7,GB1,29,2020,Premier League,31,1,39,10,2.743',,130164,,,
8,FAC,29,2020,FA Cup,,,,,,,130164,,,
9,CGB,29,2020,EFL Cup,2,,3,,180',,130164,,,
10,GB1,29,2019,Premier League,38,2,56,9,3.420',,130164,,,
11,FAC,29,2019,FA Cup,1,,1,,90',,130164,,,
12,CGB,29,2019,EFL Cup,4,1,4,2,360',,130164,,,
13,GB1,29,2018,Premier League,38,1,46,14,3.420',,130164,,,
14,FAC,29,2018,FA Cup,2,,4,,180',,130164,,,
15,GB1,29,2017,Premier League,38,,58,10,3.420',,130164,,,
16,FAC,29,2017,FA Cup,1,,2,,90',,130164,,,
17,EL,29,2017,Europa League,3,,7,,270',,130164,,,
18,CGB,29,2017,EFL Cup,1,,2,,90',,130164,,,
19,ELQ,29,2017,Europa League Qualifying,3,,1,2,270',,130164,,,
20,GB1,289,2016,Premier League,29,,50,4,2.610',,130164,,,
21,CGB,289,2016,EFL Cup,3,,2,1,270',,130164,,,
22,GB21,9264,2016,Premier League 2,1,,1,,90',,130164,,,
23,GB1,289,2015,Premier League,2,,6,,180',,130164,,,
24,GB21,9264,2015,U21 PL,1,,2,,90',,130164,,,
25,FAC,289,2015,FA Cup,1,,3,,90',,130164,,,
26,GB2,466,2015,Championship,24,2,20,13,2.101',1,130164,,,
27,CGB,466,2015,League Cup,3,,3,1,300',,130164,,,
28,GB1,289,2014,Premier League,,,,,,,130164,,,
29,GB21,9264,2014,U21 PL,6,,4,5,540',,130164,,,
30,FAC,1027,2014,FA Cup,,,,,,,130164,,,
31,GB3,1027,2014,League One,33,1,36,10,2.891',2,130164,,,
32,GBFL,1027,2014,EFL Trophy,1,,1,,90',,130164,,,
33,GB3,1220,2013,League One,18,2,27,7,1.620',,130164,,,
34,GB21,9264,2013,U21 PL,2,,1,1,180',,130164,,,
35,FAC,289,2013,FA Cup,,,,,,,130164,,,
36,GB1,289,2013,Premier League,,,,,,,130164,,,
37,GB4,2963,2013,League Two,12,1,14,4,1.080',,130164,,,
38,CGB,2963,2013,League Cup,1,,1,,90',,130164,,,
39,GBQ1,9264,2012,U21 PL Qualificationsgr. 1,5,,8,1,450',,130164,,,
40,CNAT,3721,2012,Conference,12,1,12,4,1.080',,130164,,,
41,GB21,9264,2012,U21 PL,7,,10,2,630',,130164,,,
42,GBR,9264,2011,Reserve League,3,,5,1,270',,130164,,,
43,CNAT,1089,2011,Conference,17,1,39,2,1.530',,130164,,,
44,GBR,9264,2010,Reserve League,,,,,,,130164,,,
45,GBRN,9264,2009,Reserve League North,,,,,,,130164,,,
0,GB2,1039,2023,Championship,40,3,51,11,3.600',1,33873,,,
1,FAC,1039,2023,FA Cup,1,,3,,90',,33873,,,
2,GB1,29,2022,Premier League,1,,,1,90',,33873,,,
3,FAC,29,2022,FA Cup,,,,,,,33873,,,
4,CGB,29,2022,EFL Cup,2,,4,1,180',,33873,,,
5,GB1,29,2021,Premier League,3,,8,1,270',,33873,,,
6,FAC,29,2021,FA Cup,2,,2,1,210',,33873,,,
7,CGB,29,2021,EFL Cup,2,,3,,180',,33873,,,
8,POCC,989,2020,Championship Play-Offs,2,1,3,1,180',,33873,,,
9,GB2,989,2020,Championship,45,2,44,15,4.050',,33873,,,
10,FAC,989,2020,FA Cup,3,,4,1,270',,33873,,,
11,CGB,989,2020,EFL Cup,1,,,1,90',,33873,,,
12,IT1,5,2019,Serie A,2,,3,,128',,33873,,,
13,CIT,5,2019,Italy Cup,,,,,,,33873,,,
14,ASPK,10625,2019,Azerbaycan Kuboku,2,,1,1,180',,33873,,,
15,EL,10625,2019,Europa League,5,1,10,,450',,33873,,,
16,AZ1,10625,2019,Premyer Liqa,10,1,5,6,900',,33873,,,
17,GB1,989,2018,Premier League,24,,47,5,2.160',,33873,,,
18,GB1,989,2017,Premier League,38,2,61,6,3.420',,33873,,,
19,FAC,631,2016,FA Cup,3,,1,2,270',,33873,,,
20,GB1,631,2016,Premier League,2,,5,,180',,33873,,,
21,CGB,631,2016,EFL Cup,3,,6,,300',,33873,,,
22,GB1,631,2015,Premier League,17,,24,4,1.397',,33873,,,
23,FAC,631,2015,FA Cup,1,,,1,90',,33873,,,
24,CL,631,2015,Champions League,5,,3,3,450',,33873,,,
25,CGB,631,2015,League Cup,2,,2,,210',,33873,,,
26,GBCS,631,2015,Community Shield,,,,,,,33873,,,
27,GB1,512,2014,Premier League,35,3,43,7,3.150',,33873,,,
28,FAC,512,2014,FA Cup,1,,1,,90',,33873,,,
29,CGB,512,2014,League Cup,1,,3,,90',,33873,,,
30,GB1,512,2013,Premier League,32,1,36,9,2.880',,33873,1,,
31,FAC,512,2013,FA Cup,1,,1,,90',,33873,,,
32,CGB,512,2013,League Cup,,,,,,,33873,,,
33,GB1,512,2012,Premier League,38,3,45,12,3.420',,33873,,,
34,GB1,512,2011,Premier League,23,,31,7,1.997',,33873,,,
35,EL,512,2011,Europa League,3,1,5,,270',,33873,,,
36,FAC,512,2011,FA Cup,3,,1,2,270',,33873,,,
37,ELQ,512,2011,Europa League Qualifying,2,1,,2,180',,33873,,,
38,GB1,512,2010,Premier League,28,3,32,8,2.520',,33873,,,
39,CGB,512,2010,League Cup,2,,3,1,210',,33873,,,
40,GB1,512,2009,Premier League,4,,9,2,325',,33873,,,
41,GBRS,24219,2009,Reserve League South,3,,1,2,270',,33873,,,
42,GB1,1020,2009,Premier League,9,,14,3,735',,33873,,,
43,FAC,1020,2009,FA Cup,3,,3,,300',,33873,,,
44,CGB,1020,2009,League Cup,3,1,6,,270',,33873,,,
45,GB2,677,2009,Championship,6,,4,2,540',,33873,,,
46,GBRS,9263,2009,Reserve League South,1,,2,,90',,33873,,,
47,GB1,1020,2008,Premier League,2,,2,,180',,33873,,,
48,FAC,1020,2008,FA Cup,,,,,,,33873,,,
49,GB3,972,2008,League One,14,2,22,3,1.260',,33873,,,
50,GBFL,972,2008,EFL Trophy,,,,,,,33873,,,
51,GB1,1020,2007,Premier League,,,,,,,33873,,,
52,GB3,972,2007,League One,2,,2,1,180',,33873,,,
53,FAC,1020,2007,FA Cup,,,,,,,33873,,,
54,GB3,989,2007,League One,8,,12,1,720',,33873,,,
55,GBFL,989,2007,EFL Trophy,1,,,1,90',,33873,,,
56,GB4,2436,2006,League Two,3,,1,2,190',,33873,,,
57,FAC,2436,2006,FA Cup,1,,1,,90',,33873,,,
58,BE1,2180,2005,Jupiler League,2,,,,180',,33873,,,
0,MLS1,51828,2023,MLS,2,,1,1,180',,2857,,,
1,CCL,51828,2022,CONCACAF CL,,,,,,,2857,,,
2,MLSP,51828,2023,US Open Cup,2,,4,,210',,2857,,,
3,GB1,29,2022,Premier League,,,,,,,2857,,,
4,GB1,1003,2021,Premier League,,,,,,,2857,,,
5,UCOL,1003,2021,Conference League,,,,,,,2857,,,
6,EL,1003,2021,Europa League,,,,,,,2857,,,
7,CGB,1003,2021,EFL Cup,,,,,,,2857,,,
8,EL,1003,2020,Europa League,,,,,,,2857,,,
9,FAC,1003,2020,FA Cup,,,,,,,2857,,,
10,CGB,1003,2020,EFL Cup,,,,,,,2857,,,
11,GBFL,39341,2019,EFL Trophy,2,,2,,180',,2857,,,
12,FAC,1003,2019,FA Cup,,,,,,,2857,,,
13,GB21,39341,2019,Premier League 2,2,,1,1,180',,2857,,,
14,GB21,39341,2018,Premier League 2,3,,4,1,270',,2857,,,
15,FAC,1003,2018,FA Cup,,,,,,,2857,,,
16,CGB,1003,2018,EFL Cup,,,,,,,2857,,,
17,GBFL,39341,2018,EFL Trophy,1,,2,,90',,2857,,,
18,GB1,1003,2017,Premier League,2,,6,,180',,2857,,,
19,GB21,39341,2017,Premier League 2,7,,9,2,630',,2857,,,
20,FAC,1003,2017,FA Cup,2,,,2,180',,2857,,,
21,CGB,1003,2017,EFL Cup,,,,,,,2857,,,
22,GB1,3008,2016,Premier League,22,,36,5,1.980',,2857,,,
23,FAC,3008,2016,FA Cup,2,,4,1,180',,2857,,,
24,CGB,3008,2016,EFL Cup,3,,4,,300',,2857,,,
25,POCC,3008,2015,Championship Play-Offs,3,,2,2,270',,2857,,,
26,GB2,3008,2015,Championship,2,,1,1,180',,2857,,,
27,FAC,3008,2015,FA Cup,4,,5,2,360',,2857,,,
28,CGB,3008,2015,League Cup,5,,7,2,510',,2857,,,
29,GB1,3008,2014,Premier League,3,,2,1,227',,2857,,,
30,CGB,3008,2014,League Cup,,,,,,,2857,,,
31,GB1,3008,2013,Premier League,1,,3,,90',,2857,,,
32,FAC,3008,2013,FA Cup,,,,,,,2857,,,
33,GB3,1150,2013,League One,13,,6,7,1.170',,2857,,,
34,CGB,3008,2013,League Cup,1,,2,,120',,2857,,,
35,GB2,3008,2012,Championship,5,,3,3,450',,2857,,,
36,FAC,3008,2012,FA Cup,3,,3,,300',,2857,,,
37,GR1,605,2011,Super League,1,,3,,90',,2857,,,
38,GRP,605,2011,Kypello Elladas,,,,,,,2857,,,
39,ELQ,4602,2011,Europa League Qualifying,3,1,1,2,270',,2857,,,
40,POGR,4602,2010,SL Play-off,6,,12,1,540',,2857,,,
41,GR1,4602,2010,Super League,27,2,23,11,2.387',2,2857,,,
42,GRP,4602,2010,Kypello Elladas,3,1,2,2,260',,2857,,,
43,RUJL,11749,2008,MFL,1,,2,,90',,2857,,,
44,C1,504,2008,Super League,34,4,44,10,2.996',,2857,,,
45,SCC,504,2008,Swiss Cup,4,1,6,1,360',,2857,,,
46,UEQ,504,2008,UEFA-Cup Qualifikation,2,,6,1,180',,2857,,,
47,UI,504,2008,UI Cup,3,,,3,270',,2857,,,
48,C1,504,2007,Super League,23,3,32,8,2.056',1,2857,1,,
49,SCC,504,2007,Swisscom Cup,2,,1,1,180',,2857,,,
50,RUP,932,2007,Russian Cup,,,,,,,2857,,,
51,RU1,932,2006,Premier Liga,15,1,19,4,1.350',,2857,,,
52,RUP,932,2006,Russian Cup,6,1,3,3,570',,2857,,,
53,UEFA,932,2006,UEFA Cup,1,,1,,90',,2857,,,
54,RU1,932,2005,Premier Liga,5,,6,1,450',,2857,,,
55,RUJL,11749,2005,ToDS,1,,2,,90',,2857,,,
56,RUP,932,2005,Russian Cup,1,,2,,90',,2857,,,
57,C1,938,2005,Super League,22,1,36,7,1.980',,2857,,,
58,UEFA,938,2005,UEFA Cup,2,,2,1,180',,2857,,,
59,SCC,938,2005,Swisscom Cup,3,,2,1,300',,2857,,,
60,CL,938,2005,Champions League,6,,9,2,540',,2857,,,
61,CLQ,938,2005,Champions League Qu.,4,,2,3,360',,2857,,,
62,C1,504,2004,Super League,13,1,17,2,1.105',,2857,,,
63,C1,504,2003,Super League,,,,,,,2857,,,
64,UEFA,504,2002,UEFA Cup,,,,,,,2857,,,
65,UEFA,504,2001,UEFA Cup,,,,,,,2857,,,
0,GB1,29,2023,Premier League,,,,,,,14044,,,
1,FAC,29,2023,FA Cup,,,,,,,14044,,,
2,CGB,29,2023,EFL Cup,,,,,,,14044,,,
3,GB1,29,2022,Premier League,,,,,,,14044,,,
4,CGB,29,2022,EFL Cup,,,,,,,14044,,,
5,GB1,29,2021,Premier League,,,,,,,14044,,,
6,FAC,29,2021,FA Cup,,,,,,,14044,,,
7,CGB,29,2021,EFL Cup,,,,,,,14044,,,
8,GB1,984,2020,Premier League,,,,,,,14044,,,
9,FAC,984,2020,FA Cup,,,,,,,14044,,,
10,GB2,512,2020,Championship,,,,,,,14044,,,
11,CGB,512,2020,EFL Cup,1,,3,,90',,14044,,,
12,CL,31,2019,Champions League,,,,,,,14044,,,
13,GB1,31,2019,Premier League,,,,,,,14044,,,
14,FAC,31,2019,FA Cup,,,,,,,14044,,,
15,KLUB,31,2019,Club World Cup,,,,,,,14044,,,
16,CGB,31,2019,EFL Cup,,,,,,,14044,,,
17,USC,31,2019,UEFA Super Cup,,,,,,,14044,,,
18,GB3,1088,2018,League One,7,1,14,1,630',,14044,,,
19,FAC,641,2018,FA Cup,,,,,,,14044,,,
20,GB2,641,2018,Championship,,,,,,,14044,,,
21,CGB,641,2018,EFL Cup,2,,4,,180',,14044,,,
22,GBFL,9256,2018,EFL Trophy,2,,3,1,180',,14044,,,
23,GB21,9256,2018,Premier League 2,2,,3,,180',,14044,,,
24,GB2,399,2017,Championship,7,,13,1,630',,14044,,,
25,FAC,399,2017,FA Cup,1,,2,,90',,14044,,,
26,CGB,399,2017,EFL Cup,1,,2,,120',,14044,,,
27,GB2,543,2016,Championship,12,,13,5,951',,14044,,,
28,GB21,24226,2016,Premier League 2,1,1,1,,90',,14044,,,
29,FAC,543,2016,FA Cup,,,,,,,14044,,,
30,GBFL,24226,2016,EFL Trophy,1,,2,,90',,14044,,,
31,CGB,543,2016,EFL Cup,3,,4,,270',,14044,,,
32,GB2,931,2015,Championship,29,,44,3,2.552',,14044,,,
33,FAC,931,2015,FA Cup,1,,2,,90',,14044,,,
34,CGB,931,2015,League Cup,1,,,1,90',,14044,,,
35,GB2,355,2014,Championship,29,,44,7,2.544',,14044,,,
36,FAC,355,2014,FA Cup,1,,2,,90',,14044,,,
37,CGB,355,2014,League Cup,2,,4,,210',,14044,,,
38,GB2,355,2013,Championship,17,,28,4,1.530',,14044,,,
39,FAC,355,2013,FA Cup,2,,2,,180',,14044,,,
40,GB21,9259,2013,U21 PL,2,,2,,180',,14044,,,
41,CGB,355,2013,League Cup,2,,2,,210',,14044,,,
42,GB2,355,2012,Championship,5,,4,3,450',,14044,,,
43,FAC,355,2012,FA Cup,3,,4,1,270',,14044,,,
44,GB21,9259,2012,U21 PL,2,,3,,180',,14044,,,
45,CGB,355,2012,League Cup,1,,2,,90',,14044,,,
46,GB2,399,2011,Championship,35,1,54,7,3.137',,14044,,,
47,FAC,399,2011,FA Cup,1,,1,,90',,14044,,,
48,CGB,399,2011,League Cup,2,,5,,180',,14044,,,
49,GB2,466,2010,Championship,29,1,55,3,2.610',,14044,,,
50,FAC,466,2010,FA Cup,1,,2,,90',,14044,,,
51,CGB,466,2010,League Cup,3,,3,1,270',,14044,,,
52,GB2,466,2009,Championship,45,1,68,11,4.005',,14044,,,
53,FAC,466,2009,FA Cup,2,,2,1,180',,14044,,,
54,CGB,466,2009,League Cup,3,,7,,270',,14044,,,
55,POCC,466,2008,Championship Play-Offs,2,,2,,180',,14044,,,
56,GB2,466,2008,Championship,46,,54,13,4.140',,14044,,,
57,FAC,466,2008,FA Cup,1,,2,,90',,14044,,,
58,CGB,466,2008,League Cup,2,,1,1,180',,14044,,,
59,GB2,466,2007,Championship,43,1,51,12,3.870',,14044,,,
60,FAC,466,2007,FA Cup,3,,2,1,270',,14044,,,
61,CGB,466,2007,League Cup,,,,,,,14044,,,
62,GB2,466,2006,Championship,13,,20,2,1.170',,14044,,,
63,FAC,466,2006,FA Cup,2,,3,1,180',,14044,,,
64,GB4,352,2006,League Two,1,,2,,90',,14044,,,
65,CGB,466,2006,League Cup,,,,,,,14044,,,
66,GB2,466,2005,Championship,2,,1,1,180',,14044,,,
67,GB4,2805,2005,League Two,2,,,2,180',,14044,,,
68,GB2,466,2004,Championship,23,,25,6,2.019',,14044,1,,
69,FAC,466,2004,FA Cup,1,,2,,90',,14044,,,
70,CGB,466,2004,League Cup,2,1,2,1,210',,14044,,,
71,EFD2,466,2003,First Division,8,,13,2,720',,14044,,,
72,FAC,466,2003,FA Cup,,,,,,,14044,,,
73,EFD2,466,2002,First Division,,,,,,,14044,,,
74,ENSD,1181,2002,Second Division,,,,,,,14044,,,
75,EFD2,466,2001,First Division,,,,,,,14044,,,
76,FAC,466,2001,FA Cup,,,,,,,14044,,,
77,EFD2,466,2000,First Division,1,,2,,90',,14044,,,
0,GB1,29,2023,Premier League,30,7,,,2.700',,173504,1,1,
1,FAC,29,2023,FA Cup,3,,,,270',,173504,,,
2,CGB,29,2023,EFL Cup,4,1,,,285',,173504,1,,
3,GB1,29,2022,Premier League,38,6,,,3.420',,173504,1,1,
4,FAC,29,2022,FA Cup,1,,,,90',,173504,,,
5,CGB,29,2022,EFL Cup,1,,,,26',,173504,,,
6,GB1,1132,2021,Premier League,35,11,,,3.107',,173504,1,2,
7,FAC,1132,2021,FA Cup,1,,,,90',,173504,,,
8,CGB,1132,2021,EFL Cup,1,1,,,90',,173504,,,
9,GB1,1132,2020,Premier League,36,6,,,3.240',,173504,1,,
10,FAC,1132,2020,FA Cup,2,1,,,206',,173504,,,
11,CGB,1132,2020,EFL Cup,1,,,,90',,173504,,,
12,GB1,1132,2019,Premier League,38,10,,,3.420',,173504,2,2,
13,FAC,1132,2019,FA Cup,2,,,,180',,173504,,,
14,GB1,1132,2018,Premier League,35,8,,,3.087',,173504,3,1,
15,FAC,1132,2018,FA Cup,2,,,,180',,173504,,,
16,ELQ,1132,2018,Europa League Qualifying,5,1,,,328',,173504,,,
17,GB1,1132,2017,Premier League,31,5,,,2.790',,173504,,,
18,CGB,1132,2017,EFL Cup,2,,,,210',,173504,,,
19,GB1,1132,2016,Premier League,19,1,,,553',,173504,,,
20,FAC,1132,2016,FA Cup,4,1,,,360',,173504,,,
21,CGB,1132,2016,EFL Cup,1,,,,120',,173504,,,
22,GB2,1132,2015,Championship,4,,,,239',,173504,,,
23,GB2,1148,2015,Championship,23,6,,,1.971',1,173504,1,3,
24,POCC,1148,2014,Championship Play-Offs,2,1,,,180',,173504,,,
25,GB2,1148,2014,Championship,34,6,,,3.022',,173504,1,2,
26,FAC,1148,2014,FA Cup,1,1,,,90',,173504,,,
27,CGB,1148,2014,League Cup,1,,,,90',,173504,,,
28,GB3,1148,2013,League One,13,3,,,1.071',,173504,2,,1
29,GB3,1078,2013,League One,26,6,,,2.340',,173504,2,,
30,FAC,1078,2013,FA Cup,5,,,,450',,173504,,,
31,GBFL,1078,2013,EFL Trophy,4,1,,,356',,173504,1,,
32,CGB,1078,2013,League Cup,1,,,,90',,173504,,,
33,GB3,1078,2012,League One,21,3,,,1.630',,173504,2,,
34,FAC,1078,2012,FA Cup,3,,,,270',,173504,,,
35,GBFL,1078,2012,EFL Trophy,1,1,,,90',,173504,,,
36,CGB,1078,2012,League Cup,1,,,,90',,173504,,,
37,GB3,1078,2011,League One,16,,,,1.318',,173504,1,,1
38,GBFL,1078,2011,EFL Trophy,2,,,,134',,173504,,,
39,FAC,1078,2011,FA Cup,,,,,,,173504,,,
40,GB3,1078,2010,League One,9,1,,,631',,173504,,,
0,GB1,29,2023,Premier League,11,2,,,851',,343475,,,
1,FAC,29,2023,FA Cup,,,,,,,343475,,,
2,CGB,29,2023,EFL Cup,1,,,,90',,343475,,,
3,GB1,29,2022,Premier League,13,2,,,803',,343475,,1,
4,FAC,29,2022,FA Cup,1,1,,,90',,343475,,,
5,GBFL,9261,2022,EFL Trophy,1,,,,90',,343475,,,
6,GB1,29,2021,Premier League,23,6,,,2.031',,343475,,,
7,FAC,29,2021,FA Cup,3,1,,,224',,343475,,,
8,CGB,29,2021,EFL Cup,1,,,,90',,343475,,,
9,GB1,29,2020,Premier League,31,4,,,2.683',,343475,,2,
10,FAC,29,2020,FA Cup,4,1,,,406',,343475,,,
11,CGB,29,2020,EFL Cup,1,,,,90',,343475,,,
12,GB2,1123,2020,Championship,3,,,,270',,343475,,,
13,GB1,1123,2019,Premier League,30,3,,,2.646',1,343475,,,
14,FAC,1123,2019,FA Cup,2,,,,240',,343475,,,
15,CGB,1123,2019,EFL Cup,1,,,,63',,343475,,,
16,GB2,1123,2018,Championship,31,3,,,2.385',,343475,4,2,
17,FAC,1123,2018,FA Cup,1,,,,90',,343475,,,
18,CGB,1123,2018,EFL Cup,4,,,,360',,343475,,,
19,POG3,3054,2017,League One Play-Offs,3,,,,300',,343475,,,
20,GB3,3054,2017,League One,40,3,,,3.019',,343475,1,,
21,GBFL,3054,2017,EFL Trophy,4,1,,,345',1,343475,,,
22,FAC,3054,2017,FA Cup,4,,,,359',,343475,,,
23,CGB,1123,2017,EFL Cup,,,,,,,343475,,,
24,GB21,33614,2017,Premier League 2,2,1,,,180',,343475,,,
25,GB2,1123,2017,Championship,,,,,,,343475,,,
26,GB2,1123,2016,Championship,2,,,,13',,343475,,,
27,GB21,33614,2016,Premier League 2,12,1,,,1.080',,343475,,,
28,FAC,1123,2016,FA Cup,1,,,,86',,343475,,,
29,GBFL,33614,2016,EFL Trophy,4,1,,,295',1,343475,,,
30,CGB,1123,2016,EFL Cup,3,,,,102',,343475,1,,
31,GB21,33614,2015,U21 PL,5,,,,391',,343475,,,
32,FAYC,6898,2015,FA Youth Cup,2,,,,208',,343475,,,
33,GB4,1252,2015,League Two,12,1,,,596',,343475,1,,
34,GBFL,1252,2015,FL Trophy,1,1,,,50',,343475,,,
35,FAC,1252,2015,FA Cup,1,,,,77',,343475,,,
36,CGB,1252,2015,League Cup,1,,,,19',,343475,,,
37,GB4,1252,2014,League Two,,,,,,,343475,,,
0,GB2,1003,2023,Championship,8,1,,,514',,128901,,,
1,FAC,1003,2023,FA Cup,4,1,,,312',,128901,,,
2,CGB,1003,2023,EFL Cup,1,,,,90',,128901,,,
3,GB1,29,2022,Premier League,24,2,,,2.095',,128901,1,1,
4,FAC,29,2022,FA Cup,1,,,,90',,128901,1,,
5,GB1,543,2022,Premier League,,,,,,,128901,,,
6,GB1,543,2021,Premier League,38,4,,,3.363',,128901,4,,
7,FAC,543,2021,FA Cup,2,,,,180',,128901,,,
8,CGB,543,2021,EFL Cup,2,,,,171',,128901,,,
9,GB1,543,2020,Premier League,37,5,,,3.304',,128901,1,,
10,FAC,543,2020,FA Cup,2,1,,,180',,128901,,,
11,CGB,543,2020,EFL Cup,1,,,,90',,128901,,,
12,EL,543,2019,Europa League,11,1,,,990',,128901,,,
13,GB1,543,2019,Premier League,38,5,,,3.420',,128901,,,
14,FAC,543,2019,FA Cup,2,,,,180',,128901,,,
15,CGB,543,2019,EFL Cup,,,,,,,128901,,,
16,ELQ,543,2019,Europa League Qualifying,6,,,,540',,128901,,,
17,GB1,543,2018,Premier League,38,5,,,3.420',,128901,,,
18,FAC,543,2018,FA Cup,6,1,,,570',,128901,,,
19,CGB,543,2018,EFL Cup,2,,,,180',,128901,,,
20,GB2,543,2017,Championship,45,4,,,3.975',1,128901,1,2,
21,FAC,543,2017,FA Cup,1,,,,90',,128901,,,
22,CGB,543,2017,EFL Cup,2,,,,240',,128901,,,
23,GB2,543,2016,Championship,40,8,,,3.161',,128901,,3,
24,FAC,543,2016,FA Cup,2,,,,180',,128901,,,
25,CGB,543,2016,EFL Cup,3,,,,270',,128901,1,,
26,GB2,543,2015,Championship,37,4,,,2.922',1,128901,,2,
27,FAC,543,2015,FA Cup,1,,,,90',,128901,,,
28,CGB,543,2015,League Cup,1,1,,,90',,128901,,,
29,GB2,1110,2014,Championship,45,6,,,3.806',,128901,3,3,
30,FAC,1110,2014,FA Cup,1,,,,90',,128901,,,
31,CGB,1110,2014,League Cup,2,,,,210',,128901,,,
32,GB3,350,2013,League One,39,4,,,2.936',,128901,5,4,
33,FAC,350,2013,FA Cup,8,,,,670',,128901,1,,
34,GBFL,350,2013,EFL Trophy,2,,,,210',,128901,,,
35,CGB,350,2013,League Cup,1,,,,90',,128901,,,
36,GB1,31,2012,Premier League,1,,,,1',,128901,,,
37,GBKN,9252,2012,U21 PL Knockout,1,,,,90',,128901,,,
38,GBEG,9252,2012,U21 PL Elite Group,12,1,,,1.080',,128901,2,,
39,FAC,31,2012,FA Cup,,,,,,,128901,,,
40,GB21,9252,2012,U21 PL,10,2,,,900',,128901,1,1,
41,EL,31,2012,Europa League,1,,,,61',,128901,,,
42,CGB,31,2012,League Cup,,,,,,,128901,,,
43,GBR,9252,2011,Reserve League,22,4,,,1.950',,128901,5,,
44,GB1,31,2010,Premier League,,,,,,,128901,,,
45,GBR,9252,2010,Reserve League,3,1,,,130',,128901,,,
46,EL,31,2010,Europa League,,,,,,,128901,,,
47,GBRN,9252,2009,Reserve League North,1,,,,10',,128901,,,
48,FAYC,6922,2008,FA Youth Cup,,,,,,,128901,,,
0,GB1,29,2023,Premier League,7,1,,,402',,118534,1,,
1,FAC,29,2023,FA Cup,,,,,,,118534,,,
2,CGB,29,2023,EFL Cup,3,1,,,270',,118534,,,
3,GB1,29,2022,Premier League,12,,,,983',,118534,1,2,
4,CGB,29,2022,EFL Cup,2,,,,180',,118534,,,
5,GB1,29,2021,Premier League,32,2,,,2.792',,118534,3,2,1
6,FAC,29,2021,FA Cup,4,,,,389',,118534,,,
7,CGB,29,2021,EFL Cup,2,,,,100',,118534,,,
8,GB1,29,2020,Premier League,35,4,,,2.990',,118534,3,1,
9,FAC,29,2020,FA Cup,2,,,,240',,118534,,,
10,CGB,29,2020,EFL Cup,4,,,,360',,118534,1,1,
11,GB1,29,2019,Premier League,31,3,,,2.556',,118534,2,,
12,FAC,29,2019,FA Cup,,,,,,,118534,,,
13,CGB,29,2019,EFL Cup,3,,,,229',,118534,,,
14,GB1,29,2018,Premier League,33,2,,,2.970',,118534,1,2,
15,FAC,29,2018,FA Cup,1,,,,90',,118534,,,
16,CGB,29,2018,EFL Cup,1,,,,90',,118534,,,
17,GB1,29,2017,Premier League,30,3,,,2.560',,118534,,1,
18,EL,29,2017,Europa League,3,,,,270',,118534,,,
19,CGB,29,2017,EFL Cup,1,,,,90',,118534,,,
20,ELQ,29,2017,Europa League Qualifying,4,,,,360',,118534,1,,
21,GB1,1132,2016,Premier League,35,4,,,3.150',,118534,2,1,
22,FAC,1132,2016,FA Cup,4,,,,360',,118534,,,
23,GB2,1132,2015,Championship,44,3,,,3.897',,118534,5,3,
24,FAC,1132,2015,FA Cup,2,,,,180',,118534,,,
25,GB1,1132,2014,Premier League,21,1,,,1.594',,118534,,1,
26,FAC,1132,2014,FA Cup,2,1,,,180',,118534,,,
27,GB1,985,2014,Premier League,1,,,,46',,118534,,,
28,CGB,985,2014,League Cup,1,,,,90',,118534,,,
29,GBKN,9251,2013,U21 PL Knockout,1,,,,90',,118534,,,
30,GB1,985,2013,Premier League,,,,,,,118534,,,
31,GB2,164,2013,Championship,13,,,,1.170',,118534,3,,
32,GB21,9251,2013,U21 PL,9,1,,,810',,118534,2,,
33,GB2,22,2013,Championship,7,,,,444',,118534,,,
34,FAC,22,2013,FA Cup,1,,,,90',,118534,,,
35,GBKN,9251,2012,U21 PL Knockout,2,,,,180',,118534,,,
36,POCC,1003,2012,Championship Play-Offs,2,1,,,180',,118534,,,
37,GB2,1003,2012,Championship,22,3,,,1.942',,118534,2,,
38,FAC,1003,2012,FA Cup,3,1,,,270',,118534,1,,
39,CGB,985,2012,League Cup,2,1,,,210',,118534,,,
40,GB21,9251,2012,U21 PL,4,,,,360',,118534,,,
41,GBRP,9251,2011,Reserve League Play Offs,1,,,,120',,118534,,,
42,GBR,9251,2011,Reserve League,22,,,,1.893',,118534,4,3,
43,FAC,985,2011,FA Cup,,,,,,,118534,,,
44,CGB,985,2011,League Cup,1,,,,20',,118534,,,
45,FAYC,5242,2010,FA Youth Cup,2,,,,180',,118534,,,
46,GBR,9251,2010,Reserve League,5,,,,262',,118534,1,,
47,GBRN,9251,2009,Reserve League North,2,,,,166',,118534,,,
0,IT1,1390,2023,Serie A,7,1,,,590',,289446,,,
