,competitionID,clubID,seasonID,competitionName,appearances,yellowCards,goalsConceded,cleanSheets,minutesPlayed,redCards,id,goals,assists,secondYellowCards
15,GB1,29,2018,Premier League,35,5,,,2.679',1,378710,13,2,
16,FAC,29,2018,FA Cup,2,,,,100',,378710,1,,
17,CGB,29,2018,EFL Cup,1,,,,30',,378710,,,
18,GB1,1010,2017,Premier League,38,4,,,2.827',,378710,5,5,
19,FAC,1010,2017,FA Cup,2,,,,111',,378710,,,
20,CGB,1010,2017,EFL Cup,1,,,,90',,378710,,,
21,CS,2462,2017,Copa Sudamericana,4,1,,,360',,378710,2,1,
22,BRA1,2462,2017,Série A,14,4,,,1.231',,378710,5,5,
23,BRC,2462,2017,Copa do Brasil,6,2,,,523',,378710,,,
24,BRA1,2462,2016,Série A,28,2,,,1.573',,378710,4,1,
25,BRC,2462,2016,Copa do Brasil,3,1,,,128',,378710,,,
26,BRA2,2863,2015,Série B,24,3,,,1.842',1,378710,9,4,
0,GB1,148,2023,Premier League,10,,,,618',,170527,2,3,
1,FAC,148,2023,FA Cup,1,,,,90',,170527,,,
2,L1,23826,2023,Bundesliga,8,,,,203',,170527,2,,
3,CL,23826,2023,Champions League,4,,,,46',,170527,,,
4,DFB,23826,2023,DFB-Pokal,1,,,,73',,170527,,,
5,DFL,23826,2023,DFL-Supercup,1,,,,64',,170527,,1,
6,DFB,23826,2022,DFB-Pokal,5,,,,365',,170527,5,1,
7,L1,23826,2022,Bundesliga,27,2,,,1.949',,170527,9,4,
8,CL,23826,2022,Champions League,8,1,,,505',,170527,2,1,
9,FAC,631,2021,FA Cup,5,,,,330',,170527,2,3,
10,GB1,631,2021,Premier League,21,1,,,1.285',,170527,4,1,
11,CL,631,2021,Champions League,5,,,,245',,170527,4,2,
12,CGB,631,2021,EFL Cup,4,,,,246',,170527,1,,
13,KLUB,631,2021,Club World Cup,1,,,,44',,170527,,,
14,USC,631,2021,UEFA Super Cup,1,,,,65',,170527,,,
15,CL,631,2020,Champions League,12,,,,816',,170527,4,2,
16,GB1,631,2020,Premier League,35,2,,,2.606',,170527,6,12,
17,FAC,631,2020,FA Cup,4,1,,,319',,170527,1,1,
18,CGB,631,2020,EFL Cup,1,,,,90',,170527,1,,
19,L1,23826,2019,Bundesliga,34,4,,,2.808',,170527,28,8,
20,CL,23826,2019,Champions League,8,1,,,579',,170527,4,2,
21,DFB,23826,2019,DFB-Pokal,3,,,,202',,170527,2,3,
22,DFB,23826,2018,DFB-Pokal,4,,,,308',,170527,3,,
23,L1,23826,2018,Bundesliga,30,1,,,2.523',,170527,16,9,
24,EL,23826,2018,Europa League,1,,,,90',,170527,,,
25,ELQ,23826,2018,Europa League Qualifying,2,,,,180',,170527,,1,
26,L1,23826,2017,Bundesliga,32,1,,,2.493',,170527,13,8,
27,EL,23826,2017,Europa League,5,,,,445',,170527,4,2,
28,CL,23826,2017,Champions League,6,,,,329',,170527,3,,
29,DFB,23826,2017,DFB-Pokal,2,,,,130',,170527,1,,
30,L1,23826,2016,Bundesliga,31,4,,,2.433',,170527,21,7,
31,DFB,23826,2016,DFB-Pokal,1,,,,31',,170527,,,
32,L1,79,2015,Bundesliga,33,,,,2.196',,170527,6,4,
33,DFB,79,2015,DFB-Pokal,3,,,,258',,170527,1,1,
34,L1,79,2014,Bundesliga,32,1,,,1.623',,170527,3,1,
35,DFB,79,2014,DFB-Pokal,1,,,,14',,170527,,,
36,L1,79,2013,Bundesliga,30,1,,,1.528',,170527,4,5,
37,L3,102,2013,3. Liga,1,,,,84',,170527,1,,
38,DFB,79,2013,DFB-Pokal,2,1,,,40',,170527,,,
39,ELQ,79,2013,Europa League Qualifying,2,1,,,101',,170527,,,
40,AJ3,2517,2012,U19-Bundesliga S/SW,23,2,,,1.801',,170527,24,6,
41,DFBJ,2517,2012,DFB-Jun.-Pokal,1,,,,90',,170527,1,,
42,BJ,21084,2011,U17-Bundesliga Endrunde,2,,,,159',,170527,1,1,
43,BJ3,21084,2011,U17-Bundesliga South/Southwest,24,1,,,1.972',,170527,24,5,1
44,BJ,21084,2010,U17-Bundesliga Endrunde,1,,,,70',,170527,,,
45,BJ3,21084,2010,U17-Bundesliga South/Southwest,10,,,,565',,170527,7,,
0,GB1,379,2023,Premier League,27,1,42,4,2.340',,120629,,,
1,EL,379,2023,Europa League,1,,2,,90',,120629,,,
2,FAC,379,2023,FA Cup,,,,,,,120629,,,
3,CGB,379,2023,EFL Cup,1,,5,,90',,120629,,,
4,UCOL,379,2022,Conference League,13,,8,6,1.170',,120629,,,
5,GB1,379,2022,Premier League,5,,7,2,306',,120629,,,
6,FAC,379,2022,FA Cup,2,,3,1,180',,120629,,,
7,CGB,379,2022,EFL Cup,1,,2,,90',,120629,,,
8,ECLQ,379,2022,UECL Qualifiers,2,,1,1,180',,120629,,,
9,GB1,379,2021,Premier League,1,,1,,90',,120629,,,
10,EL,379,2021,Europa League,11,,8,5,1.020',,120629,,,
11,FAC,379,2021,FA Cup,3,,4,1,300',,120629,,,
12,CGB,379,2021,EFL Cup,3,,2,2,270',,120629,,,
13,GB1,931,2020,Premier League,36,2,48,9,3.240',,120629,,,
14,FAC,931,2020,FA Cup,,,,,,,120629,,,
15,CGB,931,2020,EFL Cup,1,,,1,90',,120629,,,
16,CL,418,2019,Champions League,2,,1,1,134',,120629,,,
17,ES1,418,2019,LaLiga,4,1,5,1,360',,120629,,,
18,CDR,418,2019,Copa del Rey,3,,5,1,270',,120629,,,
19,SUC,418,2019,Supercopa,,,,,,,120629,,,
20,FR1,583,2019,Ligue 1,3,,2,2,270',,120629,,,
21,FRCH,583,2019,Trophée des Champions,1,,1,,90',,120629,,,
22,FR1,583,2018,Ligue 1,21,1,17,11,1.890',,120629,,,
23,FRC,583,2018,Coupe de France,5,,2,4,510',,120629,,,
24,CL,583,2018,Champions League,3,,6,,270',,120629,,,
25,FRL,583,2018,Coupe de la Ligue,2,,2,1,135',,120629,,,
26,FR1,583,2017,Ligue 1,34,,25,17,3.060',,120629,,,
27,FRC,583,2017,Coupe de France,,,,,,,120629,,,
28,FRL,583,2017,Coupe de la Ligue,,,,,,,120629,,,
29,CL,583,2017,Champions League,8,,9,4,720',,120629,,,
30,FRCH,583,2017,Trophée des Champions,1,,1,,90',,120629,,,
31,FRC,583,2016,Coupe de France,5,,,5,450',,120629,,,
32,FR1,583,2016,Ligue 1,15,,14,6,1.296',,120629,,,
33,FRL,583,2016,Coupe de la Ligue,1,,,1,90',,120629,,,
34,CL,583,2016,Champions League,6,,7,1,540',,120629,,,
35,FRCH,583,2016,Trophée des Champions,,,,,,,120629,,,
36,ES1,1050,2015,LaLiga,32,1,26,15,2.880',,120629,,,
37,EL,1050,2015,Europa League,5,,6,2,450',,120629,,,
38,CDR,1050,2015,Copa del Rey,,,,,,,120629,,,
39,FR1,595,2014,Ligue 1,36,1,43,11,3.240',,120629,,,
40,FRL,595,2014,Coupe de la Ligue,3,,5,1,300',,120629,,,
41,FRC,595,2014,Coupe de France,1,,,1,90',,120629,,,
42,FR2,826,2013,Ligue 2,35,,31,12,3.129',,120629,,,
43,FRC,826,2013,Coupe de France,1,,1,,120',,120629,,,
44,FRL,826,2013,Coupe de la Ligue,,,,,,,120629,,,
45,FR1,583,2012,Ligue 1,2,,1,1,104',,120629,,,
46,FRC,583,2012,Coupe de France,,,,,,,120629,,,
47,FRL,583,2012,Coupe de la Ligue,,,,,,,120629,,,
48,FRC,583,2011,Coupe de France,,,,,,,120629,,,
49,FR1,583,2011,Ligue 1,,,,,,,120629,,,
50,FR1,583,2010,Ligue 1,,,,,,,120629,,,
51,EL,583,2010,Europa League,,,,,,,120629,,,
52,ELQ,583,2010,Europa League Qualifying,,,,,,,120629,,,
0,GB1,379,2023,Premier League,7,,13,1,448',,29692,,,
1,EL,379,2023,Europa League,7,,3,4,630',,29692,,,
2,FAC,379,2023,FA Cup,2,,2,,180',,29692,,,
3,CGB,379,2023,EFL Cup,2,,1,1,180',,29692,,,
4,UCOL,379,2022,Conference League,,,,,,,29692,,,
5,GB1,379,2022,Premier League,36,1,48,10,3.113',,29692,,,
6,FAC,379,2022,FA Cup,1,,,1,90',,29692,,,
7,GB1,379,2021,Premier League,37,2,50,8,3.330',,29692,,,
8,EL,379,2021,Europa League,1,,,1,90',,29692,,,
9,GB1,379,2020,Premier League,35,2,44,10,3.150',,29692,,,
10,FAC,379,2020,FA Cup,2,,1,1,203',,29692,,,
11,GB1,379,2019,Premier League,25,1,34,6,2.119',,29692,,,
12,FAC,379,2019,FA Cup,1,,,1,90',,29692,,,
13,CGB,379,2019,EFL Cup,,,,,,,29692,,,
14,GB1,379,2018,Premier League,38,,55,7,3.420',,29692,,,
15,FAC,379,2018,FA Cup,,,,,,,29692,,,
16,CGB,379,2018,EFL Cup,,,,,,,29692,,,
17,GB1,2288,2017,Premier League,38,,56,9,3.420',,29692,,,
18,GB1,2288,2016,Premier League,37,1,69,8,3.330',,29692,,,
19,FAC,2288,2016,FA Cup,,,,,,,29692,,,
20,GB1,2288,2015,Premier League,37,1,51,9,3.330',,29692,,,
21,GB1,2288,2014,Premier League,37,,46,13,3.308',1,29692,,,
22,FAC,2288,2014,FA Cup,1,,3,,90',,29692,,,
23,CGB,2288,2014,League Cup,,,,,,,29692,,,
24,FAC,11,2013,FA Cup,6,,5,2,600',,29692,,,
25,GB1,11,2013,Premier League,1,,,1,90',,29692,,,
26,CL,11,2013,Champions League,2,,3,,141',,29692,,,
27,CGB,11,2013,League Cup,2,,3,,210',,29692,,,
28,CLQ,11,2013,Champions League Qu.,,,,,,,29692,,,
29,GB1,11,2012,Premier League,4,,3,1,360',,29692,,,
30,CL,11,2012,Champions League,1,,,1,90',,29692,,,
31,GBEG,9249,2012,U21 PL Elite Group,3,,8,,270',,29692,,,
32,GB1,11,2011,Premier League,,,,,,,29692,,,
33,CL,11,2011,Champions League,1,,1,,25',,29692,,,
34,FAC,11,2011,FA Cup,2,,4,,180',,29692,,,
35,GBR,9249,2011,Reserve League,1,,1,,90',,29692,,,
36,CGB,11,2011,League Cup,3,,3,,270',,29692,,,
37,CLQ,11,2011,Champions League Qu.,,,,,,,29692,,,
38,FAC,11,2010,FA Cup,,,,,,,29692,,,
39,GB1,11,2010,Premier League,14,,14,5,1.260',,29692,,,
40,CL,11,2010,Champions League,5,,7,,450',,29692,,,
41,CGB,11,2010,League Cup,1,,1,,120',,29692,,,
42,GBR,9249,2010,Reserve League,1,,3,,90',,29692,,,
43,GB1,11,2009,Premier League,4,1,5,2,360',,29692,,,
44,CL,11,2009,Champions League,2,,3,,180',,29692,,,
45,GBRS,9249,2009,Reserve League South,3,,6,,270',,29692,,,
46,FAC,11,2009,FA Cup,2,,4,,180',,29692,,,
47,CGB,11,2009,League Cup,2,,4,,180',,29692,,,
48,GB1,11,2008,Premier League,6,,10,2,462',,29692,,,
49,CL,11,2008,Champions League,3,,,3,243',,29692,,,
50,FAC,11,2008,FA Cup,6,,4,3,540',,29692,,,
51,CGB,11,2008,League Cup,3,,2,2,270',,29692,,,
52,CLQ,11,2008,Champions League Qu.,,,,,,,29692,,,
53,GB1,11,2007,Premier League,3,,2,2,249',,29692,,,
54,CL,11,2007,Champions League,,,,,,,29692,,,
55,FAC,11,2007,FA Cup,,,,,,,29692,,,
56,CGB,11,2007,League Cup,5,,8,2,480',,29692,,,
57,CLQ,11,2007,Champions League Qu.,,,,,,,29692,,,
58,PL1,255,2006,Ekstraklasa,23,3,29,6,2.041',,29692,,,
59,UEFA,255,2006,UEFA Cup,2,,2,,180',,29692,,,
60,CLQ,255,2006,Champions League Qu.,4,,4,2,360',,29692,,,
61,PLSC,255,2006,Superpuchar,1,,2,,90',,29692,,,
62,PL1,255,2005,Ekstraklasa,30,,10,14,2.700',,29692,,,
63,UEQ,255,2005,UEFA-Cup Qualifikation,2,,5,,180',,29692,,,
64,POPU,238,2004,Fortuna Polish Cup,1,,1,,90',,29692,,,
0,GB1,379,2023,Premier League,,,,,,,576099,,,
1,EL,379,2023,Europa League,,,,,,,576099,,,
2,FAC,379,2023,FA Cup,,,,,,,576099,,,
3,GBFL,9267,2023,EFL Trophy,4,,3,2,360',,576099,,,
4,CGB,379,2023,EFL Cup,,,,,,,576099,,,
5,UCOL,379,2022,Conference League,,,,,,,576099,,,
6,GB1,379,2022,Premier League,,,,,,,576099,,,
7,GB21,9267,2022,Premier League 2,1,,,1,90',,576099,,,
8,FAC,379,2022,FA Cup,,,,,,,576099,,,
9,GB21,39337,2022,Premier League 2,1,,3,,90',,576099,,,
10,GB3,22,2022,League One,,,,,,,576099,,,
11,ECLQ,1189,2022,UECL Qualifiers,4,,3,2,390',,576099,,,
12,IRPO,1189,2021,FAI Cup,1,,3,,90',,576099,,,
13,IR1,1189,2022,Premier Division,24,,22,10,2.160',,576099,,,
14,IRPC,1189,2022,President's Cup,1,,1,,90',,576099,,,
15,GB4,3684,2021,League Two,13,,22,4,1.170',,576099,,,
16,FAC,3684,2021,FA Cup,1,,2,,90',,576099,,,
17,GBFL,3684,2021,EFL Trophy,2,,1,1,180',,576099,,,
18,CGB,3684,2021,EFL Cup,2,,4,,180',,576099,,,
19,GB21,9267,2020,Premier League 2,19,,39,2,1.676',1,576099,,,
20,GBFL,9267,2020,EFL Trophy,2,,1,1,180',,576099,,,
21,GB21,9267,2019,Premier League 2,17,,18,8,1.523',,576099,,,1
22,GB1,379,2019,Premier League,,,,,,,576099,,,
23,GBFL,9267,2019,EFL Trophy,2,,8,,180',,576099,,,
24,GB21,9267,2018,Premier League 2,8,,13,1,720',,576099,,,
25,GB18,9955,2018,U18 Premier League,7,,20,1,630',,576099,,,
26,GBFL,9267,2018,EFL Trophy,1,,2,,90',,576099,,,
27,GB18,9955,2017,U18 Premier League,5,,10,1,450',,576099,,,
28,GB21,9267,2017,Premier League 2,,,,,,,576099,,,
0,GB1,379,2023,Premier League,20,1,,,1.769',,361914,1,,1
1,EL,379,2023,Europa League,4,,,,360',,361914,1,,
2,CGB,379,2023,EFL Cup,1,,,,90',,361914,,1,
3,UCOL,379,2022,Conference League,8,2,,,706',,361914,,,
4,GB1,379,2022,Premier League,18,4,,,1.595',,361914,2,,
5,FAC,379,2022,FA Cup,3,,,,270',,361914,,,
6,CGB,379,2022,EFL Cup,1,,,,90',,361914,,,
7,FR1,273,2021,Ligue 1,31,3,,,2.738',1,361914,2,3,
8,UCOL,273,2021,Conference League,7,1,,,630',,361914,,,
9,FRC,273,2021,Coupe de France,,,,,,,361914,,,
10,ECLQ,273,2021,UECL Qualifiers,2,,,,180',,361914,2,,
11,FR1,273,2020,Ligue 1,35,6,,,3.148',,361914,3,1,
12,FRC,273,2020,Coupe de France,1,,,,60',,361914,,,
13,CL,273,2020,Champions League,4,,,,273',,361914,,,
14,FR1,2969,2019,Ligue 1,12,2,,,1.048',,361914,1,,
15,FRC,2969,2019,Coupe de France,,,,,,,361914,,,
16,C3BF,16664,2019,N3 - Bourgogne,2,,,,150',,361914,,,
17,FR1,2969,2018,Ligue 1,13,4,,,1.051',1,361914,3,,
18,C3BF,16664,2018,N3 - Bourgogne,2,,,,166',,361914,,,
19,FRC,2969,2018,Coupe de France,3,,,,270',,361914,,,
20,FRL,2969,2018,Coupe de la Ligue,1,,,,72',,361914,,,
21,MAR1,6371,2017,Botola Pro Inwi,22,1,,,1.962',,361914,,,1
22,CAFC,6371,2016,CAF Confederation Cup,12,1,,,1.110',,361914,,,
23,MARP,6371,2017,Coupe du Trône Marocaine,1,,,,90',,361914,,,
24,MAR1,6371,2016,Botola Pro Inwi,20,4,,,1.800',,361914,2,,
25,ACL,6371,2016,CAF-Champions League,2,,,,180',,361914,1,,
26,MAR1,6371,2015,Botola Pro Inwi,18,1,,,991',,361914,2,,
27,MAR1,6371,2014,Botola Pro Inwi,12,1,,,1.035',,361914,1,,
0,GB1,379,2023,Premier League,26,3,,,2.269',,157509,3,,
1,EL,379,2023,Europa League,2,,,,180',,157509,,,
2,FAC,379,2023,FA Cup,2,,,,180',,157509,,,
3,CGB,379,2023,EFL Cup,,,,,,,157509,,,
4,UCOL,379,2022,Conference League,6,,,,469',,157509,,,
5,GB1,379,2022,Premier League,25,,,,1.990',,157509,2,,
6,CGB,379,2022,EFL Cup,,,,,,,157509,,,
7,ECLQ,379,2022,UECL Qualifiers,1,,,,9',,157509,,,
8,GB1,379,2021,Premier League,24,1,,,2.080',,157509,1,,
9,EL,379,2021,Europa League,6,1,,,570',,157509,,1,
10,FAC,379,2021,FA Cup,2,,,,210',,157509,,,
11,CGB,379,2021,EFL Cup,,,,,,,157509,,,
12,GB1,631,2021,Premier League,,,,,,,157509,,,
13,USC,631,2021,UEFA Super Cup,1,,,,66',,157509,,,
14,CL,631,2020,Champions League,5,,,,450',,157509,,,
15,GB1,631,2020,Premier League,24,3,,,2.027',,157509,5,,
16,FAC,631,2020,FA Cup,5,,,,352',,157509,,,
17,CGB,631,2020,EFL Cup,2,,,,119',,157509,,,
18,CL,631,2019,Champions League,7,2,,,613',,157509,,2,
19,FAC,631,2019,FA Cup,5,1,,,450',,157509,,,
20,GB1,631,2019,Premier League,28,6,,,2.341',,157509,,,
21,CGB,631,2019,EFL Cup,2,,,,180',,157509,1,1,
22,USC,631,2019,UEFA Super Cup,1,,,,120',,157509,,,
23,GB1,29,2018,Premier League,32,3,,,2.610',,157509,2,2,1
24,FAC,29,2018,FA Cup,2,,,,134',,157509,,,
25,CGB,29,2018,EFL Cup,2,,,,180',,157509,,,
26,GB1,512,2017,Premier League,34,1,,,2.887',,157509,1,,
27,FAC,512,2017,FA Cup,1,,,,90',,157509,,,
28,CGB,512,2017,EFL Cup,2,,,,150',,157509,,,
29,FAC,631,2016,FA Cup,4,,,,271',,157509,,,
30,GB1,631,2016,Premier League,9,,,,245',,157509,,1,
31,GB21,9250,2016,Premier League 2,3,2,,,196',,157509,,,
32,GBFL,9250,2016,EFL Trophy,1,,,,90',,157509,,,
33,GB1,631,2015,Premier League,23,,,,1.917',,157509,1,,
34,FAC,631,2015,FA Cup,1,,,,90',,157509,,,
35,CL,631,2015,Champions League,6,1,,,469',,157509,1,,
36,CGB,631,2015,League Cup,1,,,,120',,157509,,1,
37,GBCS,631,2015,Community Shield,1,,,,21',,157509,,,
38,GB1,631,2014,Premier League,15,,,,640',,157509,,,
39,CL,631,2014,Champions League,4,,,,305',,157509,,,
40,CGB,631,2014,League Cup,5,,,,435',,157509,1,1,
41,FAC,631,2014,FA Cup,2,,,,180',,157509,1,,
42,FR1,618,2013,Ligue 1,24,,,,1.580',1,157509,,1,
43,ELQ,618,2013,Europa League Qualifying,3,1,,,270',,157509,,,
44,FR1,618,2012,Ligue 1,18,1,,,1.550',,157509,2,,
45,FRL,618,2012,Coupe de la Ligue,1,,,,90',,157509,,,
46,FRC,618,2012,Coupe de France,4,1,,,369',,157509,,,
47,FR1,618,2011,Ligue 1,22,3,,,1.467',,157509,2,,
48,FRC,618,2011,Coupe de France,1,,,,120',,157509,,,
49,FRL,618,2011,Coupe de la Ligue,1,,,,90',,157509,,,
0,GB1,379,2023,Premier League,16,2,,,1.258',,415912,1,,
1,EL,379,2023,Europa League,8,,,,720',,415912,,,
2,FAC,379,2023,FA Cup,2,,,,129',,415912,,,
3,CGB,379,2023,EFL Cup,3,,,,270',,415912,,,
4,DFB,79,2023,DFB-Pokal,,,,,,,415912,,,
5,L1PO,79,2022,Bundesliga Playoffs,2,1,,,135',,415912,1,,
6,L1,79,2022,Bundesliga,28,7,,,2.287',,415912,2,1,1
7,DFB,79,2022,DFB-Pokal,4,1,,,302',,415912,,,
8,L1,79,2021,Bundesliga,31,3,,,2.710',,415912,4,1,
9,DFB,79,2021,DFB-Pokal,2,,,,144',,415912,1,,
10,L1,79,2020,Bundesliga,21,5,,,1.471',,415912,,,
11,DFB,79,2020,DFB-Pokal,1,1,,,78',,415912,,,
12,L2PO,4,2019,Relegation 2. Bundesliga,1,1,,,89',,415912,,,
13,L2,4,2019,2. Bundesliga,11,3,,,868',,415912,,,
14,FAC,11,2019,FA Cup,,,,,,,415912,,,
15,GB1,11,2019,Premier League,,,,,,,415912,,,
16,EL,11,2019,Europa League,1,,,,90',,415912,,,
17,GB21,9249,2019,Premier League 2,8,3,,,697',,415912,,,
18,GBFL,9249,2019,EFL Trophy,2,2,,,180',,415912,,,
19,GB1,11,2018,Premier League,4,1,,,149',,415912,,,
20,GB21,9249,2018,Premier League 2,2,,,,161',,415912,,,
21,GB1,11,2017,Premier League,3,,,,195',1,415912,,,
22,GB21,9249,2017,Premier League 2,5,1,,,450',,415912,,,
23,CGB,11,2017,EFL Cup,,,,,,,415912,,,
24,GRP,2671,2017,Kypello Elladas,2,,,,99',,415912,,1,
25,GR1,2671,2017,Super League,14,6,,,1.260',,415912,3,,
26,GR20,14726,2016,Super League K20,11,3,,,945',,415912,3,,
27,GR1,2671,2016,Super League,2,,,,148',,415912,,,
28,TDV,14726,2016,Viareggio Cup,3,1,,,270',,415912,,,
29,GRP,2671,2016,Kypello Elladas,2,,,,156',,415912,,,
30,GR20,14726,2015,Super League K20,13,3,,,1.124',,415912,4,,
0,GB1,379,2023,Premier League,7,,,,317',,48002,,,
1,EL,379,2023,Europa League,2,1,,,180',,48002,,,
2,FAC,379,2023,FA Cup,1,,,,51',,48002,,,
3,CGB,379,2023,EFL Cup,2,,,,180',,48002,,,
4,UCOL,379,2022,Conference League,8,3,,,562',,48002,,,
5,GB1,379,2022,Premier League,16,,,,1.236',,48002,,,
6,FAC,379,2022,FA Cup,3,,,,270',,48002,,,
7,CGB,379,2022,EFL Cup,1,,,,90',,48002,,,
8,ECLQ,379,2022,UECL Qualifiers,2,,,,156',,48002,,,
9,GB21,9267,2022,Premier League 2,1,,,,90',,48002,,,
10,GB1,379,2021,Premier League,11,1,,,922',,48002,1,,
11,EL,379,2021,Europa League,,,,,,,48002,,,
12,CGB,379,2021,EFL Cup,,,,,,,48002,,,
13,GB1,379,2020,Premier League,28,4,,,2.493',,48002,3,,
14,FAC,379,2020,FA Cup,2,,,,106',,48002,,,
15,CGB,379,2020,EFL Cup,,,,,,,48002,,,
16,GB1,379,2019,Premier League,31,4,,,2.787',,48002,2,,
17,FAC,379,2019,FA Cup,2,,,,134',,48002,,,
18,CGB,379,2019,EFL Cup,,,,,,,48002,,,
19,GB1,379,2018,Premier League,24,2,,,1.870',,48002,1,1,
20,FAC,379,2018,FA Cup,2,,,,180',,48002,,,
21,CGB,379,2018,EFL Cup,3,,,,270',,48002,2,,
22,GB1,379,2017,Premier League,32,3,,,2.880',,48002,1,,
23,FAC,379,2017,FA Cup,3,1,,,300',,48002,,,
24,CGB,379,2017,EFL Cup,4,,,,360',,48002,2,,
25,GB1,379,2016,Premier League,20,2,,,1.755',,48002,,,
26,FAC,379,2016,FA Cup,1,,,,90',,48002,,,
27,CGB,379,2016,EFL Cup,3,,,,270',,48002,,,
28,ELQ,379,2016,Europa League Qualifying,2,,,,180',,48002,,,
29,GB1,379,2015,Premier League,28,5,,,2.327',,48002,,,
30,FAC,379,2015,FA Cup,5,,,,468',,48002,1,,
31,ELQ,379,2015,Europa League Qualifying,1,,,,90',,48002,,,
32,CL,506,2014,Champions League,1,,,,77',,48002,,,
33,IT1,506,2014,Serie A,25,4,,,1.751',,48002,,,
34,CIT,506,2014,Italy Cup,4,,,,226',,48002,,,
35,SCI,506,2014,Supercoppa Italiana,,,,,,,48002,,,
36,IT1,506,2013,Serie A,16,3,,,1.260',,48002,,,1
37,EL,506,2013,Europa League,3,,,,270',,48002,,,
38,CIT,506,2013,Italy Cup,2,,,,134',,48002,,,
39,CL,506,2013,Champions League,3,,,,166',,48002,,,
40,SCI,506,2013,Supercoppa Italiana,1,,,,8',,48002,,,
41,IT1,416,2012,Serie A,22,2,,,1.963',1,48002,,1,
42,ITJ1,12130,2012,Primavera A,1,,,,90',,48002,,,
43,CIT,416,2012,Italy Cup,1,,,,90',,48002,,,
44,IT2,416,2011,Serie B,39,3,,,3.496',,48002,,,
45,CIT,416,2011,Italy Cup,2,,,,180',,48002,,,
46,IT2,416,2010,Serie B,35,10,,,3.131',,48002,,1,
47,CIT,416,2010,Italy Cup,2,,,,164',,48002,,,
48,POSB,416,2009,Serie B Play-off,3,1,,,270',,48002,,,
49,IT2,416,2009,Serie B,28,4,,,2.439',,48002,1,,
50,CIT,416,2009,Italy Cup,1,,,,90',,48002,,,
51,IT1,416,2008,Serie A,19,4,,,1.187',,48002,,1,
52,CIT,416,2008,Italy Cup,4,,,,368',,48002,,,
53,IT3P,4083,2007,Playoff C1,2,1,,,180',,48002,,,
54,IT3B,4083,2007,Serie C1 - B,22,3,,,1.790',,48002,,,
55,CIT,416,2007,Italy Cup,,,,,,,48002,,,
56,IT1,416,2007,Serie A,,,,,,,48002,,,
57,IT1,416,2006,Serie A,4,1,,,184',,48002,,,
58,ITJ1,12130,2006,Primavera A,8,,,,644',,48002,,,
59,TDV,12130,2005,Viareggio Cup,4,,,,74',,48002,,,
0,GB1,379,2023,Premier League,29,7,,,2.537',,181778,1,2,
1,EL,379,2023,Europa League,7,2,,,412',,181778,,,
2,FAC,379,2023,FA Cup,2,,,,180',,181778,,,
3,CGB,379,2023,EFL Cup,1,,,,90',,181778,,,
4,UCOL,379,2022,Conference League,8,1,,,717',,181778,1,1,
5,GB1,379,2022,Premier League,22,2,,,1.320',,181778,1,,
6,FAC,379,2022,FA Cup,3,,,,258',,181778,,1,
7,CGB,379,2022,EFL Cup,1,,,,90',,181778,,,
8,FR1,1041,2021,Ligue 1,29,3,,,2.268',1,181778,1,2,
9,EL,1041,2021,Europa League,7,1,,,584',,181778,,,
10,GB1,631,2021,Premier League,1,,,,4',,181778,,,
11,USC,631,2021,UEFA Super Cup,,,,,,,181778,,,
12,CL,631,2020,Champions League,6,,,,216',,181778,1,,
13,GB1,631,2020,Premier League,2,,,,88',,181778,,,
14,FAC,631,2020,FA Cup,5,,,,371',,181778,,,
15,CGB,631,2020,EFL Cup,2,,,,114',,181778,,,
16,CL,631,2019,Champions League,3,1,,,198',,181778,,1,
17,FAC,631,2019,FA Cup,2,,,,180',,181778,,,
18,GB1,631,2019,Premier League,15,3,,,1.025',,181778,,,
19,USC,631,2019,UEFA Super Cup,1,,,,120',,181778,,,
20,EL,631,2018,Europa League,11,1,,,1.020',,181778,,2,
21,GB1,631,2018,Premier League,10,,,,660',,181778,,,
22,CGB,631,2018,EFL Cup,5,1,,,480',,181778,1,,
23,FAC,631,2018,FA Cup,1,,,,90',,181778,,,
24,GB1,631,2017,Premier League,5,,,,279',,181778,,1,
25,FAC,631,2017,FA Cup,2,,,,180',,181778,,1,
26,CL,631,2017,Champions League,,,,,,,181778,,,
27,IT1,12,2017,Serie A,1,,,,15',,181778,,,
28,CIT,12,2017,Italy Cup,1,,,,90',,181778,,,
29,IJ1,11997,2017,Primavera 1,1,,,,61',,181778,,,
30,IT1,12,2016,Serie A,25,1,,,1.967',,181778,,1,
31,CIT,12,2016,Italy Cup,4,,,,200',,181778,,,
32,EL,12,2016,Europa League,5,1,,,373',,181778,1,,
33,CLQ,12,2016,Champions League Qu.,2,1,,,55',1,181778,,,
34,IT1,12,2015,Serie A,8,1,,,182',,181778,1,,
35,CIT,12,2015,Italy Cup,1,,,,79',,181778,,,
36,IT1,458,2014,Serie A,9,,,,183',,181778,,,
37,ITJ3,11493,2014,Primavera C,1,,,,90',,181778,,,
38,BRC,221,2014,Copa do Brasil,2,1,,,180',,181778,,,
39,BRA1,221,2014,Série A,3,,,,225',,181778,,1,
40,BRA1,221,2013,Série A,14,2,,,862',,181778,1,2,
41,BRC,221,2013,Copa do Brasil,1,,,,90',,181778,,,
42,BRA1,221,2012,Série A,1,,,,63',,181778,,,
