,id,from,to,date,upcoming,season,marketValue,fee
0,40792,254,80,"Jul 1, 2015",False,15/16,€900k,free transfer
1,40792,81,254,"Jul 5, 2013",False,13/14,€600k,€100k
2,40792,110,81,"Jul 1, 2010",False,10/11,€450k,free transfer
3,40792,5137,110,"Jul 1, 2007",False,07/08,€50k,
4,40792,8228,5137,"Jul 1, 2006",False,06/07,,
5,40792,21128,8228,"Jul 1, 2005",False,05/06,,
6,40792,42287,21128,"Jul 1, 2003",False,03/04,,free transfer
0,316983,30,41,"Jun 30, 2024",True,23/24,€350k,End of loan
1,316983,41,30,"Jan 30, 2024",False,23/24,€500k,loan transfer
2,316983,1011,41,"Dec 31, 2023",False,23/24,€500k,End of loan
3,316983,41,1011,"Aug 2, 2023",False,23/24,€400k,loan transfer
4,316983,80,41,"Jun 30, 2023",False,22/23,€400k,End of loan
5,316983,41,80,"Sep 1, 2022",False,22/23,€500k,loan transfer
6,316983,496,41,"Aug 11, 2021",False,21/22,€750k,€600k
7,316983,2719,496,"Jul 28, 2020",False,20/21,€350k,End of loan
8,316983,496,2719,"Jan 8, 2020",False,19/20,€400k,loan transfer
9,316983,7009,496,"Nov 30, 2019",False,19/20,€400k,End of loan
10,316983,496,7009,"Jan 9, 2019",False,18/19,€400k,loan transfer
11,316983,701,496,"Nov 30, 2018",False,18/19,€400k,End of loan
12,316983,496,701,"Jan 13, 2017",False,16/17,€75k,loan transfer
13,316983,7917,496,"Jan 1, 2015",False,14/15,,
14,316983,40593,7917,"Jan 1, 2014",False,13/14,,
0,61989,42,80,"Jul 1, 2021",False,21/22,€500k,free transfer
1,61989,533,42,"Jul 30, 2020",False,20/21,€400k,free transfer
2,61989,42,533,"Jan 14, 2020",False,19/20,€500k,free transfer
3,61989,105,42,"Jul 1, 2017",False,17/18,€2.00m,€2.00m
4,61989,122,105,"Jul 1, 2016",False,16/17,€900k,€350k
5,61989,80,122,"Jul 1, 2015",False,15/16,€500k,free transfer
6,61989,446,80,"Jul 1, 2010",False,10/11,€75k,
7,61989,4242,446,"Jul 1, 2008",False,08/09,,free transfer
8,61989,23905,4242,"Jul 1, 2007",False,07/08,,free transfer
9,61989,20768,23905,"Jul 1, 2006",False,06/07,,free transfer
10,61989,37517,20768,"Jul 1, 2005",False,05/06,,
11,61989,55339,37517,"Jul 1, 2004",False,04/05,,free transfer
12,61989,37136,55339,"Jul 1, 2002",False,02/03,,
13,61989,11894,37136,"Jul 1, 2001",False,01/02,,free transfer
14,61989,55341,11894,"Jul 1, 1999",False,99/00,,free transfer
15,61989,55343,55341,"Jul 1, 1997",False,97/98,,free transfer
16,61989,55345,55343,"Jul 1, 1993",False,93/94,,free transfer
0,452192,299,80,"Jun 30, 2024",True,23/24,€75k,End of loan
1,452192,80,299,"Jul 1, 2023",False,23/24,€100k,loan transfer
2,452192,3862,80,"Mar 2, 2019",False,18/19,,
3,452192,21085,3862,"Jul 1, 2018",False,18/19,,
4,452192,11894,21085,"Oct 1, 2016",False,16/17,,
5,452192,40051,11894,"Jul 1, 2014",False,14/15,,free transfer
0,343959,2282,80,"Oct 5, 2020",False,20/21,€250k,free transfer
1,343959,2414,2282,"Jul 31, 2020",False,19/20,€250k,End of loan
2,343959,2282,2414,"Jul 19, 2019",False,19/20,€250k,loan transfer
3,343959,7918,2282,"Jun 30, 2019",False,18/19,€250k,End of loan
4,343959,2282,7918,"Jul 30, 2018",False,18/19,€1.00m,loan transfer
5,343959,6621,2282,"Jul 1, 2017",False,17/18,€1.50m,€1.60m
6,343959,15058,6621,"Jan 1, 2016",False,15/16,,
0,118850,121,515,"Jul 1, 2024",True,24/25,€3.00m,
1,118850,80,121,"Jun 30, 2024",True,23/24,€3.00m,End of loan
2,118850,121,80,"Jul 10, 2022",False,22/23,€5.00m,loan transfer
3,118850,660,121,"Jul 1, 2019",False,19/20,€1.50m,free transfer
4,118850,8963,660,"Jul 1, 2014",False,14/15,€1.00m,
5,118850,6993,8963,"Jun 30, 2014",False,13/14,€1.00m,End of loan
6,118850,8963,6993,"Jan 15, 2013",False,12/13,€100k,loan transfer
7,118850,6993,8963,"Jun 30, 2011",False,10/11,€100k,End of loan
8,118850,8963,6993,"Jan 1, 2011",False,10/11,,loan transfer
9,118850,31606,8963,"Feb 1, 2010",False,09/10,,
10,118850,81789,31606,"Jul 1, 2007",False,07/08,,
0,413843,80,60,"Jun 30, 2024",True,23/24,€5.00m,End of loan
1,413843,60,80,"Aug 22, 2023",False,23/24,€3.00m,loan transfer
2,413843,80,60,"Jun 30, 2023",False,22/23,€3.00m,End of loan
3,413843,60,80,"Jan 2, 2023",False,22/23,€3.00m,loan transfer
4,413843,89,60,"Jun 30, 2020",False,19/20,€2.80m,End of loan
5,413843,60,89,"Jul 1, 2019",False,19/20,€1.00m,loan transfer
6,413843,245,60,"Jul 1, 2018",False,18/19,€75k,
7,413843,6830,245,"Jul 1, 2017",False,17/18,,free transfer
8,413843,12108,6830,"Jul 1, 2015",False,15/16,,free transfer
9,413843,42362,12108,"Jul 1, 2014",False,14/15,,free transfer
10,413843,29815,42362,"Jul 1, 2012",False,12/13,,free transfer
0,110036,89,3,"Aug 31, 2023",False,23/24,€1.20m,?
1,110036,80,89,"Jun 30, 2023",False,22/23,€1.20m,End of loan
2,110036,89,80,"Aug 11, 2022",False,22/23,€2.50m,"Loan fee:<br /><i class=""normaler-text"">€600k</i>"
3,110036,60,89,"Jan 1, 2022",False,21/22,€3.00m,€150k
4,110036,3,60,"Jul 1, 2018",False,18/19,€7.50m,€3.00m
5,110036,2,3,"Jul 1, 2015",False,15/16,€2.00m,€1.50m
6,110036,2371,2,"Sep 21, 2011",False,11/12,,
7,110036,21047,2371,"Jul 1, 2010",False,10/11,,
8,110036,12015,21047,"Jul 1, 2009",False,09/10,,
9,110036,65397,12015,"Jul 1, 2001",False,01/02,,free transfer
0,696164,4441,80,"Jun 30, 2023",False,22/23,€800k,End of loan
1,696164,80,4441,"Jan 24, 2023",False,22/23,€600k,loan transfer
2,696164,3862,80,"Jul 1, 2022",False,22/23,,
3,696164,21085,3862,"Jul 1, 2020",False,20/21,,
4,696164,11894,21085,"Jul 1, 2018",False,18/19,,
0,63489,80,653,"Jul 10, 2023",False,23/24,€500k,free transfer
1,63489,897,80,"Aug 14, 2020",False,20/21,€400k,free transfer
2,63489,80,897,"Jun 30, 2020",False,19/20,€400k,End of loan
3,63489,897,80,"Jan 31, 2020",False,19/20,€700k,loan transfer
4,63489,2441,897,"Jul 1, 2019",False,19/20,€700k,free transfer
5,63489,169,2441,"Jul 1, 2014",False,14/15,€500k,free transfer
6,63489,3396,169,"Jul 13, 2012",False,12/13,€350k,free transfer
7,63489,6676,3396,"Jul 1, 2011",False,11/12,€300k,free transfer
8,63489,3984,6676,"Jun 30, 2011",False,10/11,€250k,End of loan
9,63489,6676,3984,"Jan 1, 2011",False,10/11,€300k,loan transfer
10,63489,683,6676,"Jul 1, 2009",False,09/10,€400k,free transfer
11,63489,3392,683,"Jun 30, 2009",False,08/09,€400k,End of loan
12,63489,683,3392,"Jul 1, 2008",False,08/09,€250k,loan transfer
13,63489,7661,683,"Jul 1, 2007",False,07/08,,
0,813730,3862,80,"Jul 1, 2022",False,22/23,,
1,813730,21085,3862,"Jul 1, 2021",False,21/22,,
2,813730,11894,21085,"Jul 1, 2020",False,20/21,,
3,813730,52235,11894,"Jul 1, 2015",False,15/16,,?
0,154396,533,80,"Jul 1, 2017",False,17/18,€500k,free transfer
1,154396,515,533,"Nov 23, 2016",False,16/17,€500k,
2,154396,4795,515,"Jul 1, 2016",False,16/17,€1.50m,
3,154396,541,4795,"Jul 1, 2013",False,13/14,€300k,free transfer
4,154396,515,541,"Jul 12, 2010",False,10/11,,free transfer
0,231586,80,4,"Jul 1, 2023",False,23/24,€1.20m,free transfer
1,231586,4,80,"Jun 30, 2023",False,22/23,€1.20m,End of loan
2,231586,80,4,"Jan 7, 2023",False,22/23,€1.80m,loan transfer
3,231586,3,80,"Jul 25, 2022",False,22/23,€1.80m,free transfer
4,231586,42,3,"Jun 30, 2020",False,19/20,€1.60m,End of loan
5,231586,3,42,"Aug 15, 2019",False,19/20,€2.50m,"Loan fee:<br /><i class=""normaler-text"">€100k</i>"
6,231586,82,3,"Jul 1, 2017",False,17/18,€4.00m,€7.00m
7,231586,5343,82,"Jul 1, 2016",False,16/17,,
8,231586,21087,5343,"Jul 1, 2014",False,14/15,,
9,231586,12821,21087,"Jul 1, 2012",False,12/13,,
10,231586,65404,12821,"Jul 1, 2008",False,08/09,,free transfer
0,148967,515,30,"Feb 1, 2024",False,23/24,€1.00m,
1,148967,80,515,"Jul 1, 2023",False,23/24,€1.20m,
2,148967,533,80,"Jul 6, 2022",False,22/23,€1.80m,€250k
3,148967,80,533,"Jun 30, 2022",False,21/22,€1.80m,End of loan
4,148967,533,80,"Aug 1, 2021",False,21/22,€1.20m,loan transfer
5,148967,167,533,"Jul 1, 2019",False,19/20,€3.00m,free transfer
6,148967,512,167,"Jun 30, 2018",False,17/18,€3.50m,End of loan
7,148967,167,512,"Jan 18, 2018",False,17/18,€3.50m,"Loan fee:<br /><i class=""normaler-text"">€600k</i>"
8,148967,15,167,"Aug 20, 2015",False,15/16,€2.00m,€2.50m
9,148967,931,15,"Jun 30, 2015",False,14/15,€2.00m,End of loan
10,148967,15,931,"Jul 9, 2014",False,14/15,€2.00m,loan transfer
11,148967,1091,15,"Jun 30, 2013",False,12/13,€2.00m,End of loan
12,148967,15,1091,"Jul 2, 2012",False,12/13,€600k,loan transfer
13,148967,1091,15,"Jul 1, 2012",False,12/13,€600k,€1.50m
14,148967,8511,1091,"Jan 1, 2011",False,10/11,,
0,397099,2671,80,"Jun 30, 2024",True,23/24,€700k,End of loan
1,397099,80,2671,"Jan 22, 2024",False,23/24,€800k,loan transfer
2,397099,9249,80,"Jul 1, 2022",False,22/23,€1.00m,free transfer
3,397099,1194,9249,"May 31, 2022",False,21/22,€1.20m,End of loan
4,397099,9249,1194,"Jan 31, 2022",False,21/22,€1.20m,loan transfer
5,397099,703,9249,"Jan 6, 2022",False,21/22,€1.20m,End of loan
6,397099,9249,703,"Aug 10, 2021",False,21/22,€1.20m,loan transfer
7,397099,603,9249,"May 31, 2021",False,20/21,€1.20m,End of loan
8,397099,9249,603,"Aug 25, 2020",False,20/21,€1.00m,loan transfer
9,397099,80,9249,"Jun 30, 2020",False,19/20,€325k,End of loan
10,397099,9249,80,"Jul 1, 2019",False,19/20,€250k,loan transfer
11,397099,5679,9249,"Jul 1, 2017",False,17/18,,
12,397099,53035,5679,"Jul 1, 2015",False,15/16,,?
0,196435,366,452,"Jul 1, 2023",False,23/24,€1.00m,€500k
1,196435,80,366,"Jun 30, 2023",False,22/23,€1.00m,End of loan
2,196435,366,80,"Jul 1, 2022",False,22/23,€1.00m,"Loan fee:<br /><i class=""normaler-text"">€300k</i>"
3,196435,720,366,"Oct 1, 2020",False,20/21,€2.00m,€1.90m
4,196435,452,720,"Aug 12, 2020",False,19/20,€2.00m,End of loan
5,196435,720,452,"Jul 1, 2019",False,19/20,€2.00m,loan transfer
6,196435,703,720,"Jun 30, 2019",False,18/19,€2.00m,End of loan
7,196435,720,703,"Aug 31, 2018",False,18/19,€3.00m,loan transfer
8,196435,618,720,"Jul 1, 2018",False,18/19,€3.00m,€2.20m
9,196435,371,618,"Jul 7, 2017",False,17/18,€500k,?
10,196435,349,371,"Jun 30, 2017",False,16/17,€500k,End of loan
11,196435,371,349,"Aug 31, 2016",False,16/17,€500k,loan transfer
12,196435,9251,371,"Jul 1, 2015",False,15/16,€250k,€280k
13,196435,355,9251,"May 31, 2015",False,14/15,€250k,End of loan
14,196435,9251,355,"Feb 2, 2015",False,14/15,,loan transfer
15,196435,14537,9251,"Sep 2, 2013",False,13/14,,€830k
16,196435,33982,14537,"Jul 1, 2011",False,11/12,,
0,121686,371,80,"Aug 27, 2019",False,19/20,€750k,free transfer
1,121686,984,371,"Aug 30, 2016",False,16/17,€1.50m,€1.20m
2,121686,195,984,"Aug 5, 2014",False,14/15,€1.00m,€2.40m
3,121686,190,195,"Jan 1, 2013",False,12/13,€600k,€400k
4,121686,195,190,"Dec 31, 2012",False,12/13,€600k,End of loan
5,121686,190,195,"Aug 23, 2012",False,12/13,€250k,loan transfer
6,121686,3837,190,"Aug 1, 2011",False,11/12,€275k,€50k
7,121686,18579,3837,"Jul 7, 2010",False,10/11,€50k,free transfer
8,121686,51037,18579,"Jul 1, 2006",False,06/07,,
0,199297,80,30974,"Aug 29, 2023",False,23/24,€700k,free transfer
1,199297,10482,80,"Jul 1, 2022",False,22/23,€1.60m,free transfer
2,199297,31614,10482,"Jan 19, 2020",False,19/20,€3.00m,€1.00m
3,199297,2300,31614,"Aug 1, 2017",False,17/18,€900k,€1.50m
4,199297,2118,2300,"Jul 1, 2015",False,15/16,€250k,€75k
5,199297,42215,2118,"Sep 1, 2011",False,11/12,,?
6,199297,11160,42215,"Aug 26, 2011",False,11/12,,free transfer
7,199297,38433,11160,"Feb 28, 2011",False,10/11,,free transfer
8,199297,15704,38433,"Jul 1, 2010",False,10/11,,
0,111266,129,80,"Jul 1, 2014",False,14/15,€650k,free transfer
1,111266,1080,129,"Jul 1, 2012",False,12/13,€600k,free transfer
2,111266,10004,1080,"Jul 1, 2010",False,10/11,,free transfer
3,111266,895,10004,"Jul 1, 2008",False,08/09,,free transfer
4,111266,8515,895,"Jul 1, 2006",False,06/07,,free transfer
0,443331,17,80,"Jul 1, 2021",False,21/22,€200k,free transfer
1,443331,1464,17,"Jul 1, 2019",False,19/20,,
2,443331,21079,1464,"Jul 1, 2017",False,17/18,,free transfer
3,443331,12012,21079,"Jul 1, 2016",False,16/17,,
4,443331,93531,12012,"Jul 1, 2011",False,11/12,,free transfer
0,339829,3060,683,"Jun 30, 2024",True,23/24,€1.50m,End of loan
1,339829,683,3060,"Sep 12, 2023",False,23/24,€1.70m,loan transfer
2,339829,80,683,"Jun 30, 2023",False,22/23,€1.70m,End of loan
3,339829,683,80,"Jan 6, 2023",False,22/23,€2.00m,loan transfer
4,339829,39,683,"Jul 1, 2021",False,21/22,€3.50m,€1.80m
5,339829,3679,39,"Jul 6, 2018",False,18/19,€2.00m,€7.50m
6,339829,16795,3679,"Jun 30, 2018",False,17/18,€2.00m,End of loan
7,339829,3679,16795,"Jul 25, 2017",False,17/18,€250k,loan transfer
8,339829,29095,3679,"Jun 30, 2017",False,16/17,€250k,End of loan
9,339829,3679,29095,"Jul 21, 2016",False,16/17,,loan transfer
10,339829,31506,3679,"Jul 1, 2014",False,14/15,,
11,339829,56382,31506,"Jul 1, 2013",False,13/14,,free transfer
12,339829,74199,56382,"Jul 1, 2012",False,12/13,,free transfer
0,106872,39,80,"Jul 1, 2022",False,22/23,€1.60m,free transfer
1,106872,515,39,"Oct 7, 2020",False,20/21,€6.00m,
2,106872,38,515,"Jul 1, 2020",False,20/21,€4.00m,
3,106872,80,38,"Jul 1, 2018",False,18/19,€2.00m,free transfer
4,106872,127,80,"Jul 1, 2016",False,16/17,€900k,free transfer
5,106872,79,127,"Aug 25, 2015",False,15/16,€1.00m,€1.00m
6,106872,2,79,"Jun 30, 2015",False,14/15,€1.00m,End of loan
7,106872,79,2,"Jul 1, 2013",False,13/14,€400k,"Loan fee:<br /><i class=""normaler-text"">€300k</i>"
8,106872,102,79,"Jul 1, 2012",False,12/13,€400k,
9,106872,2517,102,"Jul 1, 2011",False,11/12,€100k,
10,106872,21084,2517,"Jul 1, 2010",False,10/11,,
11,106872,4387,21084,"Jul 1, 2009",False,09/10,,free transfer
12,106872,32273,4387,"Jan 1, 2007",False,06/07,,free transfer
0,179635,79,80,"Jul 1, 2022",False,22/23,€2.50m,€500k
1,179635,254,79,"Sep 2, 2019",False,19/20,€1.50m,€3.00m
2,179635,4,254,"Aug 17, 2017",False,17/18,€200k,?
3,179635,85,4,"Jan 31, 2017",False,16/17,€250k,€90k
4,179635,2517,85,"Jul 1, 2014",False,14/15,,free transfer
5,179635,21084,2517,"Jul 1, 2012",False,12/13,,
6,179635,18065,21084,"Jul 1, 2010",False,10/11,,free transfer
0,190289,105,80,"Jun 30, 2024",True,23/24,€1.50m,End of loan
1,190289,80,105,"Jan 21, 2024",False,23/24,€2.00m,loan transfer
2,190289,589,80,"Jan 20, 2024",False,23/24,€2.00m,End of loan
3,190289,80,589,"Aug 5, 2023",False,23/24,€2.50m,loan transfer
4,190289,39,80,"Aug 24, 2020",False,20/21,€1.20m,free transfer
5,190289,127,39,"Jun 30, 2020",False,19/20,€1.20m,End of loan
6,190289,39,127,"Jul 1, 2019",False,19/20,€1.50m,loan transfer
7,190289,23,39,"Jul 1, 2016",False,16/17,€600k,€3.00m
8,190289,1212,23,"Jul 1, 2015",False,15/16,€125k,
9,190289,14605,1212,"Jul 1, 2014",False,14/15,,free transfer
10,190289,30691,14605,"Sep 1, 2013",False,13/14,,free transfer
11,190289,2491,30691,"Jul 1, 2013",False,13/14,,free transfer
12,190289,21079,2491,"Jul 1, 2012",False,12/13,,
13,190289,12012,21079,"Jul 1, 2011",False,11/12,,
14,190289,41795,12012,"Jul 1, 2010",False,10/11,,free transfer
0,289182,127,80,"Jul 1, 2021",False,21/22,€1.00m,free transfer
1,289182,1000,127,"Jul 1, 2017",False,17/18,€125k,free transfer
2,289182,387,1000,"Jul 1, 2014",False,14/15,,free transfer
3,289182,10011,387,"Jul 1, 2013",False,13/14,,
4,289182,4267,10011,"Jul 1, 2012",False,12/13,,free transfer
5,289182,21070,4267,"Jul 1, 2011",False,11/12,,free transfer
6,289182,11888,21070,"Jul 1, 2010",False,10/11,,
7,289182,65020,11888,"Jul 1, 2009",False,09/10,,free transfer
8,289182,95260,65020,"Jul 1, 2001",False,01/02,,free transfer
0,245744,515,80,"Jul 1, 2021",False,21/22,€3.00m,
1,245744,669,515,"May 3, 2021",False,20/21,€2.50m,
2,245744,11,669,"Aug 2, 2019",False,19/20,€1.50m,€1.00m
3,245744,42,11,"Jun 30, 2019",False,18/19,€1.50m,End of loan
4,245744,11,42,"Jul 1, 2018",False,18/19,€2.00m,"Loan fee:<br /><i class=""normaler-text"">€1.00m</i>"
5,245744,79,11,"Jun 30, 2018",False,17/18,€2.00m,End of loan
6,245744,11,79,"Aug 26, 2016",False,16/17,€1.50m,loan transfer
7,245744,2697,11,"Jul 18, 2016",False,16/17,€1.20m,€4.00m
8,245744,53518,2697,"Feb 1, 2013",False,12/13,,free transfer
0,283140,72,440,"Jan 5, 2024",False,23/24,€200k,free transfer
1,283140,23,72,"Jul 1, 2023",False,23/24,€300k,free transfer
2,283140,80,23,"Jan 24, 2023",False,22/23,€300k,€50k
3,283140,21,80,"Jul 15, 2020",False,20/21,€300k,free transfer
4,283140,275,21,"Jul 1, 2019",False,19/20,€175k,free transfer
5,283140,4690,275,"Jul 1, 2018",False,18/19,€75k,free transfer
6,283140,4713,4690,"Jul 1, 2016",False,16/17,,free transfer
7,283140,7781,4713,"Jul 1, 2015",False,15/16,,free transfer
8,283140,23004,7781,"Jul 1, 2014",False,14/15,,
0,119037,48,80,"Jul 1, 2022",False,22/23,€2.00m,free transfer
1,119037,23,48,"Jul 1, 2019",False,19/20,€500k,free transfer
2,119037,65,23,"Jan 23, 2018",False,17/18,€750k,€700k
3,119037,1148,65,"Jul 1, 2017",False,17/18,€1.00m,€250k
4,119037,2,1148,"Jul 23, 2015",False,15/16,€1.00m,€2.00m
5,119037,33,2,"Jul 1, 2014",False,14/15,€1.00m,€1.00m
6,119037,4795,33,"Jun 30, 2014",False,13/14,€1.00m,End of loan
7,119037,33,4795,"Jul 14, 2013",False,13/14,€600k,"Loan fee:<br /><i class=""normaler-text"">€200k</i>"
8,119037,127,33,"Jun 30, 2013",False,12/13,€600k,End of loan
9,119037,33,127,"Jul 30, 2012",False,12/13,€200k,"Loan fee:<br /><i class=""normaler-text"">€100k</i>"
10,119037,34,33,"Jul 1, 2012",False,12/13,€100k,
11,119037,1463,34,"Jul 1, 2011",False,11/12,,
12,119037,21061,1463,"Jul 1, 2010",False,10/11,,
13,119037,47339,21061,"Jul 1, 2009",False,09/10,,free transfer
14,119037,47340,47339,"Jul 1, 2008",False,08/09,,
15,119037,53501,47340,"Jul 1, 2007",False,07/08,,free transfer
0,79967,80,35,"Sep 1, 2023",False,23/24,€1.10m,?
1,79967,3,80,"Jan 1, 2019",False,18/19,€1.50m,€300k
2,79967,2,3,"Jun 30, 2015",False,14/15,€2.00m,End of loan
3,79967,3,2,"Jan 31, 2015",False,14/15,€3.00m,loan transfer
4,79967,2,3,"Jul 1, 2014",False,14/15,€3.00m,€3.50m
5,79967,81,2,"Jul 1, 2013",False,13/14,€600k,€630k
6,79967,48,81,"Jul 1, 2012",False,12/13,€150k,free transfer
7,79967,582,48,"Jul 1, 2011",False,11/12,€150k,
8,79967,5370,582,"Jul 1, 2009",False,09/10,,
9,79967,7750,5370,"Jul 1, 2008",False,08/09,,free transfer
10,79967,21084,7750,"Jul 1, 2007",False,07/08,,free transfer
11,79967,19210,21084,"Jul 1, 2006",False,06/07,,
12,79967,40424,19210,"Jul 1, 2005",False,05/06,,free transfer
0,291422,80,515,"Jan 9, 2024",False,23/24,€400k,
1,291422,1160,80,"Jun 30, 2023",False,22/23,€1.00m,End of loan
2,291422,80,1160,"Jan 31, 2023",False,22/23,€1.50m,loan transfer
3,291422,350,80,"Aug 15, 2022",False,22/23,€6.00m,free transfer
4,291422,380,350,"Jun 30, 2022",False,21/22,€6.00m,End of loan
5,291422,350,380,"Jan 31, 2022",False,21/22,€8.00m,loan transfer
6,291422,989,350,"Jul 21, 2019",False,19/20,€3.50m,€11.10m
7,291422,738,989,"Jul 1, 2016",False,16/17,€400k,€6.50m
8,291422,15439,738,"Jul 1, 2015",False,15/16,€50k,
9,291422,12278,15439,"Jul 1, 2012",False,12/13,,
10,291422,67605,12278,"Jul 1, 2011",False,11/12,,
0,406973,17,80,"Jan 22, 2023",False,22/23,€175k,€135k
1,406973,25,17,"Jul 1, 2020",False,20/21,€200k,free transfer
2,406973,2492,25,"Jul 1, 2019",False,19/20,€125k,
3,406973,21059,2492,"Jul 1, 2017",False,17/18,,
4,406973,17958,21059,"Jul 1, 2015",False,15/16,,
5,406973,63555,17958,"Jul 1, 2012",False,12/13,,free transfer
6,406973,65646,63555,"Jul 1, 2011",False,11/12,,free transfer
0,312819,80,452,"Jul 1, 2023",False,23/24,€600k,free transfer
1,312819,520,80,"Jun 30, 2022",False,21/22,€600k,End of loan
2,312819,80,520,"Jan 25, 2022",False,21/22,€800k,loan transfer
3,312819,58,80,"Jul 5, 2019",False,19/20,€700k,€400k
4,312819,80,58,"Jun 30, 2019",False,18/19,€700k,End of loan
5,312819,58,80,"Jul 20, 2018",False,18/19,€1.00m,"Loan fee:<br /><i class=""normaler-text"">€300k</i>"
6,312819,354,58,"Jan 5, 2018",False,17/18,€1.20m,End of loan
7,312819,58,354,"Aug 30, 2017",False,17/18,€1.20m,loan transfer
8,312819,968,58,"Jun 30, 2017",False,16/17,€1.20m,End of loan
9,312819,58,968,"Feb 1, 2017",False,16/17,€900k,loan transfer
10,312819,968,58,"Jan 31, 2017",False,16/17,€900k,€1.20m
11,312819,2292,968,"Jul 25, 2016",False,16/17,€400k,free transfer
12,312819,2068,2292,"Jul 25, 2015",False,15/16,€100k,?
13,312819,31599,2068,"Sep 17, 2014",False,14/15,,€40k
0,125714,60,1148,"Jul 1, 2023",False,23/24,€10.00m,€13.00m
1,125714,52,60,"Jul 1, 2018",False,18/19,€900k,€2.00m
2,125714,65,52,"Jul 1, 2016",False,16/17,€200k,?
3,125714,8,65,"Jul 1, 2013",False,13/14,€250k,free transfer
4,125714,5295,8,"Jul 1, 2012",False,12/13,€50k,
5,125714,21052,5295,"Jul 1, 2010",False,10/11,,
6,125714,32802,21052,"Jul 1, 2009",False,09/10,,free transfer
0,526845,245,60,"Jul 1, 2021",False,21/22,€350k,
1,526845,4042,245,"Jul 1, 2020",False,20/21,,
2,526845,21075,4042,"Jul 1, 2018",False,18/19,,
3,526845,18042,21075,"Jul 1, 2017",False,17/18,,
4,526845,36943,18042,"Jul 1, 2015",False,15/16,,free transfer
0,120296,48,60,"Aug 5, 2020",False,20/21,€475k,free transfer
1,120296,79,48,"Jul 1, 2017",False,17/18,€200k,free transfer
2,120296,102,79,"Feb 1, 2016",False,15/16,€100k,
3,120296,473,102,"Aug 31, 2015",False,15/16,€100k,?
4,120296,4,473,"Jul 1, 2015",False,15/16,€100k,
5,120296,102,4,"Jun 30, 2015",False,14/15,€100k,End of loan
6,120296,4,102,"Aug 26, 2014",False,14/15,€100k,loan transfer
7,120296,473,4,"Jul 1, 2013",False,13/14,€100k,
8,120296,8228,473,"Jul 1, 2011",False,11/12,,free transfer
9,120296,21128,8228,"Jul 1, 2010",False,10/11,,
10,120296,37564,21128,"Jul 1, 2008",False,08/09,,
0,225657,418,60,"Jul 1, 2018",False,18/19,€2.50m,€2.00m
1,225657,60,418,"Jun 30, 2018",False,17/18,€2.50m,End of loan
2,225657,418,60,"Jul 5, 2017",False,17/18,€800k,"Loan fee:<br /><i class=""normaler-text"">€500k</i>"
3,225657,6767,418,"Jul 1, 2017",False,17/18,€800k,
4,225657,7001,6767,"Jul 1, 2015",False,15/16,,€800k
5,225657,28870,7001,"Jun 30, 2015",False,14/15,,End of loan
6,225657,7001,28870,"Aug 30, 2014",False,14/15,,loan transfer
7,225657,4753,7001,"Jul 1, 2013",False,13/14,,
8,225657,42824,4753,"Jul 1, 2012",False,12/13,,
9,225657,42823,42824,"Jul 1, 2011",False,11/12,,
10,225657,20134,42823,"Jul 1, 2010",False,10/11,,
11,225657,48550,20134,"Nov 21, 2007",False,07/08,,?
0,124502,18,60,"Jul 1, 2022",False,22/23,€18.00m,free transfer
1,124502,16,18,"Jul 4, 2017",False,17/18,€15.00m,€17.00m
2,124502,60,16,"Jul 17, 2014",False,14/15,€12.00m,€10.00m
3,124502,4042,60,"Jan 23, 2012",False,11/12,€200k,
4,124502,21075,4042,"Jul 1, 2010",False,10/11,,
5,124502,18042,21075,"Jul 1, 2009",False,09/10,,
6,124502,60978,18042,"Jul 1, 2005",False,05/06,,free transfer
0,413843,80,60,"Jun 30, 2024",True,23/24,€5.00m,End of loan
1,413843,60,80,"Aug 22, 2023",False,23/24,€3.00m,loan transfer
2,413843,80,60,"Jun 30, 2023",False,22/23,€3.00m,End of loan
3,413843,60,80,"Jan 2, 2023",False,22/23,€3.00m,loan transfer
4,413843,89,60,"Jun 30, 2020",False,19/20,€2.80m,End of loan
5,413843,60,89,"Jul 1, 2019",False,19/20,€1.00m,loan transfer
6,413843,245,60,"Jul 1, 2018",False,18/19,€75k,
7,413843,6830,245,"Jul 1, 2017",False,17/18,,free transfer
8,413843,12108,6830,"Jul 1, 2015",False,15/16,,free transfer
9,413843,42362,12108,"Jul 1, 2014",False,14/15,,free transfer
10,413843,29815,42362,"Jul 1, 2012",False,12/13,,free transfer
0,527276,245,60,"Jan 1, 2023",False,22/23,€750k,
1,527276,4042,245,"Jul 1, 2020",False,20/21,,
2,527276,21075,4042,"Jul 1, 2019",False,19/20,,
3,527276,38446,21075,"Jul 1, 2017",False,17/18,,free transfer
0,45683,48,60,"Jul 1, 2016",False,16/17,€1.00m,€1.20m
1,45683,127,48,"Jul 1, 2013",False,13/14,€500k,free transfer
2,45683,533,127,"Jul 1, 2012",False,12/13,€200k,free transfer
3,45683,8925,533,"Jul 1, 2009",False,09/10,,
4,45683,21082,8925,"Jul 1, 2008",False,08/09,,
5,45683,43229,21082,"Jul 1, 2007",False,07/08,,free transfer
6,45683,39668,43229,"Jul 1, 2006",False,06/07,,
7,45683,116430,39668,"Jul 1, 2003",False,03/04,,free transfer
