,competitionID,clubID,seasonID,competitionName,appearances,yellowCards,goalsConceded,cleanSheets,minutesPlayed,redCards,secondYellowCards,goals,id,assists
29,EL,1091,2011,Europa League,3,,,,159',1,,,148967,
30,GRP,1091,2011,Kypello Elladas,1,,,,90',,,,148967,
31,GR1,1091,2010,Super League,,,,,,,,,148967,
0,S1PO,2671,2023,SL1 Play-out,1,1,,,90',,,,397099,
1,GR1,2671,2023,Super League 1,7,1,,,458',,,,397099,1
2,L1,80,2023,Bundesliga,,,,,,,,,397099,
3,L1,80,2022,Bundesliga,20,3,,,745',,,,397099,
4,DFB,80,2022,DFB-Pokal,2,,,,45',,,,397099,
5,GB3,1194,2021,League One,14,1,,,772',,,,397099,
6,GBFL,1194,2021,EFL Trophy,2,1,,,130',,,1,397099,
7,GB2,703,2021,Championship,4,1,,,236',,,,397099,
8,GB2,603,2020,Championship,8,,,,557',,,,397099,
9,CGB,603,2020,EFL Cup,1,,,,90',,,,397099,
10,L2,80,2019,2. Bundesliga,21,4,,,1.347',,,5,397099,3
11,DFB,80,2019,DFB-Pokal,1,,,,12',,,,397099,
12,GB21,9249,2018,Premier League 2,11,1,,,897',1,,,397099,1
13,GBFL,9249,2018,EFL Trophy,1,,,,90',,,,397099,
14,EL,11,2018,Europa League,,,,,,,,,397099,
15,GB1,11,2017,Premier League,,,,,,,,,397099,
16,GB21,9249,2017,Premier League 2,18,2,,,1.620',,,2,397099,1
17,FAC,11,2017,FA Cup,,,,,,,,,397099,
18,EL,11,2017,Europa League,,,,,,,,,397099,
19,CGB,11,2017,EFL Cup,,,,,,,,,397099,
20,18GB,5679,2016,U18 PL - Final Stage,7,,,,630',,,,397099,1
21,GB18,5679,2016,U18 Premier League,22,1,,,1.910',,,2,397099,2
22,19YL,41571,2016,UEFA Youth League,,,,,,,,,397099,
23,GB21,9249,2016,Premier League 2,,,,,,,,,397099,
24,19YL,41571,2015,UEFA Youth League,1,,,,76',,,,397099,
0,C1,452,2023,Super League,22,4,,,1.357',1,,,196435,1
1,SCC,452,2023,Swiss Cup,1,,,,90',,,1,196435,
2,EL,452,2023,Europa League,1,,,,61',,,,196435,
3,CL,452,2023,Champions League,5,,,,324',,,,196435,
4,CLQ,452,2023,Champions League Qu.,2,1,,,173',,,,196435,
5,L1,80,2022,Bundesliga,20,1,,,1.130',,,,196435,
6,DFB,80,2022,DFB-Pokal,3,1,,,166',,,,196435,
7,ES2,366,2021,LaLiga SmartBank,15,1,,,629',,,,196435,
8,CDR,366,2021,Copa del Rey,1,,,,90',,,,196435,
9,ES1,366,2020,LaLiga,19,4,,,1.224',,,,196435,1
10,SCC,452,2019,Schweizer Cup,5,1,,,381',,,1,196435,1
11,C1,452,2019,Super League,33,4,,,2.457',,,,196435,5
12,EL,452,2019,Europa League,6,,,,463',,,,196435,
13,CLQ,452,2019,Champions League Qu.,2,,,,113',,,,196435,
14,GB2,703,2018,Championship,15,3,,,1.206',,,,196435,1
15,FAC,703,2018,FA Cup,1,,,,90',,,,196435,
16,CGB,703,2018,EFL Cup,1,,,,69',,,,196435,
17,FR1,618,2017,Ligue 1,21,4,,,1.418',,,,196435,
18,FRL,618,2017,Coupe de la Ligue,1,,,,81',,,,196435,
19,GB2,349,2016,Championship,14,2,,,687',,,1,196435,1
20,SC1,371,2016,Premiership,2,1,,,97',,,,196435,
21,CLQ,371,2016,Champions League Qu.,4,1,,,297',,,,196435,
22,SCP,371,2016,Betfred Cup,1,,,,82',,,,196435,
23,SC1,371,2015,Premiership,9,1,,,561',,,,196435,2
24,EL,371,2015,Europa League,1,,,,7',,,,196435,
25,SCP,371,2015,SCL by Utilita,1,,,,90',,,,196435,1
26,CLQ,371,2015,Champions League Qu.,1,,,,90',,,,196435,
27,GB2,355,2014,Championship,10,2,,,503',,,1,196435,1
28,GB21,9251,2014,U21 PL,11,,,,990',,,,196435,3
29,CGB,985,2014,League Cup,1,,,,45',,,,196435,
30,GBKN,9251,2013,U21 PL Knockout,2,,,,180',,,,196435,
31,GB21,9251,2013,U21 PL,15,,,,1.111',,,1,196435,3
32,19YL,41575,2013,UEFA Youth League,4,1,,,360',,,,196435,
33,CHPR,5501,2013,Promotion League,2,,,,151',,,,196435,
34,CH18,14537,2012,U18 Elite League,21,4,,,1.603',,,4,196435,
35,CHPR,5501,2012,1.Liga Promotion,2,,,,180',,,,196435,
36,CH18,14537,2011,U18 Elite League,3,,,,147',,,1,196435,
0,L1,80,2023,Bundesliga,18,6,,,1.165',,,,121686,1
1,DFB,80,2023,DFB-Pokal,1,,,,43',,,,121686,
2,L1,80,2022,Bundesliga,19,2,,,1.482',,,,121686,
3,DFB,80,2022,DFB-Pokal,2,1,,,154',,,,121686,
4,L1,80,2021,Bundesliga,23,6,,,1.724',,,1,121686,
5,DFB,80,2021,DFB-Pokal,4,,,,389',,,,121686,
6,L2,80,2020,2. Bundesliga,29,10,,,2.546',,,,121686,1
7,DFB,80,2020,DFB-Pokal,3,1,,,285',,,,121686,
8,L2,80,2019,2. Bundesliga,26,5,,,2.085',,,1,121686,1
9,SC1,371,2018,Premiership,1,,,,90',,,,121686,
10,SCP,371,2018,Betfred Cup,1,,,,90',,,,121686,2
11,EL,371,2018,Europa League,2,,,,69',,,,121686,
12,ELQ,371,2018,Europa League Qualifying,1,,,,66',,,,121686,
13,CLQ,371,2018,Champions League Qu.,2,,,,180',,,,121686,
14,SC1,371,2017,Premiership,2,,,,170',,,,121686,
15,SFA,371,2017,SFA Cup,,,,,,,,,121686,
16,CL,371,2017,Champions League,1,,,,90',,,,121686,
17,SCP,371,2017,Betfred Cup,,,,,,,,,121686,
18,CLQ,371,2017,Champions League Qu.,,,,,,,,,121686,
19,SFA,371,2016,SFA Cup,1,,,,90',,,,121686,
20,SC1,371,2016,Premiership,17,,,,1.102',,,,121686,1
21,CL,371,2016,Champions League,2,,,,175',,,,121686,
22,SCP,371,2016,Betfred Cup,1,,,,,,,,121686,
23,GB21,29990,2016,Premier League 2,2,,,,135',,,,121686,
24,GB1,984,2015,Premier League,1,1,,,27',,,,121686,
25,FAC,984,2015,FA Cup,1,,,,120',,,,121686,
26,GB21,29990,2015,U21 PL,1,,,,90',,,,121686,
27,CGB,984,2015,League Cup,1,,,,90',,,,121686,
28,GB1,984,2014,Premier League,10,1,,,233',,,,121686,1
29,GB21,29990,2014,U21 PL,3,,,,192',,,,121686,1
30,FAC,984,2014,FA Cup,1,,,,,,,,121686,
31,CGB,984,2014,League Cup,3,1,,,195',,,,121686,
32,ELQ,195,2014,Europa League Qualifying,,,,,,,,,121686,
33,NO1,195,2014,Tippeligaen,2,,,,99',,,,121686,
34,ELQ,195,2013,Europa League Qualifying,4,,,,314',,,,121686,
35,NOPO,195,2013,NM-Cup,3,,,,140',,,,121686,
36,NO1,195,2013,Tippeligaen,28,2,,,2.457',,1,,121686,
37,EL,195,2012,Europa League,6,1,,,540',,,,121686,
38,DK1,190,2012,Superliga,,,,,,,,,121686,
39,NO1,195,2012,Tippeligaen,10,,,,867',,,,121686,1
40,DK1,190,2011,Superliga,,,,,,,,,121686,
41,DKP,190,2011,Oddset Pokalen,1,1,,,90',,,,121686,
42,EL,190,2011,Europa League,1,,,,90',,,,121686,
43,CLQ,190,2011,Champions League Qu.,,,,,,,,,121686,
44,NO1,3837,2011,Tippeligaen,16,3,,,1.359',,,,121686,1
45,NOPO,3837,2011,NM-Cup,1,,,,90',,,,121686,
46,RTIP,3837,2010,Relegation Eliteserien,3,1,,,270',,,,121686,
47,NO2,3837,2010,Adeccoligaen,11,1,,,920',,2,1,121686,2
48,PDV1,18579,2009,Primera Div. Ver,7,2,,,607',,,,121686,
49,CRPV,18579,2009,Inv. Play-Off,1,,,,8',,,,121686,
50,CRPD,18579,2009,Primera Div. In.,6,1,,,462',,,,121686,
51,PDV2,18579,2008,Verano Play-Off,1,,,,45',,,,121686,
52,PDV1,18579,2008,Primera Div. Ver,4,,,,298',1,,,121686,
53,CRPV,18579,2008,Inv. Play-Off,1,,,,11',,,,121686,
54,CRPD,18579,2008,Primera Div. In.,8,,,,576',,,,121686,
55,PDV1,18579,2007,Primera Div. Ver,14,,,,1.196',,1,,121686,
0,PL34,30974,2023,3 Liga - Group IV,18,6,,,1.458',,,1,199297,3
1,POPU,30974,2023,Fortuna Polish Cup,1,1,,,59',,,,199297,
2,L1,80,2022,Bundesliga,4,,,,144',,,,199297,
3,KAS1,10482,2022,Premier Liga,7,2,,,538',,,,199297,
4,KASC,10482,2022,Kasachischer Supercup,1,,,,90',,,,199297,
5,UCOL,10482,2021,Conference League,4,3,,,288',,,,199297,
6,KAZP,10482,2021,Kazakhstan Cup,4,,,,357',,,,199297,
7,KAS1,10482,2021,Premier Liga,3,,,,121',,,,199297,
8,ELQ,10482,2020,Europa League Qualifying,2,1,,,180',,,,199297,
9,KAS1,10482,2020,Premier Liga,16,7,,,1.341',,,,199297,
10,BU1,31614,2019,efbet Liga,11,5,,,677',,,,199297,1
11,EL,31614,2019,Europa League,3,,,,83',,1,,199297,
12,BULP,31614,2019,Bulgarian Cup,1,,,,90',,,,199297,
13,ELQ,31614,2019,Europa League Qualifying,4,,,,339',,,,199297,
14,CLQ,31614,2019,Champions League Qu.,2,1,,,168',,,,199297,
15,BULS,31614,2019,Bulgarian Super Cup,1,1,,,90',,,,199297,
16,BU1M,31614,2018,Efbet liga - Championship gr.,6,3,,,502',,,,199297,
17,BULP,31614,2018,Bulgarian Cup,1,1,,,90',,,,199297,
18,BU1,31614,2018,efbet Liga,20,5,,,1.334',,,,199297,
19,EL,31614,2018,Europa League,5,2,,,242',,,,199297,
20,ELQ,31614,2018,Europa League Qualifying,4,1,,,69',,,,199297,
21,CLQ,31614,2018,Champions League Qu.,1,1,,,44',,,,199297,
22,BU1M,31614,2017,Efbet liga - Championship gr.,8,3,,,409',,,,199297,
23,BU2,40678,2017,Vtora Liga,2,,,,105',,,,199297,
24,BU1,31614,2017,efbet Liga,16,2,,,830',,,,199297,
25,EL,31614,2017,Europa League,7,1,,,484',,,,199297,
26,BULP,31614,2017,Bulgarian Cup,3,1,,,260',,1,,199297,
27,BULS,31614,2017,Bulgarian Super Cup,,,,,,,,,199297,
28,ELQ,2300,2017,Europa League Qualifying,3,2,,,225',,,,199297,
29,PL1,2300,2016,Ekstraklasa,29,8,,,2.530',,,3,199297,3
30,POPU,2300,2016,Fortuna Polish Cup,2,1,,,180',,,,199297,
31,PL31,8716,2016,3 Liga - Group I,4,4,,,360',,,,199297,
32,PL1,2300,2015,Ekstraklasa,28,6,,,1.947',,1,,199297,2
33,POPU,2300,2015,Fortuna Polish Cup,2,,,,153',,,,199297,
34,ELQ,2300,2015,Europa League Qualifying,,,,,,,,,199297,
35,PL2,2118,2014,1 Liga,31,6,,,2.746',,,4,199297,3
36,POPU,2118,2014,Fortuna Polish Cup,1,,,,60',,,,199297,
37,PL2,2118,2013,1 Liga,32,9,,,2.761',,1,,199297,4
38,PL3W,2118,2012,2 Liga - East,32,8,,,2.835',,1,1,199297,
39,POPU,2118,2012,Fortuna Polish Cup,2,1,,,162',,,,199297,
40,PL2,2118,2011,1 Liga,12,5,,,850',,,,199297,
0,L1,80,2023,Bundesliga,25,7,,,2.111',,,1,111266,2
1,DFB,80,2023,DFB-Pokal,1,,,,69',,,,111266,
2,L1,80,2022,Bundesliga,31,6,,,2.725',1,,2,111266,3
3,DFB,80,2022,DFB-Pokal,3,,,,266',,,1,111266,
4,L1,80,2021,Bundesliga,33,5,,,2.937',,,2,111266,
5,DFB,80,2021,DFB-Pokal,4,,,,450',,,,111266,
6,L2,80,2020,2. Bundesliga,32,10,,,2.802',,,4,111266,2
7,DFB,80,2020,DFB-Pokal,3,,,,289',,,,111266,
8,L2,80,2019,2. Bundesliga,33,9,,,2.956',,,5,111266,
9,DFB,80,2019,DFB-Pokal,2,1,,,180',,,,111266,
10,L2,80,2018,2. Bundesliga,32,10,,,2.823',,1,2,111266,1
11,DFB,80,2018,DFB-Pokal,1,,,,90',,,,111266,
12,L2,80,2017,2. Bundesliga,31,7,,,2.615',,1,,111266,4
13,DFB,80,2017,DFB-Pokal,1,,,,90',,,,111266,
14,L2,80,2016,2. Bundesliga,30,6,,,2.632',,,2,111266,4
15,DFB,80,2016,DFB-Pokal,1,1,,,120',,,,111266,
16,L2,80,2015,2. Bundesliga,32,10,,,2.818',,,1,111266,1
17,DFB,80,2015,DFB-Pokal,4,,,,360',,,,111266,2
18,L2,80,2014,2. Bundesliga,33,5,,,2.925',,1,1,111266,4
19,DFB,80,2014,DFB-Pokal,2,,,,210',,,,111266,
20,L2,129,2013,2. Bundesliga,34,5,,,2.984',,,,111266,1
21,L2PO,129,2012,Relegation 2. Bundesliga,2,1,,,180',,,,111266,
22,L2,129,2012,2. Bundesliga,31,6,,,2.740',1,,3,111266,1
23,DFB,129,2012,DFB-Pokal,2,1,,,141',,,,111266,
24,FR2,1080,2011,Ligue 2,36,8,,,2.931',,,2,111266,2
25,FRC,1080,2011,Coupe de France,2,,,,180',,,,111266,
26,FRL,1080,2011,Coupe de la Ligue,1,,,,90',,,,111266,
27,FR2,1080,2010,Ligue 2,34,5,,,2.810',,,2,111266,
28,FRC,1080,2010,Coupe de France,2,1,,,179',,,,111266,
29,FRL,1080,2010,Coupe de la Ligue,1,1,,,120',,,,111266,
30,FR3,10004,2009,Championnat National,34,6,,,2.961',,,4,111266,
31,FR3,10004,2008,Championnat National,36,3,,,3.201',1,,3,111266,
32,FRC,10004,2008,Coupe de France,2,,,,180',,,1,111266,
33,FR3,895,2007,Championnat National,35,10,,,2.977',1,,2,111266,
34,FR3,895,2006,Championnat National,37,4,,,3.330',,,,111266,
35,FRC,895,2006,Coupe de France,1,,,,120',,,,111266,
0,L1,80,2023,Bundesliga,18,4,,,1.378',,,2,443331,1
1,DFB,80,2023,DFB-Pokal,1,,,,15',,,,443331,
2,L1,80,2022,Bundesliga,23,3,,,1.023',,,,443331,
3,DFB,80,2022,DFB-Pokal,2,,,,45',,,,443331,
4,L1,80,2021,Bundesliga,13,2,,,593',,,,443331,2
5,DFB,80,2021,DFB-Pokal,2,,,,132',,,,443331,
6,RLW3,17,2020,Regionalliga West,8,,,,287',,,1,443331,1
7,AJ,1464,2018,U19-Bundesliga Endrunde,3,1,,,270',,,,443331,1
8,AJ2,1464,2018,U19-Bundesliga West,7,,,,518',,,,443331,2
9,DFBJ,1464,2018,DFB-Pokal der Junioren,1,,,,120',,,,443331,
10,19YL,41570,2018,UEFA Youth League,1,1,,,14',,,,443331,
11,AJ,1464,2017,U19-Bundesliga Endrunde,2,,,,180',,,,443331,
12,AJ2,1464,2017,U19-Bundesliga West,17,,,,1.335',,,,443331,4
13,19YL,41570,2017,UEFA Youth League,2,1,,,117',,,,443331,
14,BJ,21079,2016,U17-Bundesliga Endrunde,3,,,,240',,,,443331,
15,BJ1,21079,2016,U17-BL N/NE,25,4,,,1.968',,,5,443331,3
16,AJ1,2491,2016,U19-BL N/NE,,,,,,,,,443331,
0,S1PO,3060,2023,SL1 Play-out,2,1,,,179',,,,339829,1
1,GR1,3060,2023,Super League 1,22,2,,,1.608',1,,,339829,2
2,GRP,3060,2023,Kypello Elladas,3,,,,179',,,,339829,1
3,L1,80,2022,Bundesliga,12,,,,371',,,1,339829,
4,DFB,80,2022,DFB-Pokal,1,,,,14',,,,339829,
5,EL,683,2022,Europa League,6,1,,,388',,,,339829,
6,GR1,683,2022,Super League 1,2,1,,,99',,,,339829,
7,ELQ,683,2022,Europa League Qualifying,4,1,,,384',,,,339829,
8,CLQ,683,2022,Champions League Qu.,1,,,,28',,,,339829,
9,POGR,683,2021,SL1 Play-off,4,,,,259',,,,339829,
10,GRP,683,2021,Kypello Elladas,4,,,,101',,,,339829,
11,GR1,683,2021,Super League 1,8,,,,207',,,,339829,1
12,EL,683,2021,Europa League,4,1,,,60',,,,339829,
13,ELQ,683,2021,Europa League Qualifying,2,,,,27',,,,339829,
14,CLQ,683,2021,Champions League Qu.,4,,,,233',,,,339829,
15,L1,39,2020,Bundesliga,11,1,,,513',,,,339829,
16,L1,39,2019,Bundesliga,28,6,,,1.873',,,4,339829,1
17,DFB,39,2019,DFB-Pokal,,,,,,,,,339829,
18,L1,39,2018,Bundesliga,29,5,,,1.913',,,,339829,
19,DFB,39,2018,DFB-Pokal,2,,,,55',,,,339829,
20,ES2,16795,2017,LaLiga 1|2|3,37,4,,,2.491',,,5,339829,
21,CDR,16795,2017,Copa del Rey,1,,,,90',,,,339829,
22,ES3D,29095,2016,2ª B - Grupo IV,33,7,,,2.757',,,11,339829,
23,CDR,29095,2016,Copa del Rey,2,,,,192',,,,339829,
24,ES3B,3679,2014,2ª B - Grupo II,35,6,,,2.656',,2,2,339829,
25,19YL,41581,2013,UEFA Youth League,2,,,,180',,,,339829,
0,L1,80,2023,Bundesliga,25,7,,,2.061',,,5,106872,7
1,DFB,80,2023,DFB-Pokal,1,,,,120',,,,106872,2
2,L1,80,2022,Bundesliga,32,3,,,2.606',,,5,106872,3
3,DFB,80,2022,DFB-Pokal,3,1,,,246',,,1,106872,
4,L1,39,2021,Bundesliga,23,3,,,399',,,1,106872,1
5,DFB,39,2021,DFB-Pokal,2,,,,138',,,,106872,
6,L1,39,2020,Bundesliga,19,3,,,527',,,3,106872,
7,DFB,39,2020,DFB-Pokal,1,,,,32',,,,106872,
8,L1,38,2019,Bundesliga,17,3,,,1.269',,,,106872,5
9,DFB,38,2019,DFB-Pokal,2,1,,,164',,,1,106872,1
10,L1,38,2018,Bundesliga,25,8,,,2.120',,,1,106872,7
11,DFB,38,2018,DFB-Pokal,3,,,,172',,,1,106872,2
12,L2,80,2017,2. Bundesliga,30,9,,,2.620',,,4,106872,8
13,DFB,80,2017,DFB-Pokal,2,1,,,122',,,,106872,2
14,L2,80,2016,2. Bundesliga,7,1,,,566',,,1,106872,
15,DFB,80,2016,DFB-Pokal,1,1,,,120',,,2,106872,
16,L2,127,2015,2. Bundesliga,25,5,,,1.686',,,1,106872,3
17,DFB,127,2015,DFB-Pokal,1,,,,29',,,,106872,
18,DFB,79,2015,DFB-Pokal,,,,,,,,,106872,
19,L2,2,2014,2. Bundesliga,30,5,,,1.977',,,2,106872,3
20,DFB,2,2014,DFB-Pokal,3,1,,,157',,,,106872,
21,L2,2,2013,2. Bundesliga,6,1,,,236',,,1,106872,2
22,RLSW,151,2013,Regionalliga Südwest,6,2,,,402',,,,106872,
23,DFB,2,2013,DFB-Pokal,1,,,,26',,,,106872,2
24,L3,102,2012,3. Liga,22,6,,,1.920',,1,2,106872,1
25,L1,79,2012,Bundesliga,,,,,,,,,106872,
26,DFB,79,2012,DFB-Pokal,1,,,,23',,,,106872,
27,L3,102,2011,3. Liga,23,4,,,1.482',,,2,106872,1
28,AJ3,2517,2011,U19-Bundesliga S/SW,1,,,,61',,,,106872,
29,AJ3,2517,2010,U19-Bundesliga S/SW,21,3,,,1.747',,,4,106872,16
30,L3,102,2010,3. Liga,6,,,,243',,,,106872,1
31,AJ,2517,2009,U19-Bundesliga Endrunde,2,1,,,168',,,,106872,
32,AJ3,2517,2009,U19-Bundesliga S/SW,8,1,,,591',,,1,106872,1
33,BJ3,21084,2009,U17-Bundesliga South/Southwest,13,2,,,1.132',,,3,106872,2
0,L1,80,2023,Bundesliga,12,1,,,374',,,,179635,
1,L1,80,2022,Bundesliga,25,4,,,1.313',,,3,179635,9
2,DFB,80,2022,DFB-Pokal,3,1,,,189',,,,179635,
3,L1,79,2021,Bundesliga,20,4,,,969',,,2,179635,1
4,RLSW,102,2021,Regionalliga Südwest,1,,,,90',,,1,179635,
5,DFB,79,2021,DFB-Pokal,1,,,,90',,,,179635,
6,L1,79,2020,Bundesliga,25,4,,,1.515',,,3,179635,1
7,DFB,79,2020,DFB-Pokal,2,,,,72',,,,179635,
8,RLSW,102,2020,Regionalliga Südwest,2,,,,167',,,3,179635,
9,L2,79,2019,2. Bundesliga,26,5,,,2.028',,,3,179635,4
10,DFB,79,2019,DFB-Pokal,2,,,,137',,,,179635,1
11,L2,254,2019,2. Bundesliga,5,2,,,450',,,1,179635,2
12,DFB,254,2019,DFB-Pokal,1,1,,,90',,,,179635,
13,L2,254,2018,2. Bundesliga,29,11,,,2.390',,,5,179635,3
14,DFB,254,2018,DFB-Pokal,2,,,,164',,,1,179635,
15,L2,254,2017,2. Bundesliga,28,4,,,1.737',,,3,179635,3
16,OBLB,5512,2017,Oberliga Baden-Württemberg,3,,,,255',,,,179635,
17,RLB3,473,2016,Regionalliga Bayern,4,1,,,331',,,,179635,
18,L2,4,2016,2. Bundesliga,,,,,,,,,179635,
19,RLSW,85,2016,Regionalliga Südwest,20,7,,,1.711',,,2,179635,4
20,BVFP,85,2016,Badenpokal,1,,,,120',,,,179635,
21,AR3L,85,2015,Aufstiegsrunde zur 3. Liga,2,,,,180',,,,179635,
22,RLSW,85,2015,Regionalliga Südwest,32,7,,,2.807',,,6,179635,13
23,RLSW,85,2014,Regionalliga Südwest,22,5,,,1.754',1,,4,179635,8
24,VLBA,313,2014,VL Nordbaden,2,,,,168',,,,179635,
25,AJ3,2517,2013,U19-Bundesliga S/SW,14,1,,,424',,1,,179635,
26,DFBJ,2517,2013,DFB-Jun.-Pokal,1,,,,21',,,,179635,
27,AJ3,2517,2012,U19-Bundesliga S/SW,16,2,,,781',,,,179635,2
28,BJ,21084,2011,U17-Bundesliga Endrunde,2,,,,160',,,,179635,1
29,BJ3,21084,2011,U17-Bundesliga South/Southwest,23,1,,,1.060',,,3,179635,3
30,BJ3,21084,2010,U17-Bundesliga South/Southwest,9,,,,558',,,,179635,
0,L1,105,2023,Bundesliga,5,,,,257',,,,190289,
1,TR1,589,2023,Süper Lig,7,1,,,195',,,,190289,1
2,TRP,589,2023,Türkiye Kupasi,1,,,,67',,,1,190289,
3,L1,80,2022,Bundesliga,23,,,,931',,,1,190289,1
4,DFB,80,2022,DFB-Pokal,3,,,,181',,,,190289,1
5,L1,80,2021,Bundesliga,29,,,,1.851',,,5,190289,6
6,DFB,80,2021,DFB-Pokal,4,,,,318',,,,190289,1
7,L2,80,2020,2. Bundesliga,30,1,,,2.243',,1,4,190289,6
8,DFB,80,2020,DFB-Pokal,3,,,,220',,,1,190289,
9,L1,127,2019,Bundesliga,24,1,,,1.063',1,,1,190289,
10,DFB,127,2019,DFB-Pokal,2,1,,,136',,,,190289,
11,RLSW,851,2018,Regionalliga Südwest,2,,,,143',,,,190289,
12,L1,39,2018,Bundesliga,4,2,,,142',,,,190289,
13,DFB,39,2018,DFB-Pokal,1,,,,86',,,,190289,
14,L1,39,2017,Bundesliga,17,1,,,896',,,2,190289,1
15,DFB,39,2017,DFB-Pokal,1,,,,90',,,,190289,
16,RLSW,851,2017,Regionalliga Südwest,1,,,,83',,,,190289,
17,L1,39,2016,Bundesliga,5,,,,124',,,,190289,1
18,L3,851,2016,3. Liga,6,2,,,450',,,,190289,
19,EL,39,2016,Europa League,1,,,,3',,,,190289,
20,L2,23,2015,2. Bundesliga,30,1,,,1.854',,,4,190289,5
21,DFB,23,2015,DFB-Pokal,2,1,,,146',,,2,190289,
22,RLN3,1212,2015,Regionalliga Nord,2,,,,148',,,1,190289,
23,RLN3,1212,2014,Regionalliga Nord,27,,,,1.944',,,10,190289,4
24,L2,23,2014,2. Bundesliga,1,,,,61',,,,190289,1
25,OBLK,9471,2013,Bremenliga,1,,,,62',,,,190289,
26,HBPO,9471,2013,Bremenpokal,1,,,,90',,,1,190289,
27,AJ1,2491,2012,U19-BL N/NE,6,,,,154',,,1,190289,1
28,DFBJ,2491,2012,DFB-Jun.-Pokal,,,,,,,,,190289,
29,BJ1,21079,2011,U17-BL N/NE,22,1,,,1.780',,,8,190289,3
0,L1,80,2023,Bundesliga,21,4,,,1.135',,,1,289182,2
1,DFB,80,2023,DFB-Pokal,1,,,,83',,,,289182,
2,L1,80,2022,Bundesliga,29,2,,,1.986',,,3,289182,8
3,DFB,80,2022,DFB-Pokal,2,2,,,145',,,,289182,
4,L1,80,2021,Bundesliga,25,2,,,1.127',,,1,289182,2
5,DFB,80,2021,DFB-Pokal,3,,,,164',,,,289182,2
6,L2,127,2020,2. Bundesliga,31,3,,,2.024',,1,4,289182,1
7,DFB,127,2020,DFB-Pokal,3,1,,,233',,,,289182,3
8,L1,127,2019,Bundesliga,34,2,,,2.472',,,1,289182,2
9,DFB,127,2019,DFB-Pokal,2,,,,210',,,1,289182,
10,L2,127,2018,2. Bundesliga,31,3,,,2.076',,,10,289182,3
11,DFB,127,2018,DFB-Pokal,4,1,,,296',,,1,289182,1
12,WFPO,127,2017,Westfalenpokal,1,,,,82',,,1,289182,1
13,L3,127,2017,3. Liga,36,2,,,2.784',,,8,289182,5
14,DFB,127,2017,DFB-Pokal,4,,,,331',,,1,289182,1
15,RLW3,1000,2016,Regionalliga West,29,3,,,2.610',,,8,289182,2
16,WFPO,1000,2016,Westfalenpokal,3,,,,284',,,3,289182,
17,OLW3,1000,2015,Oberliga Westfalen,33,,,,2.905',,,12,289182,15
18,OLW3,1000,2014,Oberliga Westfalen,27,,,,2.143',,,4,289182,4
19,WFPO,1000,2014,Westfalenpokal,1,,,,85',,,1,289182,
20,OLW3,387,2013,Oberliga Westfalen,31,,,,2.453',,,4,289182,4
21,WFPO,387,2013,Westfalenpokal,1,,,,90',,,,289182,
0,L1,80,2023,Bundesliga,23,1,,,1.794',,,6,245744,1
1,DFB,80,2023,DFB-Pokal,1,,,,105',,,1,245744,
2,L1,80,2022,Bundesliga,25,1,,,1.726',,,3,245744,2
3,DFB,80,2022,DFB-Pokal,2,,,,135',,,1,245744,
4,L1,80,2021,Bundesliga,27,1,,,1.617',,,3,245744,4
5,DFB,80,2021,DFB-Pokal,4,,,,221',,,,245744,
6,SER1,669,2020,Super liga,33,1,,,2.437',,,18,245744,8
7,SERP,669,2020,Kup Srbije,4,,,,331',,,3,245744,1
8,ELQ,669,2020,Europa League Qualifying,3,,,,290',,,,245744,1
9,SERP,669,2019,Kup Srbije,4,1,,,318',,,2,245744,
10,SER1,669,2019,Super liga,23,1,,,1.704',,,4,245744,4
11,EL,669,2019,Europa League,6,,,,509',,,2,245744,1
12,ELQ,669,2019,Europa League Qualifying,4,,,,252',,,1,245744,
13,L1,42,2018,Bundesliga,13,,,,730',,,,245744,
14,DFB,42,2018,DFB-Pokal,2,,,,121',,,1,245744,1
15,L1,79,2017,Bundesliga,15,1,,,718',,,1,245744,
16,RLSW,102,2017,Regionalliga Südwest,2,,,,178',,,1,245744,1
17,DFB,79,2017,DFB-Pokal,3,,,,163',,,,245744,1
18,L2,79,2016,2. Bundesliga,26,,,,1.679',,,4,245744,4
19,DFB,79,2016,DFB-Pokal,1,,,,68',,,,245744,
20,JL12,2697,2016,J1 - 2nd Stage,4,,,,360',,,2,245744,
21,JL11,2697,2016,J1 - 1st Stage,10,,,,435',,,2,245744,4
22,AFCL,2697,2015,AFC Champions League,4,,,,322',,,3,245744,
23,JASP,2697,2016,Jap. Super Cup,1,,,,37',,,1,245744,
24,KLUB,2697,2015,Club World Cup,4,1,,,219',,,1,245744,1
25,JEMP,2697,2015,Emperor's Cup,5,,,,413',,,4,245744,1
26,SUNC,2697,2015,J. League Championship,2,,,,65',,,1,245744,1
27,JL12,2697,2015,J1 - 2nd Stage,17,,,,492',,,5,245744,3
28,JAP3,42631,2015,J3 League,1,,,,45',,,,245744,
29,JL11,2697,2015,J1 - 1st Stage,15,,,,556',,,3,245744,2
30,JAPC,2697,2015,J. League Cup,5,,,,435',,,4,245744,
31,JAP1,2697,2014,J.League Div.1,11,1,,,277',,,,245744,1
32,JAPC,2697,2014,J. League Cup,2,,,,9',,,,245744,
33,JAP3,42631,2014,J3 League,2,,,,137',,,,245744,1
