,id,name,position,dateOfBirth,age,nationality,currentClub,height,foot,joinedOn,signedFrom,marketValue,status,joined,contract
761,57280,Giacomo Bonaventura,Central Midfield,"Aug 22, 1989",33,Italy,ACF Fiorentina,"1,80m",right,"Sep 10, 2020",AC Milan,€2.50m,,,
762,201040,Marco Benassi,Central Midfield,"Sep 8, 1994",28,Italy,Without Club,"1,84m",right,"Aug 9, 2017",Torino FC,€1.50m,,"Returned after loan spell with US Cremonese; date: Jun 30, 2023; fee: End of loan",
763,602124,Alessandro Bianco,Central Midfield,"Oct 1, 2002",20,Italy,AC Reggiana 1919,"1,73m",right,"Jul 1, 2022",Fiorentina Primavera,€800k,,,
764,820635,Costantino Favasuli,Left Midfield,"Apr 26, 2004",19,Italy,Ternana Calcio,"1,78m",right,"Jul 1, 2023",Fiorentina Primavera,€200k,,,
765,272261,Antonín Barák,Attacking Midfield,"Dec 3, 1994",28,Czech Republic,ACF Fiorentina,"1,90m",left,"Jan 31, 2023",Hellas Verona,€10.00m,,,
766,88909,Riccardo Saponara,Attacking Midfield,"Dec 21, 1991",31,Italy,MKE Ankaragücü,"1,83m",right,"Jul 1, 2018",: Ablöse €9.00m,€2.00m,,,
767,337725,Christian Kouamé,Left Winger,"Dec 6, 1997",25,Cote d'Ivoire,ACF Fiorentina,"1,85m",right,"Sep 1, 2020",: Ablöse €15.50m,€12.00m,,,
768,386455,Riccardo Sottil,Left Winger,"Jun 3, 1999",24,Italy,ACF Fiorentina,"1,80m",right,"Jul 1, 2018",: Ablöse -,€8.00m,,,
769,293169,Josip Brekalo,Left Winger,"Jun 23, 1998",25,Croatia,HNK Hajduk Split,"1,75m",right,"Jan 28, 2023",VfL Wolfsburg,€5.00m,,,
770,486031,Nicolás González,Right Winger,"Apr 6, 1998",25,Argentina,ACF Fiorentina,"1,80m",left,"Jul 1, 2021",VfB Stuttgart,€30.00m,,,
771,324690,Jonathan Ikoné,Right Winger,"May 2, 1998",25,France,ACF Fiorentina,"1,75m",left,"Jan 3, 2022",LOSC Lille,€16.00m,,,
772,669915,Filippo Distefano,Second Striker,"Aug 28, 2003",19,Italy,Ternana Calcio,"1,76m",right,"Jul 1, 2023",Fiorentina Primavera,€600k,,,
773,390638,Arthur Cabral,Centre-Forward,"Apr 25, 1998",25,Brazil,SL Benfica,"1,86m",right,"Jan 29, 2022",FC Basel 1893,€20.00m,,,
774,257462,Luka Jović,Centre-Forward,"Dec 23, 1997",25,Serbia,AC Milan,"1,82m",right,"Jul 8, 2022",Real Madrid,€8.00m,,,
775,459763,Marco Carnesecchi,Goalkeeper,"Jul 1, 2000",22,Italy,Atalanta BC,"1,91m",right,"Aug 31, 2022",Atalanta BC,€13.00m,,,
776,303657,Andrei Radu,Goalkeeper,"May 28, 1997",26,Romania,AFC Bournemouth,"1,88m",right,"Jul 8, 2022",Inter Milan,€3.50m,,,
777,338101,Mouhamadou Sarr,Goalkeeper,"Jan 5, 1997",26,Senegal,US Cremonese,"1,90m",right,"Aug 27, 2021",Bologna FC 1909,€400k,"Cruciate ligament tear - Return expected on Jun 30, 2024",,
778,420179,Gianluca Saro,Goalkeeper,"Jun 25, 2000",23,Italy,US Cremonese,"1,87m",right,"Aug 12, 2022",FC Crotone,€200k,,,
779,466367,Dorian Ciezkowski,Goalkeeper,"Mar 22, 2001",22,Poland,Without Club,"1,92m",left,"Jul 30, 2021",Taranto FC 1927,€100k,,,
780,532937,Johan Vásquez,Centre-Back,"Oct 22, 1998",24,Mexico,Genoa CFC,"1,85m",left,"Jul 1, 2022",Genoa CFC,€3.60m,,,
781,363223,Jack Hendry,Centre-Back,"May 7, 1995",28,Scotland,Al-Ettifaq FC,"1,92m",right,"Sep 1, 2022",Club Brugge KV,€3.00m,,,
782,394152,Emanuel Aiwu,Centre-Back,"Dec 25, 2000",22,Austria,Birmingham City,"1,87m",right,"Aug 5, 2022",Rapid Vienna,€3.00m,,,
783,345189,Luka Lochoshvili,Centre-Back,"May 29, 1998",25,Georgia,US Cremonese,"1,92m",left,"Aug 10, 2022",Wolfsberger AC,€1.80m,,,
784,312341,Luca Ravanelli,Centre-Back,"Jan 6, 1997",26,Italy,US Cremonese,"1,87m",right,"Jul 7, 2021",US Sassuolo,€1.40m,,"Returned after loan spell with Frosinone Calcio; date: Jun 30, 2023; fee: End of loan",
785,197491,Alex Ferrari,Centre-Back,"Jul 1, 1994",28,Italy,UC Sampdoria,"1,91m",right,"Jan 2, 2023",UC Sampdoria,€1.00m,Cruciate ligament surgery - Return unknown,,
786,123261,Vlad Chiricheș,Centre-Back,"Nov 14, 1989",33,Romania,FCSB,"1,84m",right,"Jul 8, 2022",US Sassuolo,€900k,,,
787,160986,Matteo Bianchetti,Centre-Back,"Mar 17, 1993",30,Italy,US Cremonese,"1,89m",right,"Aug 17, 2019",: Ablöse free transfer,€800k,Team captain,,
788,716411,Maissa Ndiaye,Centre-Back,"Jan 28, 2002",21,Senegal,Zeleznicar Pancevo,"1,90m",right,"Jul 4, 2022",Roma U19,€300k,,,
789,821113,Paolo Gardoni,Centre-Back,"Jan 1, 2004",19,Italy,Real Calepina FC,"1,89m",left,"Sep 10, 2020",,€25k,,,
790,445126,Emanuele Valeri,Left-Back,"Dec 7, 1998",24,Italy,Frosinone Calcio,"1,80m",left,"Jul 26, 2022",Cesena FC,€3.50m,,,
791,458777,Giacomo Quagliata,Left-Back,"Feb 19, 2000",23,Italy,US Cremonese,"1,80m",left,"Jul 8, 2022",Heracles Almelo,€2.00m,,,
792,340707,Leonardo Sernicola,Right-Back,"Jul 30, 1997",25,Italy,US Cremonese,"1,87m",right,"Jul 17, 2022",US Sassuolo,€2.00m,,,
793,313477,Paolo Ghiglione,Right-Back,"Feb 2, 1997",26,Italy,US Cremonese,"1,91m",right,"Jul 23, 2022",Genoa CFC,€1.30m,,,
794,423436,Santiago Ascacíbar,Defensive Midfield,"Feb 25, 1997",26,Argentina,Club Estudiantes de La Plata,"1,68m",right,"Jul 22, 2022",Hertha BSC,€6.50m,,,
795,243879,Charles Pickel,Defensive Midfield,"May 15, 1997",26,DR Congo,US Cremonese,"1,87m",right,"Jul 2, 2018",FC Famalicão,€3.80m,,,
796,195335,Michele Castagnetti,Defensive Midfield,"Dec 27, 1989",33,Italy,US Cremonese,"1,80m",left,"Jan 11, 2021",SPAL,€700k,,,
797,281900,Paolo Bartolomei,Defensive Midfield,"Aug 22, 1989",33,Italy,AC Perugia Calcio,"1,83m",right,"Sep 1, 2022",: Ablöse €20k,€250k,,,
798,164913,Soualiho Meïté,Central Midfield,"Mar 17, 1994",29,France,PAOK Thessaloniki,"1,87m",right,"Jan 31, 2023",SL Benfica,€3.50m,,,
799,313830,Pablo Galdames,Central Midfield,"Dec 30, 1996",26,Chile,Clube de Regatas Vasco da Gama,"1,76m",right,"Aug 9, 2022",Genoa CFC,€2.30m,,,
800,266795,Gonzalo Escalante,Central Midfield,"Mar 27, 1993",30,Argentina,Cádiz CF,"1,82m",right,"Jan 19, 2023",SS Lazio,€2.00m,,,
801,201040,Marco Benassi,Central Midfield,"Sep 8, 1994",28,Italy,Without Club,"1,84m",right,"Jul 2, 2022",ACF Fiorentina,€1.50m,,,
802,538569,Tommaso Milanese,Central Midfield,"Jul 31, 2002",20,Italy,Ascoli Calcio,"1,73m",right,"Jul 1, 2022",AS Roma,€1.20m,,,
803,527180,Joshua Tenkorang,Central Midfield,"May 26, 2000",23,Italy,Calcio Foggia 1920,"1,84m",right,"Jul 1, 2021",SS Città di Campobasso,€200k,,,
804,610881,Christian Acella,Central Midfield,"Jul 7, 2002",20,Italy,AS Giana Erminio,,right,"Jan 29, 2021",Cremonese Primavera,€150k,,,
805,937424,Luca Borghesan,Central Midfield,"Jan 5, 2004",19,Italy,Prodeco Calcio Montebelluna,,right,"Sep 4, 2020",,€50k,,,
806,238654,Jaime Báez,Left Winger,"Apr 25, 1995",28,Uruguay,Frosinone Calcio,"1,78m",right,"Jan 21, 2022",Cosenza Calcio,€1.20m,,,
807,187384,Cristian Buonaiuto,Left Winger,"Dec 29, 1992",30,Italy,US Cremonese,"1,79m",right,"Jul 1, 2022",AC Perugia Calcio,€800k,,,
808,470152,Dennis Politic,Left Winger,"Mar 5, 2000",23,Romania,FC Dinamo Bucharest,"1,85m",right,"Aug 29, 2022",Bolton Wanderers,€150k,,,
809,407265,Luca Zanimacchia,Right Winger,"Jul 19, 1998",24,Italy,US Cremonese,"1,78m",right,"Aug 10, 2022",Juventus Next Gen,€1.80m,,"Returned after loan spell with Parma Calcio 1913; date: Jun 30, 2023; fee: End of loan",
810,872380,Felix Afena-Gyan,Centre-Forward,"Jan 19, 2003",20,Ghana,US Cremonese,"1,75m",right,"Jul 28, 2022",AS Roma,€5.00m,,,
811,317806,Cyriel Dessers,Centre-Forward,"Dec 8, 1994",28,Nigeria,Rangers FC,"1,85m",right,"Jul 15, 2022",KRC Genk,€5.00m,,,
812,413605,David Okereke,Centre-Forward,"Aug 29, 1997",25,Nigeria,Torino FC,"1,81m",right,"Aug 24, 2021",Club Brugge KV,€4.00m,,,
813,392545,Frank Tsadjout,Centre-Forward,"Jul 28, 1999",23,Italy,US Cremonese,"1,90m",left,"Aug 9, 2019",AC Milan,€1.20m,,,
814,80894,Lukasz Skorupski,Goalkeeper,"May 5, 1991",32,Poland,,"1,88m",right,"Jul 1, 2018",AS Roma,€3.50m,,,€3.50m
815,390304,Federico Ravaglia,Goalkeeper,"Nov 11, 1999",24,Italy,,"1,96m",right,"Jul 1, 2017",: Ablöse -,€450k,,,€450k
816,818892,Nicola Bagnolini,Goalkeeper,"Mar 14, 2004",20,Italy,,"1,94m",right,"Jul 1, 2022",Bologna Primavera,€200k,,,€200k
817,502821,Riccardo Calafiori,Centre-Back,"May 19, 2002",21,Italy,,"1,88m",left,"Aug 31, 2023",FC Basel 1893,€25.00m,,"Joined from FC Basel 1893; date: Aug 31, 2023; fee: €4.00m",€25.00m
818,433984,Sam Beukema,Centre-Back,"Nov 17, 1998",25,Netherlands,,"1,88m",right,"Jul 3, 2023",AZ Alkmaar,€15.00m,"Tendonitis - Return expected on Apr 14, 2024","Joined from AZ Alkmaar; date: Jul 3, 2023; fee: €9.00m",€15.00m
819,413565,Jhon Lucumí,Centre-Back,"Jun 26, 1998",25,Colombia,,"1,87m",left,"Aug 18, 2022",KRC Genk,€11.00m,,,€11.00m
820,845566,Mihajlo Ilić,Centre-Back,"Jun 4, 2003",20,Serbia,,"1,92m",right,"Jan 18, 2024",FK Partizan Belgrade,€4.00m,,"Joined as a winter arrival from: FK Partizan Belgrade; date: Jan 18, 2024; fee: €4.50m",€4.00m
821,126673,Adama Soumaoro,Centre-Back,"Jun 18, 1992",31,France,,"1,87m",right,"Jul 1, 2021",LOSC Lille,€3.00m,Patellar tendon rupture - Return unknown,,€3.00m
822,564529,Victor Kristiansen,Left-Back,"Dec 16, 2002",21,Denmark,,"1,81m",left,"Aug 30, 2023",Leicester City,€15.00m,,"On loan from Leicester City until Jun 30, 2024",€15.00m
823,818880,Tommaso Corazza,Left-Back,"Jun 29, 2004",19,Italy,,"1,74m",right,"Jul 1, 2023",Bologna Primavera,€1.00m,,"Internal transfer: Bologna Primavera; date: Jul 1, 2023",€1.00m
824,136514,Charalampos Lykogiannis,Left-Back,"Oct 22, 1993",30,Greece,,"1,91m",left,"Jul 1, 2022",Cagliari Calcio,€1.00m,,,€1.00m
825,223974,Stefan Posch,Right-Back,"May 14, 1997",26,Austria,,"1,90m",right,"Jul 1, 2023",TSG 1899 Hoffenheim,€14.00m,,"Joined from TSG 1899 Hoffenheim; date: Jul 1, 2023; fee: €5.00m",€14.00m
826,33571,Lorenzo De Silvestri,Right-Back,"May 23, 1988",35,Italy,,"1,87m",right,"Sep 17, 2020",Torino FC,€400k,,,€400k
827,316934,Nikola Moro,Defensive Midfield,"Mar 12, 1998",26,Croatia,,"1,84m",right,"Jul 2, 2023",Dynamo Moscow,€6.50m,,"Joined from Dynamo Moscow; date: Jul 2, 2023; fee: €2.50m",€6.50m
828,531065,Oussama El Azzouzi,Defensive Midfield,"May 29, 2001",22,Morocco,,"1,89m",right,"Jul 20, 2023",Union Saint-Gilloise,€2.00m,,"Joined from Union Saint-Gilloise; date: Jul 20, 2023; fee: €2.00m",€2.00m
829,633668,Giovanni Fabbian,Central Midfield,"Jan 14, 2003",21,Italy,,"1,86m",right,"Aug 20, 2023",Inter Milan,€12.00m,,"Joined from Inter Milan; date: Aug 20, 2023; fee: €5.00m",€12.00m
830,148252,Remo Freuler,Central Midfield,"Apr 15, 1992",31,Switzerland,,"1,80m",right,"Sep 1, 2023",Nottingham Forest,€6.50m,,"On loan from Nottingham Forest until Jun 30, 2024",€6.50m
831,237658,Michel Aebischer,Central Midfield,"Jan 6, 1997",27,Switzerland,,"1,83m",right,"Jul 1, 2022",BSC Young Boys,€6.00m,,,€6.00m
832,699442,Kacper Urbanski,Central Midfield,"Sep 7, 2004",19,Poland,,"1,83m",right,"Jul 1, 2022",Bologna Primavera,€4.00m,,,€4.00m
833,428563,Lewis Ferguson,Attacking Midfield,"Aug 24, 1999",24,Scotland,,"1,81m",right,"Jul 12, 2022",Aberdeen FC,€24.00m,,,€24.00m
834,367992,Jesper Karlsson,Left Winger,"Jul 25, 1998",25,Sweden,,"1,79m",right,"Aug 23, 2023",AZ Alkmaar,€10.00m,,"Joined from AZ Alkmaar; date: Aug 23, 2023; fee: €11.00m",€10.00m
835,368482,Riccardo Orsolini,Right Winger,"Jan 24, 1997",27,Italy,,"1,83m",left,"Jul 1, 2019",: Ablöse €15.00m,€14.00m,,,€14.00m
836,365108,Dan Ndoye,Right Winger,"Oct 25, 2000",23,Switzerland,,"1,84m",right,"Aug 14, 2023",FC Basel 1893,€10.00m,,"Joined from FC Basel 1893; date: Aug 14, 2023; fee: €9.00m",€10.00m
837,381950,Alexis Saelemaekers,Right Winger,"Jun 27, 1999",24,Belgium,,"1,80m",right,"Aug 30, 2023",AC Milan,€10.00m,,"On loan from AC Milan until Jun 30, 2024",€10.00m
838,345590,Jens Odgaard,Right Winger,"Mar 31, 1999",25,Denmark,,"1,88m",left,"Feb 1, 2024",AZ Alkmaar,€4.00m,,"On loan from AZ Alkmaar until Jun 30, 2024",€4.00m
839,435648,Joshua Zirkzee,Centre-Forward,"May 22, 2001",22,Netherlands,,"1,93m",right,"Aug 30, 2022",Bayern Munich,€40.00m,,,€40.00m
840,849520,Santiago Castro,Centre-Forward,"Sep 18, 2004",19,Argentina,,"1,79m",right,"Jan 30, 2024",CA Vélez Sarsfield,€12.00m,,"Joined as a winter arrival from: CA Vélez Sarsfield; date: Jan 30, 2024; fee: €12.00m",€12.00m
841,388516,Josep Martínez,Goalkeeper,"May 27, 1998",25,Spain,,"1,91m",right,"Jul 1, 2023",RB Leipzig,€6.00m,,"Joined from RB Leipzig; date: Jul 1, 2023; fee: €3.50m",€6.00m
842,136111,Nicola Leali,Goalkeeper,"Feb 17, 1993",31,Italy,,"1,88m",right,"Jul 5, 2023",Ascoli Calcio,€900k,,"Joined from Ascoli Calcio; date: Jul 5, 2023; fee: free transfer",€900k
843,462699,Franz Stolz,Goalkeeper,"Feb 14, 2001",23,Austria,,"1,93m",right,"Jan 27, 2024",SKN St. Pölten,€200k,,"Joined as a winter arrival from: SKN St. Pölten; date: Jan 27, 2024; fee: €250k",€200k
844,312773,Daniele Sommariva,Goalkeeper,"Jul 18, 1997",26,Italy,,"1,85m",right,"Jul 5, 2023",Delfino Pescara 1936,€100k,,"Joined from Delfino Pescara 1936; date: Jul 5, 2023; fee: €100k",€100k
845,818929,Simone Calvani,Goalkeeper,"May 16, 2005",18,Italy,,"1,89m",right,"Jul 1, 2023",Genoa U19,€50k,,"Internal transfer: Genoa U19; date: Jul 1, 2023",€50k
846,490384,Koni De Winter,Centre-Back,"Jun 12, 2002",21,Belgium,,"1,91m",right,"Aug 11, 2023",Juventus FC,€10.00m,,"On loan from Juventus FC until Jun 30, 2024",€10.00m
847,532937,Johan Vásquez,Centre-Back,"Oct 22, 1998",25,Mexico,,"1,85m",left,"Jan 3, 2022",UNAM Pumas,€6.00m,,"Returned after loan spell with US Cremonese; date: Jun 30, 2023; fee: End of loan",€6.00m
848,861981,Alan Matturro,Centre-Back,"Oct 11, 2004",19,Uruguay,,"1,89m",left,"Jan 2, 2023",Defensor Sporting Club,€4.00m,"surgery - Return expected on May 30, 2024",,€4.00m
849,616628,Giorgio Cittadini,Centre-Back,"Apr 18, 2002",21,Italy,,"1,93m",right,"Jan 26, 2024",AC Monza,€3.00m,unknown injury - Return unknown,"On loan from AC Monza until Jun 29, 2024",€3.00m
850,176139,Mattia Bani,Centre-Back,"Dec 10, 1993",30,Italy,,"1,88m",right,"Oct 5, 2020",Bologna FC 1909,€2.00m,,,€2.00m
851,330208,Alessandro Vogliacco,Centre-Back,"Sep 14, 1998",25,Italy,,"1,86m",right,"Aug 13, 2021",Pordenone Calcio,€2.00m,,,€2.00m
852,251878,Aarón Martín,Left-Back,"Apr 22, 1997",26,Spain,,"1,78m",left,"Jul 3, 2023",1.FSV Mainz 05,€5.00m,,"Joined from 1.FSV Mainz 05; date: Jul 3, 2023; fee: free transfer",€5.00m
853,228444,Ridgeciano Haps,Left-Back,"Jun 12, 1993",30,Suriname,,"1,75m",left,"Jan 31, 2023",Venezia FC,€1.00m,,"On loan from Venezia FC until Jun 30, 2024",€1.00m
854,483348,Djed Spence,Right-Back,"Aug 9, 2000",23,England,,"1,84m",right,"Jan 11, 2024",Tottenham Hotspur,€8.00m,,"On loan from Tottenham Hotspur until Jun 30, 2024",€8.00m
855,167491,Stefano Sabelli,Right-Back,"Jan 13, 1993",31,Italy,,"1,76m",right,"Jul 20, 2021",FC Empoli,€1.50m,,,€1.50m
856,406806,Emil Bohinen,Defensive Midfield,"Mar 12, 1999",25,Norway,,"1,89m",left,"Jan 17, 2024",US Salernitana 1919,€2.00m,,"On loan from US Salernitana 1919 until Jun 30, 2024",€2.00m
857,40633,Milan Badelj,Defensive Midfield,"Feb 25, 1989",35,Croatia,,"1,86m",right,"Sep 16, 2020",SS Lazio,€800k,Team captain,,€800k
858,503871,Morten Frendrup,Central Midfield,"Apr 7, 2001",22,Denmark,,"1,78m",right,"Jan 30, 2022",Bröndby IF,€10.00m,,,€10.00m
859,226524,Morten Thorsby,Central Midfield,"May 5, 1996",27,Norway,,"1,88m",right,"Aug 1, 2023",1.FC Union Berlin,€3.20m,,"On loan from 1.FC Union Berlin until Jun 30, 2024",€3.20m
860,68864,Kevin Strootman,Central Midfield,"Feb 13, 1990",34,Netherlands,,"1,86m",left,"Jul 1, 2023",Olympique Marseille,€1.00m,,"Joined from Olympique Marseille; date: Jul 1, 2023; fee: free transfer",€1.00m
861,207877,Ruslan Malinovskyi,Attacking Midfield,"May 4, 1993",30,Ukraine,,"1,81m",left,"Jan 31, 2024",Olympique Marseille,€10.00m,"Hamstring muscle injury - Return expected on Apr 30, 2024","Joined as a winter arrival from: Olympique Marseille; date: Jan 31, 2024; fee: €7.00m",€10.00m
862,449151,Junior Messias,Right Winger,"May 13, 1991",32,Brazil,,"1,74m",left,"Jan 13, 2024",AC Milan,€3.00m,,"Joined as a winter arrival from: AC Milan; date: Jan 13, 2024; fee: €1.50m",€3.00m
863,305947,Albert Gudmundsson,Second Striker,"Jun 15, 1997",26,Iceland,,"1,77m",right,"Jan 31, 2022",AZ Alkmaar,€22.00m,,,€22.00m
864,554903,Mateo Retegui,Centre-Forward,"Apr 29, 1999",24,Italy,,"1,86m",right,"Jul 26, 2023",Club Atlético Tigre,€16.00m,"Yellow card suspension - until Apr 8, 2024 - Serie A - 1 matchday; Ankle problems - Return unknown","Joined from Club Atlético Tigre; date: Jul 26, 2023; fee: €12.00m",€16.00m
865,586853,Vitinha,Centre-Forward,"Mar 15, 2000",24,Portugal,,"1,78m",right,"Jan 31, 2024",Olympique Marseille,€15.00m,unknown injury - Return unknown,"On loan from Olympique Marseille until Jun 30, 2024",€15.00m
866,881610,David Ankeye,Centre-Forward,"May 22, 2002",21,Nigeria,,"1,91m",right,"Jan 31, 2024",FC Sheriff Tiraspol,€2.00m,,"Joined as a winter arrival from: FC Sheriff Tiraspol; date: Jan 31, 2024; fee: €2.50m",€2.00m
867,199953,Caleb Ekuban,Centre-Forward,"Mar 23, 1994",30,Ghana,,"1,82m",right,"Aug 10, 2021",Trabzonspor,€1.00m,,,€1.00m
868,44058,Wojciech Szczęsny,Goalkeeper,"Apr 18, 1990",33,Poland,,"1,96m",right,"Jul 19, 2017",Arsenal FC,€8.00m,,,€8.00m
869,110923,Mattia Perin,Goalkeeper,"Nov 10, 1992",31,Italy,,"1,88m",right,"Jul 1, 2018",: Ablöse €16.30m,€3.00m,,,€3.00m
870,75411,Carlo Pinsoglio,Goalkeeper,"Mar 16, 1990",34,Italy,,"1,94m",left,"Jul 1, 2014",: Ablöse €800k,€200k,,,€200k
871,516716,Bremer,Centre-Back,"Mar 18, 1997",27,Brazil,,"1,88m",right,"Jul 20, 2022",Torino FC,€60.00m,,,€60.00m
872,509022,Federico Gatti,Centre-Back,"Jun 24, 1998",25,Italy,,"1,90m",right,"Jan 31, 2022",Frosinone Calcio,€18.00m,,,€18.00m
873,420465,Tiago Djaló,Centre-Back,"Apr 9, 2000",23,Portugal,,"1,90m",right,"Jan 22, 2024",LOSC Lille,€15.00m,,"Joined as a winter arrival from: LOSC Lille; date: Jan 22, 2024; fee: €5.10m",€15.00m
874,145707,Danilo,Centre-Back,"Jul 15, 1991",32,Brazil,,"1,84m",right,"Aug 7, 2019",Manchester City,€12.00m,,,€12.00m
875,162959,Daniele Rugani,Centre-Back,"Jul 29, 1994",29,Italy,,"1,90m",right,"Feb 1, 2015",: Ablöse €4.20m,€4.00m,,,€4.00m
876,459658,Andrea Cambiaso,Left-Back,"Feb 20, 2000",24,Italy,,"1,82m",both,"Jul 14, 2022",Genoa CFC,€25.00m,,"Returned after loan spell with Bologna FC 1909; date: Jun 30, 2023; fee: End of loan",€25.00m
877,79960,Alex Sandro,Left-Back,"Jan 26, 1991",33,Brazil,,"1,81m",left,"Aug 20, 2015",FC Porto,€2.00m,,,€2.00m
878,88682,Mattia De Sciglio,Right-Back,"Oct 20, 1992",31,Italy,,"1,83m",right,"Jul 20, 2017",AC Milan,€2.00m,,,€2.00m
879,265088,Manuel Locatelli,Defensive Midfield,"Jan 8, 1998",26,Italy,,"1,85m",right,"Jul 1, 2023",US Sassuolo,€33.00m,,"Joined from US Sassuolo; date: Jul 1, 2023; fee: €36.40m",€33.00m
880,182913,Adrien Rabiot,Central Midfield,"Apr 3, 1995",29,France,,"1,88m",left,"Jul 1, 2019",Paris Saint-Germain,€40.00m,,,€40.00m
881,332697,Weston McKennie,Central Midfield,"Aug 28, 1998",25,United States,,"1,85m",right,"Jul 1, 2021",FC Schalke 04,€25.00m,,"Returned after loan spell with Leeds United; date: Jun 30, 2023; fee: End of loan",€25.00m
882,571607,Fabio Miretti,Central Midfield,"Aug 3, 2003",20,Italy,,"1,80m",right,"Jul 1, 2022",Juventus Next Gen,€15.00m,,,€15.00m
883,432090,Nicolò Fagioli,Central Midfield,"Feb 12, 2001",23,Italy,,"1,78m",right,"Jan 1, 2021",Juventus U23,€15.00m,"Suspension through sports court - until May 18, 2024 - cross-competition",,€15.00m
884,748319,Carlos Alcaraz,Central Midfield,"Nov 30, 2002",21,Argentina,,"1,83m",right,"Jan 31, 2024",Southampton FC,€15.00m,,"On loan from Southampton FC until Jun 30, 2024",€15.00m
885,430280,Hans Nicolussi Caviglia,Central Midfield,"Jun 18, 2000",23,Italy,,"1,84m",right,"Jul 1, 2023",Juventus Next Gen,€3.00m,,"Internal transfer: Juventus Next Gen; date: Jul 1, 2023",€3.00m
886,122153,Paul Pogba,Central Midfield,"Mar 15, 1993",31,France,,"1,91m",both,"Jul 11, 2022",Manchester United,,"Doping ban - until Sep 10, 2027 - cross-competition",,
887,370846,Timothy Weah,Right Midfield,"Feb 22, 2000",24,United States,,"1,83m",right,"Jul 1, 2023",LOSC Lille,€14.00m,,"Joined from LOSC Lille; date: Jul 1, 2023; fee: €11.00m",€14.00m
888,161011,Filip Kostić,Left Midfield,"Nov 1, 1992",31,Serbia,,"1,84m",left,"Aug 12, 2022",Eintracht Frankfurt,€9.00m,,,€9.00m
889,341092,Federico Chiesa,Left Winger,"Oct 25, 1997",26,Italy,,"1,75m",right,"Jul 1, 2022",ACF Fiorentina,€40.00m,,,€40.00m
890,581672,Samuel Iling-Junior,Left Winger,"Oct 4, 2003",20,England,,"1,82m",left,"Dec 19, 2022",Juventus Next Gen,€12.00m,,,€12.00m
891,845654,Kenan Yıldız,Second Striker,"May 4, 2005",18,Türkiye,,"1,85m",both,"Nov 7, 2023",Juventus Next Gen,€30.00m,,"Internal transfer: Juventus Next Gen; date: Nov 7, 2023",€30.00m
892,357498,Dušan Vlahović,Centre-Forward,"Jan 28, 2000",24,Serbia,,"1,90m",left,"Jan 28, 2022",: Ablöse €83.50m,€65.00m,,,€65.00m
893,364135,Moise Kean,Centre-Forward,"Feb 28, 2000",24,Italy,,"1,83m",right,"Jul 1, 2023",Everton FC,€18.00m,,"Joined from Everton FC; date: Jul 1, 2023; fee: €30.00m",€18.00m
894,191891,Arkadiusz Milik,Centre-Forward,"Feb 28, 1994",30,Poland,,"1,86m",left,"Jul 1, 2023",Olympique Marseille,€7.00m,"Adductor injury - Return expected on Apr 13, 2024","Joined from Olympique Marseille; date: Jul 1, 2023; fee: €7.30m",€7.00m
895,238993,Simone Scuffet,Goalkeeper,"May 31, 1996",27,Italy,,"1,93m",right,"Jul 14, 2023",CFR Cluj,€2.00m,,"Joined from CFR Cluj; date: Jul 14, 2023; fee: €2.00m",€2.00m
896,258482,Boris Radunović,Goalkeeper,"May 26, 1996",27,Serbia,,"1,94m",right,"Jul 14, 2021",Atalanta BC,€1.30m,,,€1.30m
897,41912,Simone Aresti,Goalkeeper,"Mar 15, 1986",38,Italy,,"1,87m",right,"Sep 1, 2020",Olbia Calcio 1905,€75k,,,€75k
898,385394,Alberto Dossena,Centre-Back,"Oct 13, 1998",25,Italy,,"1,95m",right,"Aug 12, 2022",US Avellino 1912,€4.00m,,,€4.00m
899,144244,Pantelis Hatzidiakos,Centre-Back,"Jan 18, 1997",27,Greece,,"1,85m",right,"Sep 1, 2023",AZ Alkmaar,€3.80m,,"Joined from AZ Alkmaar; date: Sep 1, 2023; fee: €2.00m",€3.80m
900,208172,Mateusz Wieteska,Centre-Back,"Feb 11, 1997",27,Poland,,"1,87m",right,"Aug 29, 2023",Clermont Foot 63,€3.50m,,"Joined from Clermont Foot 63; date: Aug 29, 2023; fee: €5.00m",€3.50m
901,289446,Yerry Mina,Centre-Back,"Sep 23, 1994",29,Colombia,,"1,95m",right,"Feb 1, 2024",ACF Fiorentina,€3.00m,,"Joined as a winter arrival from: ACF Fiorentina; date: Feb 1, 2024; fee: free transfer",€3.00m
902,568333,Adam Obert,Centre-Back,"Aug 23, 2002",21,Slovakia,,"1,88m",left,"Jul 1, 2021",Sampdoria Primavera,€1.80m,,,€1.80m
903,284595,Tommaso Augello,Left-Back,"Aug 30, 1994",29,Italy,,"1,80m",left,"Jul 18, 2023",UC Sampdoria,€2.00m,,"Joined from UC Sampdoria; date: Jul 18, 2023; fee: €2.00m",€2.00m
904,310527,Paulo Azzi,Left-Back,"Jul 15, 1994",29,Brazil,,"1,88m",right,"Jan 12, 2023",Modena FC,€1.50m,,,€1.50m
905,392569,Gabriele Zappa,Right-Back,"Dec 22, 1999",24,Italy,,"1,87m",right,"Jul 1, 2021",: Ablöse €3.20m,€2.00m,,,€2.00m
