,id,name,position,dateOfBirth,age,nationality,currentClub,height,foot,joinedOn,signedFrom,marketValue,status,joined,contract
310,641036,Samuel Ntanda,Left Winger,"Jun 30, 2005",18,Belgium,UC Sampdoria,"1,84m",right,"Aug 11, 2021",Sampdoria Primavera,,,"Internal winter transfer: Sampdoria Primavera; Date: Dec 15, 2023",
311,283528,Ignacio Pussetto,Right Winger,"Dec 21, 1995",27,Argentina,CA Huracán,"1,80m",right,"Jan 11, 2019",Watford FC,€2.50m,,,
312,348601,Mehdi Léris,Right Winger,"May 23, 1998",25,Algeria,Stoke City,"1,86m",right,"Jul 1, 2022",Chievo Verona,€2.50m,,,
313,386914,Sam Lammers,Centre-Forward,"Apr 30, 1997",26,Netherlands,FC Utrecht,"1,91m",both,"Oct 28, 2022",FC Empoli,€2.00m,,,
314,375816,Manuel De Luca,Centre-Forward,"Jul 17, 1998",24,Italy,UC Sampdoria,"1,92m",both,"Jul 1, 2016",Chievo Verona,€2.00m,,,
315,29559,Guillermo Ochoa,Goalkeeper,"Jul 13, 1985",37,Mexico,US Salernitana 1919,"1,85m",right,"Jan 2, 2023",CF América,€1.50m,unknown injury - Return unknown,,
316,99254,Luigi Sepe,Goalkeeper,"May 8, 1991",32,Italy,SS Lazio,"1,85m",left,"Jul 1, 2022",Parma Calcio 1913,€1.00m,,,
317,167685,Alessandro Micai,Goalkeeper,"Jul 24, 1993",29,Italy,Cosenza Calcio,"1,86m",right,"Aug 2, 2018",SSC Bari,€500k,,,
318,55000,Vincenzo Fiorillo,Goalkeeper,"Jan 13, 1990",33,Italy,US Salernitana 1919,"1,90m",left,"Aug 6, 2021",: Ablöse €600k,€200k,,,
319,606614,Jacopo De Matteis,Goalkeeper,"Dec 28, 2002",20,Italy,Without Club,"1,89m",,"Jul 1, 2022",Salernitana Primavera,€25k,,"Returned after loan spell with Fermana FC; date: Jun 30, 2023; fee: End of loan",
320,818507,Andrea Sorrentino,Goalkeeper,"Oct 21, 2004",18,Italy,ASD Akragas 2018,,,"Jul 1, 2023",,€25k,,,
321,901980,Pasquale Allocca,Goalkeeper,"May 9, 2005",18,Italy,US Salernitana 1919,,right,"Aug 29, 2022",Salernitana Primavera,,,"Internal transfer: Salernitana Primavera; date: Jul 1, 2023",
322,322655,Flavius Daniliuc,Centre-Back,"Apr 27, 2001",22,Austria,Red Bull Salzburg,"1,88m",right,"Jul 1, 2023",OGC Nice,€8.00m,,,
323,487834,Lorenzo Pirola,Centre-Back,"Feb 20, 2002",21,Italy,US Salernitana 1919,"1,88m",left,"Jul 6, 2022",Inter Milan,€8.00m,,"Joined from Inter Milan; date: Jul 1, 2023; fee: €5.00m",
324,459655,Matteo Lovato,Centre-Back,"Feb 14, 2000",23,Italy,Torino FC,"1,88m",right,"Aug 12, 2022",Atalanta BC,€6.00m,,,
325,450417,Dylan Bronn,Centre-Back,"Jun 19, 1995",28,Tunisia,Servette FC,"1,86m",right,"Jan 24, 2023",FC Metz,€2.50m,,,
326,192875,William Troost-Ekong,Centre-Back,"Sep 1, 1993",29,Nigeria,PAOK Thessaloniki,"1,91m",right,"Sep 12, 2020",Watford FC,€2.50m,"bruise - Return expected on May 6, 2024",,
327,205054,Norbert Gyömbér,Centre-Back,"Jul 3, 1992",30,Slovakia,US Salernitana 1919,"1,89m",right,"Jul 16, 2016",AC Perugia Calcio,€1.50m,,,
328,324378,Valerio Mantovani,Centre-Back,"Apr 18, 1996",27,Italy,Ascoli Calcio,"1,84m",right,"Jan 29, 2022",Torino Primavera,€700k,,"Returned after loan spell with Ternana Calcio; date: Jun 30, 2023; fee: End of loan",
329,45314,Federico Fazio,Centre-Back,"Mar 17, 1987",36,Argentina,US Salernitana 1919,"1,95m",right,"Jul 1, 2022",AS Roma,€400k,Team captain; unknown injury - Return unknown,,
330,816930,Andrei Motoc,Centre-Back,"Dec 13, 2002",20,Moldova,FC Legnago Salus,"1,95m",right,"Jul 15, 2022",Salernitana Primavera,€75k,,,
331,357796,Domagoj Bradaric,Left-Back,"Dec 10, 1999",23,Croatia,US Salernitana 1919,"1,78m",left,"Jan 19, 2021",LOSC Lille,€7.00m,,,
332,606451,Sanasi Sy,Left-Back,"Apr 4, 1999",24,France,Nîmes Olympique,"1,84m",left,"Jul 1, 2022",: Ablöse ?,€300k,,,
333,250153,Pasquale Mazzocchi,Right-Back,"Jul 27, 1995",27,Italy,SSC Napoli,"1,83m",right,"Jul 19, 2022",Venezia FC,€4.80m,,,
334,335147,Junior Sambia,Right-Back,"Sep 7, 1996",26,France,US Salernitana 1919,"1,85m",right,"Jul 31, 2021",Montpellier HSC,€3.50m,,,
335,407885,Wajdi Kechrida,Right-Back,"Nov 5, 1995",27,Tunisia,Atromitos Athens,"1,77m",right,"Sep 1, 2020",Etoile Sportive du Sahel,€800k,,,
336,111433,Frédéric Veseli,Right-Back,"Nov 20, 1992",30,Albania,Fatih Karagümrük,"1,83m",right,"Jul 1, 2022",: Ablöse ?,€300k,,,
337,406806,Emil Bohinen,Defensive Midfield,"Mar 12, 1999",24,Norway,Genoa CFC,"1,89m",left,"Jan 31, 2022",CSKA Moscow,€3.40m,,,
338,46105,Ivan Radovanovic,Defensive Midfield,"Aug 29, 1988",34,Serbia,FK Jedinstvo Ub,"1,87m",right,"Aug 16, 2022",: Ablöse free transfer,€400k,,,
339,353796,Giulio Maggiore,Central Midfield,"Mar 12, 1998",25,Italy,US Salernitana 1919,"1,84m",right,"Jul 31, 2021",: Ablöse €3.50m,€5.50m,,,
340,386552,Lassana Coulibaly,Central Midfield,"Apr 10, 1996",27,Mali,US Salernitana 1919,"1,83m",right,"Aug 10, 2022",Angers SCO,€5.00m,,,
341,182581,Tonny Vilhena,Central Midfield,"Jan 3, 1995",28,Netherlands,Panathinaikos FC,"1,75m",left,"Jan 5, 2023",RCD Espanyol Barcelona,€3.80m,,,
342,430280,Hans Nicolussi Caviglia,Central Midfield,"Jun 18, 2000",23,Italy,Juventus FC,"1,84m",right,"Jan 26, 2023",Juventus Next Gen,€2.00m,,,
343,216599,Domen Crnigoj,Central Midfield,"Nov 18, 1995",27,Slovenia,AC Reggiana 1919,"1,88m",right,"Sep 29, 2020",Venezia FC,€1.50m,Fitness - Return unknown,,
344,84442,Leonardo Capezzi,Central Midfield,"Mar 28, 1995",28,Italy,Carrarese Calcio 1908,"1,78m",right,"Jul 12, 2021",UC Sampdoria,€350k,,,
345,199971,Michele Cavion,Central Midfield,"Dec 8, 1994",28,Italy,LR Vicenza,"1,80m",both,"Jul 1, 2022",Ascoli Calcio,€350k,,,
346,704347,Antonio Pio Iervolino,Central Midfield,"May 23, 2003",20,Italy,Vis Pesaro 1898,,,"Jul 1, 2023",Salernitana Primavera,€100k,,,
347,25488,Antonio Candreva,Right Midfield,"Feb 28, 1987",36,Italy,US Salernitana 1919,"1,80m",right,"Jul 1, 2022",UC Sampdoria,€1.50m,,"Joined from UC Sampdoria; date: Jul 1, 2023; fee: €500k",
348,287600,Pawel Jaroszynski,Left Midfield,"Oct 2, 1994",28,Poland,Cracovia,"1,84m",left,"Aug 2, 2022",Genoa CFC,€450k,,"Returned after loan spell with Cracovia; date: Jun 30, 2023; fee: End of loan",
349,298635,Grigoris Kastanos,Attacking Midfield,"Jan 30, 1998",25,Cyprus,US Salernitana 1919,"1,79m",left,"Jul 1, 2021",Juventus Next Gen,€1.80m,"Knee injury - Return expected on Apr 20, 2024",,
350,360516,Reda Boultam,Attacking Midfield,"Mar 3, 1998",25,Netherlands,NK Olimpija Ljubljana,"1,87m",right,"Aug 30, 2022",US Triestina,€400k,,"Returned after loan spell with NK Istra 1961; date: Jun 30, 2023; fee: End of loan",
351,808224,Andres Sfait,Left Winger,"Dec 9, 2004",18,Romania,US Salernitana 1919,,right,"Sep 6, 2021",SV Grödig,€50k,,,
352,22068,Franck Ribéry,Left Winger,"Apr 7, 1983",40,France,Retired,"1,70m",right,"Jul 1, 2023",: Ablöse free transfer,,,,
353,626913,Boulaye Dia,Centre-Forward,"Nov 16, 1996",26,Senegal,US Salernitana 1919,"1,80m",right,"Sep 1, 2022",Villarreal CF,€25.00m,,"Joined from Villarreal CF; date: Jul 1, 2023; fee: €14.40m",
354,327757,Krzysztof Piatek,Centre-Forward,"Jul 1, 1995",27,Poland,Basaksehir FK,"1,83m",right,"Jul 26, 2022",Hertha BSC,€7.00m,"Yellow card suspension - until Apr 15, 2024 - Süper Lig - 1 matchday",,
355,241527,Federico Bonazzoli,Centre-Forward,"May 21, 1997",26,Italy,Hellas Verona,"1,85m",left,"Jul 7, 2022",UC Sampdoria,€4.00m,,,
356,418559,Erik Botheim,Centre-Forward,"Jan 10, 2000",23,Norway,Malmö FF,"1,85m",right,"Jul 11, 2022",FK Krasnodar,€3.50m,,,
357,491648,Diego Valencia,Centre-Forward,"Jan 14, 2000",23,Chile,Atromitos Athens,"1,85m",right,"Aug 31, 2021",CD Universidad Católica,€2.00m,,,
358,421780,Edoardo Vergani,Centre-Forward,"Feb 6, 2001",22,Italy,Delfino Pescara 1936,"1,86m",right,"Feb 2, 2021",Inter Milan,€450k,,,
359,242359,Juan Musso,Goalkeeper,"May 6, 1994",29,Argentina,Atalanta BC,"1,91m",right,"Jul 2, 2021",Udinese Calcio,€8.00m,,,
360,199976,Marco Sportiello,Goalkeeper,"May 10, 1992",31,Italy,AC Milan,"1,92m",right,"Jun 22, 2012",US Poggibonsi,€1.50m,,,
361,667060,Tommaso Bertini,Goalkeeper,"Jan 13, 2004",19,Italy,Atalanta U23,,right,"Aug 1, 2009",,€100k,,,
362,126634,Francesco Rossi,Goalkeeper,"Apr 27, 1991",32,Italy,Atalanta BC,"1,93m",right,"Jul 9, 2021",Atalanta Primavera,€100k,,,
363,571604,Giorgio Scalvini,Centre-Back,"Dec 11, 2003",19,Italy,Atalanta BC,"1,94m",right,"Jul 1, 2022",Atalanta Primavera,€40.00m,"Hamstring muscle injury - Return expected on May 2, 2024",,
364,340879,Merih Demiral,Centre-Back,"Mar 5, 1998",25,Türkiye,Al-Ahli SFC,"1,90m",right,"Sep 1, 2020",Juventus FC,€20.00m,,,
365,461833,Caleb Okoli,Centre-Back,"Jul 13, 2001",21,Italy,Frosinone Calcio,"1,91m",right,"Jan 18, 2016",Atalanta Primavera,€10.00m,,,
366,165513,Berat Djimsiti,Centre-Back,"Feb 19, 1993",30,Albania,Atalanta BC,"1,90m",right,"Aug 26, 2015",: Ablöse free transfer,€10.00m,,,
367,72441,Rafael Tolói,Centre-Back,"Oct 10, 1990",32,Italy,Atalanta BC,"1,85m",right,"Jul 1, 2017",São Paulo Futebol Clube,€6.00m,Team captain,,
368,125020,José Luis Palomino,Centre-Back,"Jan 5, 1990",33,Argentina,Atalanta BC,"1,88m",left,"Jan 4, 2021",: Ablöse €4.70m,€2.50m,,,
369,820620,Tommaso Del Lungo,Centre-Back,"Nov 21, 2003",19,Italy,Atalanta U23,"1,86m",right,"Aug 19, 2022",,€100k,,,
370,650997,Iacopo Regonesi,Left-Back,"Mar 28, 2004",19,Italy,Atalanta U23,"1,84m",left,"Aug 10, 2017",,€200k,,,
371,708635,Lorenzo Bernasconi,Left-Back,"Nov 16, 2003",19,Italy,Atalanta U23,"1,90m",left,"Jul 6, 2022",,€75k,,,
372,369674,Joakim Maehle,Right-Back,"May 20, 1997",26,Denmark,VfL Wolfsburg,"1,85m",right,"Sep 1, 2020",KRC Genk,€14.00m,,,
373,546880,Brandon Soppy,Right-Back,"Feb 21, 2002",21,France,FC Schalke 04,"1,80m",right,"Sep 1, 2020",Udinese Calcio,€9.00m,,,
374,133179,Marten de Roon,Defensive Midfield,"Mar 29, 1991",32,Netherlands,Atalanta BC,"1,85m",right,"Aug 24, 2021",Middlesbrough FC,€10.00m,,,
375,814015,Matteo Colombo,Defensive Midfield,"Mar 9, 2004",19,Italy,Atalanta Primavera,"1,82m",both,"Jan 31, 2017",,€125k,,,
376,857964,Mannah Chiwisa,Defensive Midfield,"Dec 12, 2003",19,Zambia,Atalanta U23,"1,78m",left,"Jul 1, 2019",,€125k,,,
377,938678,Leonardo Mendicino,Defensive Midfield,"Jun 25, 2006",17,Italy,Atalanta U23,,right,"Sep 1, 2020",,,,,
378,607854,Éderson,Central Midfield,"Jul 7, 1999",23,Brazil,Atalanta BC,"1,83m",right,"Aug 30, 2021",US Salernitana 1919,€20.00m,,,
379,205938,Mario Pasalic,Central Midfield,"Feb 9, 1995",28,Croatia,Atalanta BC,"1,88m",right,"Jul 16, 2019",Chelsea FC,€20.00m,,,
380,725352,Endri Muhameti,Central Midfield,"Jul 12, 2004",18,Albania,Atalanta U23,"1,83m",left,"Jan 1, 2023",,€150k,,,
381,297648,Simone Muratore,Central Midfield,"May 30, 1998",25,Italy,Without Club,"1,86m",right,"Jul 1, 2022",Juventus FC,€100k,,,
382,173859,Davide Zappacosta,Right Midfield,"Jun 11, 1992",31,Italy,Atalanta BC,"1,82m",right,"Aug 4, 2022",Chelsea FC,€7.00m,,,
383,275303,Hans Hateboer,Right Midfield,"Jan 9, 1994",29,Netherlands,Atalanta BC,"1,85m",right,"Aug 27, 2022",: Ablöse €1.04m,€6.00m,,,
384,392966,Nadir Zortea,Right Midfield,"Jun 19, 1999",24,Italy,Frosinone Calcio,"1,75m",right,"Jan 17, 2020",Atalanta Primavera,€2.00m,,,
385,895937,Marco Palestra,Right Midfield,"Mar 3, 2005",18,Italy,Atalanta U23,"1,86m",right,"Jul 1, 2019",,,,,
386,85528,Marco Silvestri,Goalkeeper,"Mar 2, 1991",32,Italy,Udinese Calcio,"1,91m",right,"Jul 20, 2021",Hellas Verona,€5.00m,,,
387,27807,Daniele Padelli,Goalkeeper,"Oct 25, 1985",37,Italy,Udinese Calcio,"1,91m",right,"Jul 1, 2021",Inter Milan,€200k,,,
388,612059,Edoardo Piana,Goalkeeper,"Sep 29, 2003",19,Italy,ACR Messina,"1,98m",right,"Jul 1, 2022",Udinese Primavera,€50k,,,
389,491693,Nehuén Pérez,Centre-Back,"Jun 24, 2000",23,Argentina,Udinese Calcio,"1,84m",right,"Jul 29, 2022",Atlético de Madrid,€10.00m,,,
390,371851,Jaka Bijol,Centre-Back,"Feb 5, 1999",24,Slovenia,Udinese Calcio,"1,90m",right,"Jul 14, 2022",CSKA Moscow,€10.00m,,,
391,410158,Rodrigo Becão,Centre-Back,"Jan 19, 1996",27,Brazil,Fenerbahce,"1,91m",right,"Jul 6, 2019",Esporte Clube Bahia,€10.00m,,,
392,342877,Enzo Ebosse,Centre-Back,"Mar 11, 1999",24,Cameroon,Udinese Calcio,"1,85m",left,"Jul 29, 2022",Angers SCO,€4.50m,"Cruciate ligament tear - Return expected on Apr 14, 2024",,
393,293168,Filip Benkovic,Centre-Back,"Jul 13, 1997",25,Croatia,Trabzonspor,"1,94m",right,"Jan 13, 2022",Leicester City,€2.20m,,,
394,104597,Bram Nuytinck,Centre-Back,"May 4, 1990",33,Netherlands,NEC Nijmegen,"1,91m",left,"Jul 29, 2017",RSC Anderlecht,€1.00m,,,
395,648032,James Abankwah,Centre-Back,"Jan 16, 2004",19,Ireland,Udinese Calcio,"1,82m",right,"Jan 26, 2022",St. Patrick's Athletic,€300k,,"Returned after loan spell with Charlton Athletic; date: Jan 29, 2024; fee: End of loan",
396,925584,Axel Guessand,Centre-Back,"Nov 6, 2004",18,France,FC Volendam,"1,92m",left,"Jul 1, 2022",AS Nancy-Lorraine B,€250k,,,
397,704692,Niccolò Cocetta,Centre-Back,"Dec 19, 2003",19,Italy,SS Turris Calcio,,,"Aug 17, 2022",,€75k,,,
398,556385,Destiny Udogie,Left-Back,"Nov 28, 2002",20,Italy,Tottenham Hotspur,"1,88m",left,"Jul 18, 2022",Tottenham Hotspur,€25.00m,,,
399,286949,Adam Masina,Left-Back,"Jan 2, 1994",29,Morocco,Torino FC,"1,91m",left,"Jul 1, 2022",Watford FC,€2.50m,,,
400,653415,Leonardo Buta,Left-Back,"Jun 5, 2002",21,Portugal,Gil Vicente FC,"1,82m",left,"Mar 7, 2023",SC Braga B,€1.50m,,,
401,92899,Marvin Zeegelaar,Left-Back,"Aug 12, 1990",32,Netherlands,Without Club,"1,86m",left,"Aug 30, 2021",Without Club,€400k,,,
402,546880,Brandon Soppy,Right-Back,"Feb 21, 2002",21,France,FC Schalke 04,"1,80m",right,"Aug 29, 2022",Stade Rennais FC,€9.00m,,,
403,272812,Kingsley Ehizibue,Right-Back,"May 25, 1995",28,Netherlands,Udinese Calcio,"1,89m",right,"Aug 12, 2019",1.FC Köln,€2.50m,,,
404,323954,Walace,Defensive Midfield,"Apr 4, 1995",28,Brazil,Udinese Calcio,"1,88m",right,"Jul 1, 2019",: Ablöse €6.00m,€7.00m,,,
405,47513,Mato Jajalo,Defensive Midfield,"May 25, 1988",35,Bosnia-Herzegovina,Venezia FC,"1,82m",right,"Aug 5, 2021",: Ablöse free transfer,€250k,,,
406,704708,Riccardo Castagnaviz,Defensive Midfield,"Jan 29, 2003",20,Italy,Cjarlins Muzane,,right,"Oct 5, 2020",,€50k,,,
407,528833,Lazar Samardžić,Central Midfield,"Feb 24, 2002",21,Serbia,Udinese Calcio,"1,84m",left,"Jul 1, 2022",RB Leipzig,€14.00m,,,
408,322305,Jean-Victor Makengo,Central Midfield,"Jun 12, 1998",25,France,FC Lorient,"1,77m",left,"Sep 11, 2023",OGC Nice,€10.00m,,,
409,268429,Sandi Lovric,Central Midfield,"Mar 28, 1998",25,Slovenia,Udinese Calcio,"1,80m",right,"Sep 18, 2020",FC Lugano,€10.00m,,,
410,112302,Roberto Pereyra,Central Midfield,"Jan 7, 1991",32,Argentina,Udinese Calcio,"1,82m",both,"Sep 1, 2020",Without Club,€6.00m,Team captain,"Joined from Without Club; date: Sep 11, 2023; fee: -",
411,53536,Tolgay Arslan,Central Midfield,"Aug 16, 1990",32,Germany,Melbourne City FC,"1,80m",right,"Jul 1, 2022",Fenerbahce,€1.40m,,,
412,617170,Martin Palumbo,Central Midfield,"Mar 5, 2002",21,Norway,Juventus Next Gen,"1,83m",left,"Jul 1, 2022",Udinese Primavera,€700k,,"Returned after loan spell with Juventus Next Gen; date: Jun 30, 2023; fee: End of loan",
413,818955,Matteo Bassi,Central Midfield,"Jan 8, 2004",19,Italy,Cjarlins Muzane,,,"Jan 31, 2023",,€10k,,,
414,586756,Festy Ebosele,Right Midfield,"Aug 2, 2002",20,Ireland,Udinese Calcio,"1,80m",right,"Jul 1, 2022",Derby County,€3.50m,,,
415,876400,Simone Pafundi,Attacking Midfield,"Mar 14, 2006",17,Italy,FC Lausanne-Sport,"1,66m",left,"Jan 30, 2021",Udinese Primavera,€8.00m,,,
416,817270,Alberto Centis,Attacking Midfield,"Feb 13, 2004",19,Italy,Arzignano Valchiampo,,left,"Aug 26, 2021",,€75k,,,
417,184892,Florian Thauvin,Right Winger,"Jan 26, 1993",30,France,Udinese Calcio,"1,81m",left,"May 1, 2023",Tigres UANL,€3.50m,,,
418,936584,Diego Russo,Right Winger,"Apr 20, 2005",18,Italy,Udinese Primavera,"1,86m",right,"Jul 26, 2019",,,,,
419,286047,Guglielmo Vicario,Goalkeeper,"Oct 7, 1996",26,Italy,Tottenham Hotspur,"1,94m",right,"Jul 1, 2022",Cagliari Calcio,€16.00m,,,
420,301240,Samuele Perisan,Goalkeeper,"Aug 21, 1997",25,Italy,FC Empoli,"1,92m",left,"Jul 1, 2022",Pordenone Calcio,€800k,,,
421,163652,Jacopo Furlan,Goalkeeper,"Feb 22, 1993",30,Italy,Catania FC,"1,89m",right,"Oct 5, 2020",: Ablöse ?,€200k,"Red card suspension - until Apr 8, 2024 - Serie C - Girone C - 1 matchday",,
422,728516,Lovro Stubljar,Goalkeeper,"Aug 9, 2004",18,Slovenia,NK Domzale,,left,"Jul 1, 2022",NK Domzale U19,€200k,,,
423,42744,Samir Ujkani,Goalkeeper,"Jul 5, 1988",34,Kosovo,Retired,"1,86m",right,"Aug 1, 2021",Torino FC,€100k,,,
424,814434,Gian Marco Fantoni,Goalkeeper,"Jan 24, 2004",19,Italy,Nocerina Calcio,,,"Jul 9, 2022",,€50k,,,
425,935777,Jacopo Seghetti,Goalkeeper,"Feb 17, 2005",18,Italy,Empoli Primavera,"1,89m",right,"Aug 9, 2021",,,,,
426,490384,Koni De Winter,Centre-Back,"Jun 12, 2002",21,Belgium,Genoa CFC,"1,91m",right,"Jul 1, 2023",Juventus Next Gen,€4.00m,,,
427,435228,Ardian Ismajli,Centre-Back,"Sep 30, 1996",26,Albania,FC Empoli,"1,87m",right,"Jul 1, 2023",: Ablöse €2.00m,€3.50m,"unknown injury - Return expected on Apr 7, 2024",,
428,345458,Sebastian Walukiewicz,Centre-Back,"Apr 5, 2000",23,Poland,FC Empoli,"1,88m",right,"Jul 1, 2022",Cagliari Calcio,€3.00m,,"Joined from Cagliari Calcio; date: Jul 1, 2023; fee: €2.00m",
429,278531,Sebastiano Luperto,Centre-Back,"Sep 6, 1996",26,Italy,FC Empoli,"1,91m",left,"Aug 27, 2021",SSC Napoli,€3.00m,Team captain,"Joined from SSC Napoli; date: Jul 1, 2023; fee: €2.50m",
430,745427,Gabriele Guarino,Centre-Back,"Apr 14, 2004",19,Italy,Modena FC,"1,93m",right,"Sep 22, 2020",Empoli Primavera,€800k,muscular problems - Return unknown,,
431,111347,Lorenzo Tonelli,Centre-Back,"Jan 17, 1990",33,Italy,FC Empoli,"1,83m",right,"Jul 1, 2022",UC Sampdoria,€500k,,,
432,814438,Gabriele Indragoli,Centre-Back,"Feb 20, 2004",19,Italy,Empoli Primavera,,right,"Jul 17, 2023",,€100k,,,
433,547985,Fabiano Parisi,Left-Back,"Nov 9, 2000",22,Italy,ACF Fiorentina,"1,78m",left,"Jul 5, 2022",US Avellino 1912,€10.00m,,,
434,469211,Liberato Cacace,Left-Back,"Sep 27, 2000",22,New Zealand,FC Empoli,"1,83m",left,"Jul 1, 2022",Sint-Truidense VV,€2.00m,,,
435,705063,Samuele Angori,Left-Back,"Oct 7, 2003",19,Italy,US Città di Pontedera,"1,86m",left,"Jul 1, 2023",AC Perugia Calcio,€200k,,,
436,309944,Tyronne Ebuehi,Right-Back,"Dec 16, 1995",27,Nigeria,FC Empoli,"1,87m",right,"Jul 26, 2019",SL Benfica B,€2.50m,Cruciate ligament tear - Return unknown,,
437,183841,Petar Stojanović,Right-Back,"Oct 7, 1995",27,Slovenia,UC Sampdoria,"1,78m",right,"Jul 1, 2022",GNK Dinamo Zagreb,€2.30m,,,
438,197473,Alberto Grassi,Defensive Midfield,"Mar 7, 1995",28,Italy,FC Empoli,"1,83m",right,"Jul 5, 2022",Parma Calcio 1913,€2.00m,,"Joined from Parma Calcio 1913; date: Jul 1, 2023; fee: free transfer",
439,171159,Leo Stulac,Defensive Midfield,"Sep 26, 1994",28,Slovenia,Palermo FC,"1,75m",right,"Jul 1, 2022",Parma Calcio 1913,€1.00m,,"Returned after loan spell with Palermo FC; date: Jun 30, 2023; fee: End of loan",
440,616169,Duccio Degli Innocenti,Defensive Midfield,"Apr 28, 2003",20,Italy,Calcio Lecco 1912,"1,80m",right,"Jul 13, 2019",Empoli Primavera,€500k,,,
441,295183,Răzvan Marin,Central Midfield,"May 23, 1996",27,Romania,FC Empoli,"1,78m",right,"Aug 11, 2021",Cagliari Calcio,€8.00m,,"On loan from Cagliari Calcio until Jun 30, 2024",
442,691482,Jacopo Fazzini,Central Midfield,"Mar 16, 2003",20,Italy,FC Empoli,"1,78m",right,"Jul 1, 2021",Empoli Primavera,€3.50m,,,
443,240934,Filippo Bandinelli,Central Midfield,"Mar 29, 1995",28,Italy,Spezia Calcio,"1,80m",left,"Sep 1, 2022",: Ablöse €1k,€3.50m,,,
444,193867,Liam Henderson,Central Midfield,"Apr 25, 1996",27,Scotland,Palermo FC,"1,83m",right,"Jul 1, 2021",US Lecce,€2.50m,,,
445,192638,Nicolas Haas,Central Midfield,"Jan 23, 1996",27,Switzerland,FC Luzern,"1,78m",right,"Jul 1, 2021",Atalanta BC,€2.00m,,,
446,170481,Jean-Daniel Akpa Akpro,Central Midfield,"Oct 11, 1992",30,Cote d'Ivoire,AC Monza,"1,80m",right,"Sep 1, 2020",SS Lazio,€1.50m,,,
447,291400,Giovanni Crociata,Central Midfield,"Aug 11, 1997",25,Italy,Calcio Lecco 1912,"1,74m",right,"Aug 4, 2022",FC Crotone,€750k,,"Returned after loan spell with AS Cittadella; date: Jun 30, 2023; fee: End of loan",
448,814445,Lorenzo Ignacchiti,Central Midfield,"Apr 25, 2004",19,Italy,US Città di Pontedera,,left,"Sep 1, 2022",,€250k,,,
449,709500,Alessandro Renzi,Central Midfield,"Jan 27, 2004",19,Italy,SS Arezzo,,right,"Jan 31, 2023",,€175k,,,
450,641537,Tommaso Baldanzi,Attacking Midfield,"Mar 23, 2003",20,Italy,AS Roma,"1,70m",left,"Aug 20, 2019",Empoli Primavera,€15.00m,,,
451,390177,Nedim Bajrami,Attacking Midfield,"Feb 28, 1999",24,Albania,US Sassuolo,"1,79m",right,"Jul 4, 2022",: Ablöse €500k,€7.50m,,"Returned after loan spell with US Sassuolo; date: Jun 30, 2023; fee: End of loan",
452,459151,Nicolò Cambiaghi,Left Winger,"Dec 28, 2000",22,Italy,FC Empoli,"1,73m",right,"Jan 31, 2023",Atalanta BC,€8.00m,,"On loan from Atalanta BC until Jun 30, 2024",
453,205940,Marko Pjaca,Left Winger,"May 6, 1995",28,Croatia,HNK Rijeka,"1,86m",right,"Aug 7, 2022",Juventus FC,€1.70m,,,
454,394346,Emanuel Vignato,Right Winger,"Aug 24, 2000",22,Italy,US Salernitana 1919,"1,75m",right,"Jul 1, 2023",Bologna FC 1909,€2.00m,,,
455,357998,Davide Merola,Right Winger,"Mar 27, 2000",23,Italy,Delfino Pescara 1936,"1,76m",left,"Jul 1, 2022",: Ablöse €750k,€400k,,,
456,640109,Martín Satriano,Centre-Forward,"Feb 20, 2001",22,Uruguay,Stade Brestois 29,"1,87m",right,"Jul 1, 2021",Inter Milan,€7.00m,,,
457,45026,Rui Patrício,Goalkeeper,"Feb 15, 1988",35,Portugal,AS Roma,"1,90m",left,"Jul 13, 2021",Wolverhampton Wanderers,€5.00m,,,
458,338670,Mile Svilar,Goalkeeper,"Aug 27, 1999",23,Serbia,AS Roma,"1,89m",right,"Jul 1, 2022",SL Benfica,€1.50m,,,
459,581604,Pietro Boer,Goalkeeper,"May 12, 2002",21,Italy,AS Roma,"1,93m",right,"Jul 1, 2021",Roma U19,€150k,,,
460,715616,Gabriele Baldi,Goalkeeper,"Aug 24, 2004",18,Italy,Giugliano Calcio 1928,"1,96m",right,"Jul 1, 2021",,€100k,,,
461,707643,Jacopo Del Bello,Goalkeeper,"Sep 25, 2004",18,Italy,US Vibonese,"1,87m",left,"Sep 1, 2020",,€25k,,,
462,524481,Roger Ibañez,Centre-Back,"Nov 23, 1998",24,Brazil,Al-Ahli SFC,"1,85m",right,"Jan 31, 2023",Atalanta BC,€30.00m,,,
463,256448,Gianluca Mancini,Centre-Back,"Apr 17, 1996",27,Italy,AS Roma,"1,90m",right,"Oct 5, 2020",Atalanta BC,€18.00m,,,
464,246291,Diego Llorente,Centre-Back,"Aug 16, 1993",29,Spain,AS Roma,"1,86m",right,"Jul 1, 2021",Leeds United,€12.00m,,"On loan from Leeds United until Jun 30, 2024",
465,103427,Chris Smalling,Centre-Back,"Nov 22, 1989",33,England,AS Roma,"1,94m",right,"Jul 1, 2020",Manchester United,€8.00m,,,
466,371371,Marash Kumbulla,Centre-Back,"Feb 8, 2000",23,Albania,US Sassuolo,"1,91m",right,"Jul 1, 2019",Hellas Verona,€8.00m,,,
467,861192,Dimitrios Keramitsis,Centre-Back,"Jul 1, 2004",18,Greece,Roma U19,"1,93m",both,"Aug 8, 2021",,€250k,,,
