,competitionID,clubID,seasonID,competitionName,appearances,yellowCards,goalsConceded,cleanSheets,minutesPlayed,id,assists,goals,redCards,secondYellowCards
8,CIT,4172,2019,Italy Cup,2,,3,1,180',244491,,,,
9,IT3P,4172,2018,PlayOff Lega Pro,6,,8,1,570',244491,,,,
10,IT3A,4172,2018,Serie C-A,36,1,28,18,3.240',244491,,,,
11,CILP,4172,2018,Coppa Serie C,1,,,1,90',244491,,,,
12,CIT,4172,2018,Italy Cup,1,,3,,90',244491,,,,
13,IT3A,38290,2017,Serie C-A,36,,43,7,3.240',244491,,,,
14,CILP,38290,2017,Coppa Serie C,,,,,,244491,,,,
15,CIT,38290,2017,Italy Cup,1,,4,,90',244491,,,,
16,IT2,332,2016,Serie B,1,,1,,8',244491,,,,
17,ITJ2,14907,2016,Primavera B,1,,,1,90',244491,,,,
18,CIT,332,2016,Italy Cup,,,,,,244491,,,,
19,IT2,332,2015,Serie B,,,,,,244491,,,,
20,ITJ3,14907,2015,Primavera C,4,,5,,360',244491,,,,
21,CITP,14907,2015,Coppa Primavera,1,,2,,90',244491,,,,
22,ITJE,10958,2014,Primavera Fase Finale,,,,,,244491,,,,
23,IT1,5,2014,Serie A,,,,,,244491,,,,
24,ITJ2,10958,2014,Primavera B,11,,12,3,952',244491,,,,
25,TDV,10958,2014,Viareggio Cup,,,,,,244491,,,,
26,CIT,5,2014,Italy Cup,,,,,,244491,,,,
27,ITJE,10958,2013,Primavera Fase Finale,1,,3,,90',244491,,,,
28,ITJ2,10958,2013,Primavera B,7,,8,2,630',244491,,,,
29,19YL,41579,2013,UEFA Youth League,1,,4,,90',244491,,,,
30,TDV,10958,2013,Viareggio Cup,4,,4,1,390',244491,,,,
31,IT2,19,2013,Serie B,,,,,,244491,,,,
32,ITJ2,14829,2013,Primavera B,11,,16,,959',244491,,,,
33,CITP,14829,2013,Coppa Primavera,1,,,1,90',244491,,,,
34,ITJ2,14829,2012,Primavera B,8,,9,4,720',244491,,,,
0,IT1,2919,2023,Serie A,26,7,,,1.913',210178,,,,
1,CIT,2919,2023,Italy Cup,1,1,,,77',210178,,,,
2,IT1,2919,2022,Serie A,30,4,,,2.488',210178,,1,,
3,CIT,2919,2022,Italy Cup,1,,,,90',210178,,,,
4,IT1,410,2021,Serie A,15,2,,,1.342',210178,,2,1,
5,CGB,11,2021,EFL Cup,1,,,,90',210178,,,,
6,FAC,11,2021,FA Cup,,,,,,210178,,,,
7,GB1,11,2021,Premier League,2,1,,,180',210178,,,,
8,GB1,11,2020,Premier League,10,2,,,900',210178,,,,
9,EL,11,2020,Europa League,5,,,,450',210178,,1,,
10,FAC,11,2020,FA Cup,1,,,,120',210178,,,,
11,CGB,11,2020,EFL Cup,,,,,,210178,,,,
12,GB21,9249,2020,Premier League 2,2,1,,,135',210178,,,,
13,GB1,11,2019,Premier League,2,,,,114',210178,,,,
14,FAC,11,2019,FA Cup,1,,,,90',210178,,,,
15,GB21,9249,2019,Premier League 2,2,,,,90',210178,,,,
16,KLUB,614,2019,Club World Cup,2,1,,,210',210178,,,,
17,BRA1,614,2019,Série A,22,4,,,1.980',210178,1,2,,
18,CLI,614,2019,Libertadores,6,1,,,540',210178,,1,,
19,ES1P,897,2018,Promoción LaLiga,1,,,,90',210178,,,,
20,ES2,897,2018,LaLiga 1|2|3,37,9,,,3.167',210178,,2,,1
21,CDR,897,2018,Copa del Rey,,,,,,210178,,,,
22,NL1,132,2017,Eredivisie,31,8,,,2.672',210178,,3,,
23,NLP,132,2017,KNVB Beker,1,1,,,90',210178,,,,
24,ES2,12321,2016,LaLiga 1|2|3,8,3,,,502',210178,,,,
25,CDR,12321,2016,Copa del Rey,1,,,,90',210178,,,,
26,ES2,5648,2015,LaLiga2,25,6,,,2.218',210178,1,1,,1
27,ES2P,5648,2014,Ascenso a 2ª,2,,,,180',210178,,,,
28,ES3C,5648,2014,2ª B - Grupo III,35,9,,,3.066',210178,,3,,
29,CDR,5648,2014,Copa del Rey,2,,,,210',210178,,,,
30,ES2P,5648,2013,Ascenso a 2ª,6,3,,,570',210178,,,,
31,ES3C,5648,2013,2ª B - Grupo III,23,4,,,1.975',210178,,2,1,1
32,CDR,5648,2013,Copa del Rey,3,1,,,270',210178,,,,
33,ES3C,8494,2012,2ª B - Grupo III,28,7,,,2.519',210178,,1,,1
34,ES1,237,2012,LaLiga,,,,,,210178,,,,
35,ES3C,8494,2011,2ª B - Grupo III,22,8,,,1.740',210178,,1,,1
36,ES1,237,2011,LaLiga,2,1,,,33',210178,,,,
37,CDR,237,2011,Copa del Rey,,,,,,210178,,,,
38,ES3C,8494,2010,2ª B - Grupo III,19,5,,,1.609',210178,,1,,
0,IT1,2919,2023,Serie A,20,1,,,1.420',481834,,1,,
1,CIT,2919,2023,Italy Cup,1,,,,13',481834,,,,
2,POSB,607,2022,Serie B Play-off,1,,,,83',481834,,,,
3,IT2,607,2022,Serie B,16,4,,,1.357',481834,1,3,,
4,IT1,2919,2022,Serie A,4,,,,164',481834,,,,
5,CIT,2919,2022,Italy Cup,2,,,,146',481834,,,,
6,IT1,1390,2021,Serie A,30,6,,,2.215',481834,,,,
7,CIT,1390,2021,Italy Cup,3,,,,239',481834,1,,,
8,IT1,1390,2020,Serie A,15,2,,,1.085',481834,1,,,
9,IJ1,11676,2020,Primavera 1,5,2,,,450',481834,,2,,
10,CIT,1390,2020,Italy Cup,2,,,,95',481834,,,,
11,IT1,1390,2019,Serie A,7,3,,,370',481834,,,1,1
12,IJ1,11676,2019,Primavera 1,20,3,,,1.800',481834,,2,,
13,CITP,11676,2019,Coppa Primavera,,,,,,481834,,,,
14,IJ1,11676,2018,Primavera 1,24,2,,,1.853',481834,,2,,
15,TDV,11676,2018,Viareggio Cup,3,,,,225',481834,,,,
16,CITP,11676,2018,Coppa Primavera,2,,,,164',481834,,,,
17,ITJF,49577,2017,Under 17 - Finals,1,,,,90',481834,,,,
18,ITJ5,49577,2017,Under 17 - B,22,2,,,1.398',481834,,1,,
19,ITJ5,49577,2016,Under 17 - B,4,,,,210',481834,,,,
0,IT1,2919,2023,Serie A,15,6,,,998',32113,,,,
1,CIT,2919,2023,Italy Cup,1,,,,19',32113,,,,
2,IT1,2919,2022,Serie A,30,10,,,2.476',32113,1,1,,
3,CIT,2919,2022,Italy Cup,1,,,,24',32113,,,,
4,IT1,416,2021,Serie A,11,4,,,525',32113,,,,
5,CIT,416,2021,Italy Cup,2,,,,105',32113,,,,
6,IT1,416,2020,Serie A,25,3,,,2.008',32113,,2,,
7,CIT,416,2020,Italy Cup,1,,,,75',32113,,,,
8,IT1,416,2019,Serie A,31,5,,,2.689',32113,,1,1,1
9,CIT,416,2019,Italy Cup,1,1,,,120',32113,,,,
10,ELQ,416,2019,Europa League Qualifying,5,,,,398',32113,,2,,
11,IT1,416,2018,Serie A,37,6,,,3.274',32113,1,4,,
12,CIT,416,2018,Italy Cup,2,,,,158',32113,,,,
13,IT1,252,2017,Serie A,16,2,,,1.388',32113,,1,,
14,CIT,252,2017,Italy Cup,,,,,,32113,,,,
15,IT1,252,2016,Serie A,29,5,,,2.589',32113,2,,,
16,CIT,252,2016,Italy Cup,1,,,,90',32113,,,,
17,IT1,252,2015,Serie A,33,6,,,2.660',32113,,,,2
18,CIT,252,2015,Italy Cup,1,,,,51',32113,,,,
19,IT1,252,2014,Serie A,20,2,,,1.078',32113,,1,1,
20,CIT,252,2014,Italy Cup,1,,,,5',32113,,,,
21,IT2,2331,2013,Serie B,30,10,,,2.638',32113,,1,,
22,CIT,2331,2013,Italy Cup,4,,,,274',32113,,,,
23,IT3B,2331,2012,Lega Pro 1 - B,22,4,,,1.753',32113,,1,,
24,CILP,2331,2012,Coppa Lega Pro,2,1,,,210',32113,,,,
25,CIT,2331,2012,Italy Cup,2,,,,180',32113,,,,
26,IT3A,2331,2011,Lega Pro 1a - A,6,,,,507',32113,,,1,1
27,IT3B,4271,2011,Lega Pro 1 - B,13,2,,,1.085',32113,,1,,
28,CIT,4271,2011,Italy Cup,3,1,,,300',32113,,,,
29,ITJ3,12819,2010,Primavera C,22,1,,,1.947',32113,,1,1,
30,TDV,12819,2010,Viareggio Cup,3,,,,270',32113,,,,
31,ITJ3,12819,2009,Primavera C,9,1,,,642',32113,,2,,
32,TDV,12819,2009,Viareggio Cup,,,,,,32113,,,,
0,IT1,2919,2023,Serie A,25,4,,,1.980',88680,1,1,,1
1,CIT,2919,2023,Italy Cup,1,,,,90',88680,,,,
2,IT1,2919,2022,Serie A,31,5,,,2.359',88680,,2,,
3,CIT,2919,2022,Italy Cup,,,,,,88680,,,,
4,POSB,2919,2021,Serie B Play-off,3,,,,300',88680,,,,
5,IT2,2919,2021,Serie B,24,5,,,1.866',88680,,,1,
6,CIT,2919,2021,Italy Cup,1,1,,,90',88680,,,,
7,IT1,4171,2020,Serie A,25,3,,,1.569',88680,,2,,1
8,CIT,4171,2020,Italy Cup,,,,,,88680,,,,
9,IT2,4171,2019,Serie B,33,5,,,2.876',88680,,3,1,1
10,CIT,4171,2019,Italy Cup,1,,,,90',88680,,,,
11,POSB,4171,2018,Serie B Play-off,2,1,,,180',88680,,,,
12,IT2,4171,2018,Serie B,14,4,,,1.255',88680,,3,,1
13,L1,86,2017,Bundesliga,1,,,,90',88680,,,,
14,L3,87,2017,3. Liga,1,,,,90',88680,,,,
15,DFB,86,2017,DFB-Pokal,,,,,,88680,,,,
16,L1,86,2016,Bundesliga,5,1,,,412',88680,,,,
17,L3,87,2016,3. Liga,2,,,,180',88680,,,,
18,DFB,86,2016,DFB-Pokal,,,,,,88680,,,,
19,L1,105,2015,Bundesliga,34,4,,,3.060',88680,1,,,
20,DFB,105,2015,DFB-Pokal,2,1,,,180',88680,,,,
21,L1,86,2014,Bundesliga,7,2,,,470',88680,,1,,1
22,DFB,86,2014,DFB-Pokal,1,,,,120',88680,,,,
23,L1,86,2013,Bundesliga,33,8,,,2.964',88680,1,,,
24,DFB,86,2013,DFB-Pokal,1,,,,120',88680,,,,
25,POSB,19,2012,Serie B Play-off,1,,,,90',88680,,,,
26,IT2,19,2012,Serie B,18,7,,,1.543',88680,,,,1
27,IT2,1429,2012,Serie B,18,4,,,1.581',88680,,,,
28,CIT,1429,2012,Italy Cup,1,,,,17',88680,,,,
29,IT2,19,2011,Serie B,19,2,,,1.708',88680,,,,
30,CL,46,2011,Champions League,1,1,,,44',88680,,,,
31,IT1,46,2011,Serie A,,,,,,88680,,,,
32,NL1,499,2010,Eredivisie,11,1,,,789',88680,,,,
33,NLP,499,2010,KNVB Beker,,,,,,88680,,,,
34,ITJE,5380,2009,Primavera Fase Finale,2,1,,,180',88680,,,,
35,ITJ2,5380,2009,Primavera B,20,2,,,1.777',88680,,2,,2
36,TDV,5380,2009,Viareggio Cup,3,,,,300',88680,,,,
37,ITJE,5380,2008,Primavera Fase Finale,2,,,,146',88680,,,,
38,ITJ2,5380,2008,Primavera B,19,2,,,1.595',88680,,,,
39,TDV,5380,2008,Viareggio Cup,5,1,,,450',88680,,1,,
40,ITJE,5380,2007,Primavera Fase Finale,2,,,,56',88680,,,,
41,ITJ2,5380,2007,Primavera B,14,1,,,884',88680,1,,,
42,TDV,5380,2007,Viareggio Cup,5,2,,,461',88680,,,,
0,IT1,2919,2023,Serie A,1,,,,2',357995,,,,
1,IT2,458,2022,Serie B,19,3,,,1.033',357995,,,,1
2,POSB,2919,2021,Serie B Play-off,2,1,,,25',357995,,,,
3,IT2,2919,2021,Serie B,7,2,,,220',357995,1,,,
4,POSB,2919,2020,Serie B Play-off,1,,,,90',357995,,,,
5,IT2,2919,2020,Serie B,17,2,,,1.408',357995,,2,,
6,CIT,2919,2020,Italy Cup,1,,,,30',357995,,,,
7,PUSB,2921,2019,Serie B Play-out,2,,,,124',357995,,,,
8,IT2,2921,2019,Serie B,26,3,,,2.225',357995,2,1,,1
9,CIT,2921,2019,Italy Cup,2,,,,210',357995,,,,
10,POSB,2921,2018,Serie B Play-off,2,,,,180',357995,,,,
11,IT2,2921,2018,Serie B,3,,,,270',357995,,1,,
12,IJ1,11998,2018,Primavera 1,4,,,,360',357995,,2,,
13,IT1,800,2018,Serie A,,,,,,357995,,,,
14,ITJE,5380,2017,Primavera Fase Finale,2,,,,210',357995,,,,
15,IJ1,5380,2017,Primavera 1,24,2,,,1.983',357995,,1,,
16,19YL,62104,2017,UEFA Youth League,4,1,,,332',357995,,,,
17,SCIJ,5380,2017,Supercoppa Primavera,1,,,,120',357995,,,,
18,CITP,5380,2017,Coppa Primavera,2,1,,,180',357995,,,,
19,IJSC,48967,2016,Supercoppa U17,1,,,,58',357995,,,,
20,ITJF,48967,2016,Under 17 - Finals,4,,,,390',357995,,,,
21,ITJ5,48967,2016,Under 17 - B,22,,,,1.922',357995,,3,,
22,ITJF,48967,2015,Under 17 - Finals,1,,,,90',357995,,,,
23,ITJ5,48967,2015,Under 17 - B,7,,,,556',357995,,,,
0,IT1,2919,2023,Serie A,19,3,,,1.362',55769,,,,1
1,CIT,2919,2023,Italy Cup,1,,,,71',55769,,1,,
2,CL,46,2022,Champions League,6,,,,155',55769,,,,
3,IT1,46,2022,Serie A,15,3,,,732',55769,2,,1,
4,CIT,46,2022,Italy Cup,3,,,,175',55769,,,,
5,SCI,46,2022,Supercoppa Italiana,,,,,,55769,,,,
6,IT1,46,2021,Serie A,20,2,,,991',55769,1,1,,
7,CIT,46,2021,Italy Cup,4,,,,285',55769,,,,
8,CL,46,2021,Champions League,3,1,,,145',55769,,,,
9,SCI,46,2021,Supercoppa Italiana,,,,,,55769,,,,
10,IT1,46,2020,Serie A,19,2,,,689',55769,,3,,
11,CIT,46,2020,Italy Cup,,,,,,55769,,,,
12,CL,46,2020,Champions League,5,1,,,309',55769,,,,
13,EL,46,2019,Europa League,6,2,,,468',55769,,1,,
14,IT1,46,2019,Serie A,22,6,,,1.399',55769,,4,,
15,CIT,46,2019,Italy Cup,1,,,,44',55769,,,,
16,CL,46,2019,Champions League,3,,,,184',55769,,,,
17,IT1,46,2018,Serie A,30,6,,,2.583',55769,5,2,,
18,EL,46,2018,Europa League,3,2,,,187',55769,,,,
19,CIT,46,2018,Italy Cup,1,,,,120',55769,1,,,
20,CL,46,2018,Champions League,4,1,,,360',55769,,,,
21,IT1,46,2017,Serie A,34,6,,,2.986',55769,4,2,,
22,IT1,46,2016,Serie A,32,4,,,2.830',55769,3,3,,
23,CIT,46,2016,Italy Cup,2,2,,,210',55769,,,,
24,EL,46,2016,Europa League,5,,,,326',55769,,,,
25,IT1,46,2015,Serie A,20,4,,,1.617',55769,1,2,,1
26,CIT,46,2015,Italy Cup,3,1,,,300',55769,,,,
27,IT1,46,2014,Serie A,23,8,,,1.684',55769,3,,,
28,EL,46,2014,Europa League,6,2,,,456',55769,,2,,
29,CIT,46,2014,Italy Cup,1,,,,90',55769,,,,
30,ELQ,46,2014,Europa League Qualifying,2,,,,105',55769,,1,,
31,IT1,46,2013,Serie A,11,,,,644',55769,,,,
32,IT1,416,2013,Serie A,14,4,,,1.214',55769,2,2,,
33,CIT,416,2013,Italy Cup,1,,,,90',55769,,,,
34,IT1,416,2012,Serie A,28,4,,,1.963',55769,3,2,,
35,CIT,416,2012,Italy Cup,,,,,,55769,,,,
36,IT2,416,2011,Serie B,26,2,,,1.541',55769,1,3,,
37,CIT,416,2011,Italy Cup,1,,,,90',55769,,,,
38,IT2,416,2010,Serie B,30,14,,,2.518',55769,2,2,,
39,CIT,416,2010,Italy Cup,1,,,,51',55769,,,,
40,POSB,416,2009,Serie B Play-off,3,1,,,216',55769,,,1,
41,IT2,416,2009,Serie B,19,4,,,1.443',55769,,1,,
42,IT4Z,5587,2009,Lega Pro 2 - C,18,2,,,1.620',55769,,2,,
43,IT3O,5587,2008,Playout C1,2,,,,180',55769,,,,
44,IT3B,5587,2008,Lega Pro 1 - B,29,7,,,2.236',55769,,,,
45,IT3B,7197,2007,Serie C1 - B,7,1,,,479',55769,,,,
46,ITJ2,8505,2007,Primavera B,7,,,,330',55769,,2,,
47,ITJ3,8505,2006,Primavera C,22,,,,1.623',55769,,5,,
48,TDV,8505,2006,Viareggio Cup,4,,,,360',55769,,2,,
49,TDV,8505,2005,Viareggio Cup,3,,,,235',55769,,,,
0,IT1,2919,2023,Serie A,27,5,,,1.389',461019,1,,,
1,CIT,2919,2023,Italy Cup,,,,,,461019,,,,
2,IT1,2919,2022,Serie A,31,8,,,1.388',461019,2,,,
3,CIT,2919,2022,Italy Cup,2,2,,,180',461019,1,,,
4,POSB,4172,2021,Serie B Play-off,4,1,,,390',461019,,,,
5,IT2,4172,2021,Serie B,36,8,,,2.647',461019,4,1,,
6,CIT,4172,2021,Italy Cup,1,,,,65',461019,,,,
7,IT2,4172,2020,Serie B,35,6,,,2.237',461019,1,2,,
8,CIT,4172,2020,Italy Cup,2,,,,133',461019,,,,
9,IT2,4172,2019,Serie B,28,8,,,1.801',461019,3,2,1,
10,CIT,4172,2019,Italy Cup,1,,,,90',461019,,,,
11,IT3P,4172,2018,PlayOff Lega Pro,6,1,,,475',461019,,,,
12,IT3A,4172,2018,Serie C-A,31,3,,,1.927',461019,2,2,1,
13,CILP,4172,2018,Coppa Serie C,3,,,,219',461019,2,,,
14,CIT,4172,2018,Italy Cup,4,1,,,347',461019,,,,
15,IT3P,4172,2017,PlayOff Lega Pro,2,,,,156',461019,,,,
16,IT3A,4172,2017,Serie C-A,30,5,,,2.016',461019,4,,,
17,CILP,4172,2017,Coppa Serie C,,,,,,461019,,,,
18,CIT,4172,2017,Italy Cup,1,,,,57',461019,,,,
19,IT2,4172,2016,Serie B,7,,,,492',461019,,,,
20,ITJ3,14821,2016,Primavera C,8,1,,,656',461019,,,,
21,CIT,4172,2016,Italy Cup,1,,,,60',461019,,,,
0,IT1,2919,2023,Serie A,19,3,,,697',314965,2,,,
1,CIT,2919,2023,Italy Cup,,,,,,314965,,,,
2,TR1,11282,2022,Süper Lig,26,3,,,1.547',314965,1,,,
3,TRP,11282,2022,Türkiye Kupasi,2,1,,,145',314965,1,,,
4,POSB,2919,2021,Serie B Play-off,1,,,,33',314965,,,,
5,IT2,2919,2021,Serie B,33,5,,,2.244',314965,4,,,
6,CIT,2919,2021,Italy Cup,1,,,,87',314965,1,,,
7,IT1,4083,2020,Serie A,35,6,,,2.555',314965,4,,,
8,CIT,4083,2020,Italy Cup,1,1,,,74',314965,,,,
9,GB2,698,2019,Championship,21,3,,,1.252',314965,1,2,,
10,FAC,698,2019,FA Cup,1,,,,90',314965,,,,
11,IT1,252,2018,Serie A,26,1,,,1.377',314965,,,,
12,CIT,252,2018,Italy Cup,1,,,,59',314965,,,,
13,IT1,252,2017,Serie A,6,2,,,381',314965,,,,
14,PO2,10330,2017,Ledman LigaPro,1,1,,,90',314965,,,,
15,PO1,294,2016,Liga NOS,1,,,,90',314965,,,,
16,IT1,1038,2016,Serie A,12,5,,,786',314965,,,,
17,CIT,1038,2016,Italy Cup,,,,,,314965,,,,
18,IT1,1038,2015,Serie A,9,,,,642',314965,1,,,
19,CIT,1038,2015,Italy Cup,,,,,,314965,,,,
0,IT1,2919,2023,Serie A,3,,,,13',88684,,,,
1,IT1,2919,2022,Serie A,8,2,,,413',88684,,1,1,1
2,CIT,2919,2022,Italy Cup,,,,,,88684,,,,
3,POSB,2919,2021,Serie B Play-off,1,1,,,90',88684,,,,
4,IT2,2919,2021,Serie B,29,5,,,2.252',88684,1,,,1
5,CIT,2919,2021,Italy Cup,1,,,,3',88684,,,,
6,POSB,2919,2020,Serie B Play-off,,,,,,88684,,,,
7,IT2,2919,2020,Serie B,28,3,,,2.199',88684,1,,,
8,CIT,2919,2020,Italy Cup,,,,,,88684,,,,
9,IT1,1005,2019,Serie A,20,4,,,1.762',88684,,1,,
10,L1,39,2018,Bundesliga,9,2,,,624',88684,,,,
11,L1,39,2017,Bundesliga,29,2,,,2.285',88684,3,,1,1
12,DFB,39,2017,DFB-Pokal,2,,,,210',88684,,,,
13,L1,39,2016,Bundesliga,32,4,,,2.804',88684,1,,,
14,EL,39,2016,Europa League,4,2,,,349',88684,1,,,
15,DFB,39,2016,DFB-Pokal,1,,,,114',88684,,,,1
16,L1,39,2015,Bundesliga,11,4,,,935',88684,1,,1,
17,L1,15,2015,Bundesliga,12,4,,,931',88684,,,,
18,DFB,15,2015,DFB-Pokal,2,,,,180',88684,,,,
19,CL,15,2015,Champions League,4,1,,,346',88684,,,,
20,CLQ,15,2015,Champions League Qu.,,,,,,88684,,,,
21,L1,15,2014,Bundesliga,8,1,,,403',88684,,,1,
22,DFB,15,2014,DFB-Pokal,2,,,,135',88684,,,,
23,CL,15,2014,Champions League,5,1,,,303',88684,,1,,
24,CLQ,15,2014,Champions League Qu.,1,1,,,45',88684,,,,
25,L1,15,2013,Bundesliga,23,5,,,1.760',88684,1,,,
26,CL,15,2013,Champions League,6,1,,,540',88684,2,,,
27,DFB,15,2013,DFB-Pokal,4,,,,375',88684,,,,
28,IT2,4333,2012,Serie B,27,1,,,2.264',88684,2,,,
29,IT2,3037,2011,Serie B,28,4,,,2.439',88684,1,,,1
30,ITJ2,15099,2011,Primavera B,1,,,,90',88684,,,,
31,CIT,3037,2011,Italy Cup,2,,,,180',88684,,,,1
32,IT1,1005,2010,Serie A,14,1,,,933',88684,1,,,
33,CIT,1005,2010,Italy Cup,2,1,,,210',88684,,,,
34,ITJE,5380,2009,Primavera Fase Finale,2,,,,180',88684,,,,
35,ITJ2,5380,2009,Primavera B,22,4,,,1.951',88684,,1,,
36,IT1,46,2009,Serie A,,,,,,88684,,,,
37,TDV,5380,2009,Viareggio Cup,4,1,,,390',88684,,,,
38,CIT,46,2009,Italy Cup,1,,,,81',88684,,,,
39,ITJE,5380,2008,Primavera Fase Finale,2,,,,130',88684,,,,
40,ITJ2,5380,2008,Primavera B,25,4,,,2.001',88684,,,,
41,TDV,5380,2008,Viareggio Cup,5,1,,,450',88684,,,,
42,IT3B,1253,2007,Serie C1 - B,,,,,,88684,,,,
0,IT1,2919,2023,Serie A,30,3,,,2.599',332179,2,5,,1
1,CIT,2919,2023,Italy Cup,1,,,,90',332179,,,,
2,IT1,2919,2022,Serie A,35,6,,,2.939',332179,3,5,,
3,CIT,2919,2022,Italy Cup,1,,,,56',332179,,,,
4,IT1,800,2021,Serie A,27,,,,1.443',332179,1,1,,
5,EL,800,2021,Europa League,4,,,,174',332179,,,,
6,CIT,800,2021,Italy Cup,2,,,,106',332179,,,,
7,CL,800,2021,Champions League,4,,,,211',332179,,1,,
8,IT1,800,2020,Serie A,28,2,,,1.648',332179,2,2,,
9,CIT,800,2020,Italy Cup,5,,,,366',332179,,2,,
10,CL,800,2020,Champions League,7,,,,486',332179,,,,
11,IT1,276,2019,Serie A,35,7,,,2.486',332179,,7,,
12,IT1,800,2018,Serie A,12,,,,224',332179,1,,,
13,CIT,800,2018,Italy Cup,2,,,,90',332179,,,,
14,ELQ,800,2018,Europa League Qualifying,5,1,,,359',332179,,,,
15,IT2,3522,2017,Serie B,38,3,,,3.207',332179,3,2,,
16,IT3P,1047,2016,PlayOff Lega Pro,1,,,,75',332179,,,,
17,IT3A,1047,2016,Lega Pro A,35,6,,,3.001',332179,3,9,1,
18,CILP,1047,2016,Coppa Lega Pro,3,,,,154',332179,1,,,
19,CIT,1047,2016,Italy Cup,2,,,,180',332179,1,,,
20,IT3C,1627,2015,Lega Pro C,1,1,,,45',332179,,,,
21,IT3C,1005,2015,Lega Pro C,3,,,,160',332179,,,,
22,CILP,1005,2015,Coppa Lega Pro,1,,,,90',332179,,,,
23,IT3O,2919,2014,PlayOut Lega Pro,2,,,,180',332179,,3,,
24,IT3A,2919,2014,Serie C - A,20,1,,,1.665',332179,,3,,
25,CILP,2919,2014,Coppa Lega Pro,1,,,,120',332179,,,,
26,CIT,2919,2014,Italy Cup,,,,,,332179,,,,
27,IT4X,2919,2013,Lega Pro 2 - A,,,,,,332179,,,,
28,CILP,2919,2013,Coppa Lega Pro,3,1,,,114',332179,,,,
0,IT1,2919,2023,Serie A,27,4,,,2.043',197471,2,1,,
1,CIT,2919,2023,Italy Cup,1,,,,90',197471,,,,
2,CL,46,2022,Champions League,6,1,,,112',197471,,,,
3,IT1,46,2022,Serie A,19,3,,,773',197471,,,,1
4,CIT,46,2022,Italy Cup,3,,,,134',197471,,,,
5,SCI,46,2022,Supercoppa Italiana,1,,,,19',197471,,,,
6,IT1,46,2021,Serie A,18,2,,,641',197471,2,2,,
7,CIT,46,2021,Italy Cup,1,,,,78',197471,,,,
8,CL,46,2021,Champions League,5,1,,,66',197471,,,,
9,SCI,46,2021,Supercoppa Italiana,,,,,,197471,,,,
10,IT1,46,2020,Serie A,28,2,,,1.229',197471,2,3,,
11,CIT,46,2020,Italy Cup,1,,,,81',197471,,,,
12,CL,46,2020,Champions League,4,3,,,255',197471,1,,,
13,EL,46,2019,Europa League,4,1,,,317',197471,,,,
14,IT1,46,2019,Serie A,24,5,,,1.806',197471,3,4,,
15,CIT,46,2019,Italy Cup,,,,,,197471,,,,
16,CL,46,2019,Champions League,4,,,,218',197471,,,,
17,IT1,46,2018,Serie A,19,3,,,1.085',197471,,5,,
18,CIT,46,2018,Italy Cup,2,2,,,135',197471,,,,
19,IT1,46,2017,Serie A,30,8,,,1.985',197471,,,,
20,CIT,46,2017,Italy Cup,2,,,,195',197471,,,,
21,IT1,46,2016,Serie A,18,2,,,1.575',197471,1,2,,
22,CIT,46,2016,Italy Cup,1,,,,120',197471,,,,
23,IT1,800,2016,Serie A,13,5,,,775',197471,2,,,
24,CIT,800,2016,Italy Cup,1,,,,90',197471,,,,
25,IT1,800,2015,Serie A,1,,,,82',197471,,,,
26,IT2,2655,2015,Serie B,16,3,,,807',197471,1,1,,
27,CIT,2655,2015,Italy Cup,3,,,,261',197471,,,,
28,POSB,3522,2014,Serie B Play-off,,,,,,197471,,,,
29,IT2,3522,2014,Serie B,14,,,,856',197471,,1,,
30,POSB,1429,2013,Serie B Play-off,2,,,,76',197471,,,,1
31,IT2,1429,2013,Serie B,19,4,,,1.208',197471,1,1,,
32,IT1,800,2013,Serie A,,,,,,197471,,,,
33,CIT,800,2013,Italy Cup,1,,,,90',197471,,,,
34,ITJE,11998,2012,Primavera Fase Finale,3,,,,270',197471,,,,
35,IT1,800,2012,Serie A,,,,,,197471,,,,
36,ITJ2,11998,2012,Primavera B,17,1,,,1.269',197471,,4,,
37,TDV,11998,2012,Viareggio Cup,3,1,,,122',197471,,,,
38,ITJ2,11998,2011,Primavera B,12,2,,,541',197471,,,,
39,TDV,11998,2011,Viareggio Cup,1,,,,90',197471,,,,
0,IT1,2919,2023,Serie A,17,5,,,902',659516,,1,,
1,CIT,2919,2023,Italy Cup,,,,,,659516,,,,
2,IT2,1386,2022,Serie B,3,,,,28',659516,,,,
3,IT1,2919,2022,Serie A,4,1,,,56',659516,,,,
4,CIT,2919,2022,Italy Cup,1,1,,,34',659516,,,,
5,FR2,1159,2021,Ligue 2,21,1,,,854',659516,1,1,,
6,C3GE,10840,2021,N3 - Grand Est,5,,,,421',659516,1,,,
7,FRC,1159,2021,Coupe de France,4,1,,,235',659516,1,,,
8,F19B,10841,2021,National U19 - Grp. B,2,,,,180',659516,,,,
9,FR2,1159,2020,Ligue 2,13,1,,,413',659516,,1,1,
10,FRC,1159,2020,Coupe de France,1,,,,75',659516,,,,
11,C3GE,10840,2020,N3 - Grand Est,6,3,,,531',659516,1,1,,
12,F19B,10841,2020,National U19 - Grp. B,3,,,,250',659516,,,,
0,IT1,2919,2023,Serie A,10,2,,,234',355104,,,,
1,CIT,2919,2023,Italy Cup,,,,,,355104,,,,
2,IT1,2919,2022,Serie A,25,4,,,1.116',355104,2,,,
